Updated.gene.symbol	logFC	P.Value
CALD1	-1.87	2.33e-16
CALHM1	-0.00741	0.756
CALHM2	-0.148	0.251
CALHM3	-0.00658	0.611
CALM1	0.456	0.000789
CALM3///CALM2	-0.701	3.28e-07
CALML3	1	2.69e-06
CALML4	-0.33	0.00344
CALML5	0.135	0.746
CALML6	0.288	5.01e-05
CALN1	-0.0679	0.283
CALR	-0.503	7.72e-05
CALR3	-0.00451	0.537
CALU	-1.97	3.08e-25
CALY	0.00659	0.468
CAMK1	0.696	7.14e-12
CAMK1D	0.843	4.43e-10
CAMK1G	0.00413	0.327
CAMK2A	0.094	9.5e-06
CAMK2B	0.185	3.31e-08
CAMK2D	-0.347	0.00456
CAMK2G	0.408	3.58e-06
CAMK2N1	1.05	4.66e-06
CAMK2N2	-0.0583	0.0248
CAMK4	0.0803	0.546
CAMKK1	0.158	0.0631
CAMKK2	-0.414	2.53e-11
CAMKMT	0.171	0.011
CAMKV	0.00647	0.521
CAMLG	0.365	1.01e-06
CAMP	-0.0613	0.205
CAMSAP1	1.07	8.68e-17
CAMSAP2	-0.821	4.43e-18
CAMSAP3	1.22	7.33e-13
CAMTA1	-0.455	0.00118
CAMTA2	-0.0102	0.891
CAND1	-0.429	3.37e-05
CAND1.11	-0.0051	0.511
AMPD3	-0.048	0.252
CAND2	0.935	1.39e-07
CANT1	0.172	0.0487
CANX	-0.507	2.16e-06
CAP1	-0.348	0.00167
CAP2	0.56	0.0102
CAPG	-0.386	8.06e-05
CAPN1	0.859	1.79e-12
CAPN10	0.165	2.62e-07
CAPN10-DT	0.0802	0.0252
CAPN11	0.00419	0.647
CAPN12	-0.348	0.000215
CAPN13	-0.0941	0.192
CAPN14	4.74	8.62e-27
CAPN15	-0.233	0.0511
CAPN2	0.44	1.28e-08
CAPN3	1.1	2.48e-09
CAPN5	2.46	2.57e-48
CAPN6	0.678	0.000508
CAPN7	0.759	4.53e-23
CAPN8	0.126	0.0452
CAPN9	0.173	0.0268
CAPNS1	0.977	6.75e-29
CAPNS2	2.72	3.53e-16
CAPRIN1	-0.549	5.06e-06
CAPRIN2	-0.895	8.94e-12
CAPS	0.383	1.18e-06
CAPS2	0.637	7.67e-10
CAPSL	-0.0609	0.325
CAPZA1	0.0302	0.571
CAPZA2	-0.209	6e-04
CAPZA3	-0.0181	0.317
CAPZB	0.128	0.0417
CARD10	-1.03	1.67e-06
CARD11	0.167	0.00523
CARD14	1.08	1.53e-14
CARD16	-1.09	1.75e-13
CARD16///CASP1	-0.66	1.14e-06
CARD18	-1.26	8.42e-05
CARD19	-0.591	7.09e-12
CARD6	0.257	0.0697
CARD8	0.0939	0.223
CARD8-AS1	-0.11	0.354
CARF	0.521	4.22e-05
CARHSP1	0.193	0.141
CARM1	-0.0993	0.389
CARMIL1	-0.85	8.07e-08
CARMIL2	0.0379	0.0294
CARMIL3	0.0384	0.476
CARMN	0.368	0.104
CARMN	0.101	0.496
CARNMT1	0.15	0.0846
CARNS1	0.182	0.00365
CARS1	-0.713	3.1e-07
CARS1-AS1	0.00864	0.13
CARS2	0.31	7.44e-05
CARTPT	-0.0111	0.578
DNAI7	-0.00609	0.545
MIR1915HG	-0.0943	0.0584
CASC11	0.00037	0.939
CASC15	-0.643	3.31e-07
CASC16	0.00423	0.726
CASC17	0.0289	0.00041
CASC18	0.0253	0.0835
CASC2	-0.02	0.386
CASC22	-0.0142	0.563
CASC23	0.0103	0.277
GOLM2	-0.188	0.0331
CASC6	0.00178	0.681
AGO2	-0.232	0.0191
AGO2	-0.933	1.03e-11
CASD1	-0.111	0.357
CASK	-1.31	2.22e-22
CASKIN1	-0.0314	0.0871
CASKIN2	-0.0197	0.828
CASP1	-0.714	7.52e-07
CASP10	0.161	0.277
CASP12	-0.0159	0.6
CASP14	-0.347	0.0616
CASP16P	0.00702	0.206
CASP2	-0.632	3.38e-05
CASP3	0.103	0.154
CASP4	-0.219	0.0789
CASP5	-0.0803	0.0702
CASP6	-0.514	2.58e-06
CASP7	-0.849	2.63e-19
CASP8	-0.173	0.149
CASP8AP2	-0.182	0.042
CASP9	0.808	1.56e-15
CASQ1	1.61	5.47e-10
CASQ2	0.553	0.176
CASR	0.0343	0.172
CASS4	-0.175	0.0635
CAST	1.4	3.97e-36
CASZ1	0.391	0.0194
CAT	0.294	0.00625
CATIP-AS1	-0.0296	0.00321
CATR1	-0.00141	0.846
CATSPER1	-0.00205	0.702
CATSPER3	0.00981	0.409
CATSPERB	-0.0502	0.32
CATSPERD	0.00126	0.802
CATSPERG	0.0144	0.0901
CATX-1	-0.00212	0.699
CAV1	-1.82	1.23e-12
CAV2	-1.2	5.52e-12
CAV3	0.514	1.97e-05
CBARP	-0.101	0.00451
CBFA2T2	0.288	0.00744
CBFA2T3	0.345	0.000191
CBFB	-0.721	2.42e-08
CBL	-0.568	7.78e-09
CBLB	-1.31	6.77e-24
CBLC	-0.195	0.271
CBLL1	0.416	4.57e-09
CBLN1	0.0844	0.0243
CBLN2	-0.291	0.0637
CBLN3	-0.0738	0.298
CBLN4	0.0107	0.477
CBR1	0.29	0.0562
CBR3	1.02	8.65e-08
CBR3-AS1	0.714	9.68e-19
CBR4	0.951	3.87e-21
LOC102724560///CBS	-0.96	8.6e-05
ZNG1A///ZNG1B///ZNG1E///ZNG1C///ZNG1F	0.172	0.0119
CBX1	-0.473	4.46e-09
CBX2	-0.803	2.43e-07
CBX3	-1.11	3.26e-25
CBX3P2	0.0153	0.379
CBX4	-0.178	0.0516
CBX5	-0.238	0.0214
CBX6	0.0725	0.522
CBX7	0.98	2.48e-10
CBX8	-0.0202	0.545
CBY1	0.4	8.71e-07
CBY3	0.00609	0.215
CC2D1A	0.446	2.49e-06
CC2D1B	-0.275	0.00291
CC2D2A	0.498	2.7e-05
CC2D2B	0.0754	0.274
CCAR1	-0.168	0.16
CCAR2	-0.0834	0.328
CCBE1	0.496	0.000388
CCDC102A	-0.125	0.0274
CCDC102B	-1.19	1.39e-14
TEKTL1	0.0893	0.000122
CCDC106	-0.0184	0.601
CCDC107	-0.104	0.3
CCDC110	0.16	0.00118
CCDC112	0.311	1.18e-06
CFAP263	-0.385	0.00549
ODAD1	0.0401	0.0241
CCDC115	0.555	4.03e-14
CCDC116	0.002	0.877
CCDC117	-0.384	2.28e-05
CCDC12	0.621	7.18e-19
CCDC120	0.466	4.4e-15
CCDC121	0.15	9.01e-05
CCDC122	-0.0654	0.252
CCDC124	-0.38	1.06e-05
CCDC125	0.659	6.77e-09
CCDC126	0.234	0.012
CCDC127	-0.398	0.000793
ITPRID1	0.047	0.0101
CCDC13	0.188	0.00104
CCDC13-AS1	-0.00501	0.362
YJU2B	0.0587	0.328
CCDC134	-0.224	0.0416
CCDC136	-0.0517	0.19
CCDC137	-0.107	0.21
CCDC138	-0.179	0.0315
CCDC14	-0.597	1.25e-07
CCDC140	-0.0031	0.803
CCDC141	0.0771	0.000168
CCDC142	0.0707	0.233
CCDC144BP	-0.0363	0.27
CCDC144CP	0.00896	0.688
LOC339260///CCDC144NL-AS1	-0.8	0.00262
CCDC146	0.176	0.321
CCDC148	0.0281	0.231
CCDC148-AS1	-0.00267	0.716
CCDC149	-0.0928	0.259
CCDC15	-0.0827	0.457
CCDC150	-0.308	0.00529
ODAD3	-0.0151	0.751
CCDC152	-0.0388	0.375
DRC12	0.0739	0.0876
CCDC154	0.0149	0.236
KASH5	0.00167	0.916
CCDC157	-0.148	0.053
CCDC158	-0.00438	0.643
CCDC159	0.233	0.0114
CCDC160	0.143	0.00555
CCDC163	-0.0309	0.568
CCDC167	0.103	0.129
CCDC168	-0.00726	0.488
CCDC169	-0.0322	0.502
CCDC169	-0.0161	0.632
SOHLH2///CCDC169-SOHLH2	-0.362	0.00976
CCDC17	0.0413	0.292
CCDC170	-0.0274	0.174
CCDC171	-0.0486	0.406
CCDC172	0.00273	0.844
CFAP210	0.00828	0.437
CCDC174	0.373	3.12e-07
CCDC177	-0.00714	0.482
CCDC178	0.0323	0.0847
CCDC18	0.114	0.000481
CCDC18-AS1	-0.154	0.205
SUGT1P4-STRA6LP-CCDC180///CCDC180	0.067	0.166
CCDC181	0.0221	0.392
CCDC182	0.0769	2.94e-07
CCDC184	0.00148	0.66
CCDC185	0.0859	0.00342
CCDC186	0.861	0.00128
CCDC187	-0.0566	0.39
CFAP119	-0.0244	0.499
CCDC190	-0.766	0.0044
CCDC191	0.2	0.0689
CCDC22	0.276	0.000147
CCDC24	-0.164	0.0315
CCDC25	0.515	7.81e-12
CCDC26	0.0438	0.0051
CCDC27	-0.0162	0.292
CCDC28A	0.384	6.29e-07
CCDC28B	-0.195	0.141
CCDC3	-0.879	2.9e-05
CCDC30	-0.00898	0.557
PPCS///CCDC30	-0.0561	0.229
CCDC33	-0.0574	0.134
CCDC34	-0.221	0.108
IHO1	0.0314	0.0538
CFAP100-DT	0.272	3.22e-08
CCDC38	0.00232	0.949
CCDC40	-0.0498	0.0882
CCDC42	0.00159	0.874
CCDC43	-0.0313	0.672
CCDC47	0.323	0.00107
CCDC50	-0.724	6.44e-12
CCDC51	-0.254	0.0039
WASHC3	0.324	3.17e-06
CCDC54	0.0021	0.564
CCDC57	0.466	2e-10
MIX23	-0.744	1.38e-06
CCDC59	-0.305	1.56e-07
CCDC6	0.928	2.02e-16
CCDC60	-0.0155	0.598
CCDC61	-0.0867	0.187
CCDC62	0.0933	0.00373
CCDC63	0.00654	0.151
CCDC65	0.0756	0.00178
CCDC66	0.205	0.023
CCDC68	-0.242	0.0587
CCDC69	0.836	2.39e-06
CCDC7	0.135	1.23e-05
CCDC70	0.00135	0.824
CCDC71	0.0268	0.672
CCDC71L	-1.87	2.27e-21
CCDC74A///CCDC74B	-0.107	0.342
CCDC77	-0.258	0.00578
CCDC78	-0.0182	0.45
CCDC8	-0.822	6.56e-08
CCDC80	0.227	0.328
CCDC81	0.00888	0.106
CCDC82	-0.194	0.0393
CCDC83	-0.00351	0.685
CENATAC	0.583	2.84e-09
CCDC85A	0.234	3.35e-05
CCDC85B	-0.617	3.93e-08
CCDC85C	0.152	0.126
CCDC86	-1.27	9.09e-18
CCDC87	-0.00313	0.59
CCDC88A	-1.11	4.36e-16
CCDC88B	-0.0218	0.511
CCDC88C///LOC105370624	-0.274	0.000135
CCDC89	-0.0133	0.536
CCDC9	-0.0552	0.102
CCDC90B	0.609	1.18e-07
CCDC91	-0.836	5.18e-10
CCDC92	-0.58	2.58e-07
CCDC93	-0.461	1.27e-07
YJU2	0.202	0.00112
CFAP184	-0.00838	0.673
CCDC97	0.123	0.0566
CCEPR	0.0093	0.543
CCER1	0.0453	0.0046
CCHCR1	-0.224	0.0192
CCIN	0.00445	0.307
CCK	-0.123	0.134
CCKAR	0.281	1.09e-06
CCKBR	0.0328	0.0746
CCL1	-0.015	0.552
CCL11	-2.52	2.07e-15
CCL13	-1.13	2.64e-06
CCL14///CCL15-CCL14	2.58	2.15e-19
CCL15///CCL15-CCL14	0.00586	0.543
CCL16	0.0777	0.00344
CCL17	0.0491	0.546
CCL18	-1.96	1.15e-11
CCL19	0.637	0.116
CCL2	-1.51	1.51e-10
CCL20	-3.25	8.04e-13
CCL21	1.48	1.62e-06
CCL22	-0.294	0.0532
CCL23	0.136	0.046
CCL24	-0.316	0.00264
CCL25	-0.00796	0.544
CCL26	-0.153	0.226
CCL27	-0.0526	0.0962
CCL28	0.676	0.00968
CCL3///CCL3L1///CCL3L3	-3.25	2.19e-25
CCL4	-2.83	4.95e-25
CCL5	-1.79	5.06e-10
CCL7	-0.37	0.000411
CCL8	-2.04	1.31e-12
CCM2	-1.13	4.21e-22
CCM2L	0.359	0.00142
CCNA1	-1.69	1.58e-06
CCNA2	-0.932	9.1e-08
CCNB1	-0.804	1.71e-06
CCNB1IP1	0.27	0.00135
CCNB2	-0.749	2.36e-07
CCNB3	-0.00357	0.711
CCNC	0.415	1.85e-09
CCND1	0.551	0.0116
CCND2	-1.43	8.71e-09
CCND3	-0.309	0.00274
CCNDBP1	0.544	7.39e-11
CCNE1	-0.829	1.01e-09
CCNE2	-1.02	1.03e-09
CCNF	-0.689	1.02e-07
CCNG1	0.827	2.37e-19
CCNG2	1.61	3.25e-17
CCNH	0.0993	0.114
CCNI	0.374	2.23e-07
CCNJ	-0.355	0.000286
CCNJL	-0.159	0.0217
CCNK	-0.217	0.0037
CCNL1	-1.13	5.82e-10
CCNL2	-0.52	3.8e-08
CCNO	-0.0877	0.147
CCNT1	-0.193	0.0378
CCNT2	0.204	0.00103
CCNT2-AS1	0.0261	0.101
CCNY	-0.128	0.0896
CCNYL1	0.714	8.16e-07
CCNYL2	-0.0603	0.233
CCP110	-0.254	0.00222
CCPG1	-0.164	0.131
CCR1	-1.64	4.19e-14
CCR10	-0.0752	0.123
CCR2	0.0785	0.702
CCR3	-0.015	0.32
CCR4	0.00954	0.484
CCR5	-0.65	0.00239
CCR6	0.471	0.00887
CCR7	-1.04	0.000814
CCR8	-0.139	0.00328
CCR9	0.00587	0.135
CCRL2	-0.558	9.96e-05
CCS	-0.37	0.000167
CCSAP	-0.661	3.08e-12
CCSER1	0.0101	0.279
CCSER2	0.529	6.64e-16
CCT2	-0.574	5.83e-07
CCT4	-0.289	1.08e-05
CCT5	-0.775	9.01e-12
CCT6A	-0.529	1.63e-07
CCT6B	0.421	5.31e-07
CCT6P3///CCT6P1	0.069	0.496
CCT7	-0.236	0.000231
CCT8	-0.217	0.000623
CCT8L2	0.00226	0.604
CCZ1	-0.000433	0.983
CCZ1B	0.275	0.000144
FSTL1///CCZ1///CCZ1B	0.135	0.12
CD101	-0.292	8.96e-05
CD109	-1.37	1.31e-13
CD14	-1.21	1.57e-17
CD151	-0.891	6.19e-11
CD160	0.0778	0.215
CD163	-1.7	2.49e-11
CD163L1	-0.287	0.00629
CD164	-0.419	4.05e-05
CD177	-0.766	0.0223
CD180	0.179	0.356
CD19	0.911	0.000103
CD1A	1.1	1.33e-06
CD1B	-0.0431	0.477
CD1C	1.56	1.35e-16
CD1D	0.157	0.107
CD1E	1.11	1.64e-08
CD2	-0.894	0.00206
CD200	-0.457	0.0258
CD200R1	1.03	1.93e-19
CD207	2.09	2.07e-15
CD209	-0.687	7.3e-06
CD22	0.966	2.99e-06
CD226	0.0062	0.855
CD24	1.88	3.78e-18
CD244	-0.0193	0.358
CD247	-0.292	0.188
CD248	-0.638	0.00247
CD27	-0.547	0.0543
CD274	-2	1.13e-11
CD276	-1.89	4.27e-34
CD28	0.181	0.389
CD2AP	0.146	0.0549
CD2BP2	-0.277	2.82e-06
CD300A	-1.65	5.54e-16
CD300C	-0.14	0.0267
CD300LB	-0.016	0.465
CD300LF	-0.986	6.2e-08
CD300LG	0.218	0.000112
CD320	-0.694	7.44e-10
CD33	-0.0625	0.27
CD34	0.372	7.66e-05
CD36	1.08	2.67e-05
CD37	-0.542	0.0721
CD38	-1.52	2.62e-07
CD3D	-0.457	0.0572
CD3E	-0.167	0.476
POLR1G	-0.534	3.14e-08
CD3G	-0.459	0.0639
CD4	-0.579	0.000102
CD40	-0.674	0.000101
CD40LG	0.0299	0.245
CD44	-1.21	4.37e-12
CD46	0.675	2.41e-07
CD47	-1.06	1.76e-14
CD48	-0.386	0.143
CD5	0.184	0.172
CD52	-0.106	0.706
CD53	-1.06	7.22e-07
CD55	0.518	0.000341
CD58	-0.55	1.07e-05
CD59	0.507	0.000692
CD5L	0.00395	0.337
CD6	0.241	0.00471
CD63	-0.0622	0.384
CD69	-1.55	2.76e-08
CD7	-0.39	0.00207
CD70	-0.365	0.000749
CD72	0.344	0.11
CD74	-1.34	1.72e-10
CD79A	-0.105	0.76
CD79B	0.514	0.023
CD80	-1.2	5.13e-08
CD81	-0.644	9.24e-12
CD81-AS1	-0.00987	0.386
CD82	0.0852	0.527
CD83	-0.343	0.0243
CD84	-0.728	0.000227
CD86	-2.28	7.15e-22
CD8A	-0.969	0.000602
CD8B	0.00215	0.499
CD9	0.623	5.05e-10
CD93	-0.874	6.33e-07
CD96	-0.233	0.0591
CD99	0.467	1.63e-06
CD99L2	-0.373	0.00315
CD99P1	0.291	0.0516
CDA	0.941	0.0125
CDADC1	-0.17	0.145
CDAN1	0.103	0.108
CDC123	-0.00865	0.916
CDC14A	0.0715	0.462
CDC14B	-1.02	5.76e-08
CDC14C	-0.0151	0.463
CDC16	0.335	9.47e-07
CDC20	-1.33	2.87e-13
CDC20B	-0.0152	0.531
CDC23	-0.478	4.17e-05
CDC25A	-0.712	1.26e-05
CDC25B	-1.63	2.45e-30
CDC25C	-0.559	3.56e-05
CDC26	-0.15	0.0294
CDC27	-0.708	2.09e-13
CDC34	0.0294	0.709
CDC37	-0.243	0.000102
CDC37L1	-0.09	0.496
CDC40	0.367	5.33e-10
CDC42	-0.399	0.038
CDC42-IT1	-0.142	0.16
CDC42BPA	-0.453	3.72e-05
CDC42BPB	-0.12	0.354
CDC42BPG	0.0409	0.0376
CDC42EP1	-0.0767	0.563
CDC42EP2	-0.445	0.000271
CDC42EP3	-1.62	8.26e-19
CDC42EP4	-0.836	1.74e-08
CDC42EP5	0.674	0.000286
CDC42SE1	0.549	4.48e-08
CDC42SE2	-1.06	1.16e-07
CDC45	-1.14	1.53e-13
CDC5L	-0.287	0.0121
CDC6	-2.04	1.23e-20
CDC7	-0.704	1.35e-05
CDC73	0.297	3.94e-05
CDCA2	-0.957	1.19e-09
CDCA3	-1.15	1.32e-12
CDCA4	-0.974	9.83e-15
CDCA5	-1.65	9.28e-22
CDCA7	-0.0847	0.616
CDCA7L	0.0329	0.768
CDCA8	-1.22	8.07e-14
CDCP1	-0.203	0.27
CDH1	-0.38	0.0804
CDH10	-0.0107	0.803
CDH11	-3.15	1.44e-30
CDH12	0.368	0.0234
CDH13	-0.483	0.00801
CDH15	-0.0502	0.387
CDH16	0.00958	0.949
CDH17	0.00479	0.884
CDH18	-0.0361	0.5
CDH19	1.62	2.32e-16
CDH2	-0.611	0.00165
CDH20	0.00372	0.218
CDH22	-0.0765	0.366
CDH24	-0.0769	0.272
CDH26	2.01	8.14e-13
CDH3	-3.71	5.09e-44
CDH4	-0.0559	0.175
CDH5	0.0371	0.81
CDH6	-0.19	0.0503
CDH7	-0.0148	0.57
CDH8	-0.148	0.0488
CDH9	0.00367	0.549
CDHR1	-0.353	0.0556
CDHR2	0.0309	0.00525
CDHR3	-0.0237	0.413
CDHR5	0.00849	0.114
CDIP1	-0.116	0.144
CDIPT	-0.319	2.19e-06
CDIPTOSP	-0.12	0.0646
CDK1	-1.22	1.42e-10
CDK10	-0.182	0.0548
CDK11B	-0.125	0.0332
CDK12	-0.628	1.16e-14
CDK13	0.249	0.000902
CDK14	-1.32	1.87e-12
CDK15	0.037	0.0714
CDK16	-0.113	0.229
CDK17	-0.573	5.73e-09
CDK18	-0.523	5.89e-06
CDK19	0.748	1.43e-14
CDK2	-1.03	2.19e-10
CDK20	0.00304	0.936
CDK2AP1	-0.69	2.01e-17
CDK2AP2	-0.267	0.0202
CDK4	-1.06	2.04e-32
CDK5	-0.416	3.67e-06
CDK5R1	-0.527	0.00507
CDK5R2	-0.0122	0.576
CDK5RAP1	-0.282	3.5e-05
CDK5RAP2	-0.137	0.14
CDK5RAP3	0.0233	0.716
CDK6	-1.57	2.47e-10
CDK7	0.546	9.46e-07
CDK8	-0.143	0.208
CDK9	-0.668	2.25e-11
CDKAL1	-0.387	0.00237
CDKL1	-0.0155	0.882
CDKL2	-0.0141	0.607
CDKL3	-0.0852	0.104
CDKL5	0.946	6.74e-12
CDKN1A	-1.24	1.89e-15
CDKN1B	0.463	3.04e-06
CDKN1C	-0.347	0.0417
CDKN2A	-2.47	1.64e-09
CDKN2A-AS1	-0.019	0.375
CDKN2AIP	1.48	1.26e-29
CDKN2AIPNL	-0.261	0.00647
CDKN2B	1.44	4.79e-05
CDKN2B-AS1	-0.014	0.495
CDKN2C	0.59	0.00207
CDKN2D	-0.0843	0.208
CDKN3	-1.19	8.29e-11
CDNF	0.11	0.000174
CDO1	0.899	1.98e-05
CDON	0.519	0.00148
CDPF1	0.0788	0.0773
CDR1	-0.00431	0.788
CDR2L	-0.97	1.66e-10
FBXW10B	0.156	0.0226
CDRT15	0.0341	0.37
CDRT15L2	-0.00381	0.704
CDS1	1.09	1.43e-11
CDS2	-0.96	8.16e-19
CDSN	-2.89	4.52e-10
CDT1	-0.696	6.55e-07
CDV3	-0.527	0.000113
CDX1	0.0768	0.0185
CDX2	0.034	0.00599
CDX4	0.00512	0.267
CDY1	-0.00995	0.592
CDY1///CDY2A///CDY2B///CDY1B	0.00525	0.359
CDYL	0.184	0.039
CDYL2	-1.13	1.31e-13
CEACAM1	3.79	6.21e-23
CEACAM19	-0.328	0.00829
CEACAM21	-0.0397	0.464
CEACAM3	0.129	3.77e-07
CEACAM4	-0.05	0.0946
CEACAM5	3.76	5.29e-16
CEACAM6	2.51	1.38e-11
CEACAM7	3.43	8.56e-12
CEACAM8	-0.0056	0.633
CEBPA	0.144	0.35
CEBPA-DT	0.18	0.00279
CEBPB	-1.79	6.04e-41
CEBPD	-1.46	1.75e-18
CEBPE	-0.0487	0.198
CEBPG	-0.268	0.00687
CEBPZ	-0.101	0.0815
CEBPZOS	0.28	0.000336
ADA2	-0.891	0.000628
CECR2	-0.343	0.0461
CECR3	0.00365	0.488
HDHD5	-0.109	0.118
HDHD5-AS1	-0.000246	0.958
TMEM121B	0.00202	0.53
CECR7	-0.0294	0.305
CECR9	-0.0271	0.192
CEL	1.55	1.73e-08
CELA1	-0.00369	0.697
CELA1///CELA2B///CELA2A	0.0155	0.315
CELA2B	0.0145	0.358
CELA3A	0.00483	0.14
CELA3B	-0.0482	0.0375
CELF1	-0.757	7.89e-11
CELF2	0.49	0.00207
CELF2-AS1	-0.00551	0.536
CELF3	0.0183	0.498
CELF4	-0.0102	0.619
CELF5	-0.02	0.303
CELF6	-0.0495	0.141
CELP	0.231	0.0295
CELSR1	-0.556	1.15e-05
CELSR2	-0.117	0.394
CELSR3	-0.675	2.97e-05
NCKIPSD	0.00596	0.148
CEMIP	-1.97	5.12e-18
CEMP1	0.00163	0.959
AMDHD2	0.0403	0.624
CEND1	-0.0228	0.668
CENPA	-0.622	6.37e-07
CENPB	-0.403	5.65e-05
CENPBD1P	0.152	0.244
CENPBD2P	0.313	0.000171
CENPC	0.371	4.53e-05
CENPE	-0.996	1.53e-09
CENPF	-0.734	6.72e-07
CENPH	-0.46	0.00232
CENPI	-1.1	8.26e-15
CENPJ	-0.318	0.00509
CENPK	-0.718	3.26e-05
CENPL	-1.49	2.91e-24
CENPM	-0.258	0.0221
CENPN	-1.15	1.03e-15
CENPO	-0.656	1.83e-09
CENPQ	-0.667	4.3e-09
CENPT	-0.411	2.31e-05
CENPU	0.508	0.00962
CENPV	-0.368	0.0251
CENPVL2///CENPVL1	0.000443	0.9
CENPW	-0.783	1.55e-06
CEP104	-0.173	0.0602
CEP112	-0.0725	0.0381
CEP120	-0.281	0.00115
CEP126	1.11	1.22e-12
CEP128	-0.74	3.21e-05
CEP131	-0.0517	0.171
CEP135	-0.209	0.0366
CEP152	-0.234	0.00521
CEP162	-0.0359	0.538
CEP164	-0.359	0.000402
CEP170B	-0.0741	0.36
CEP170	-0.944	2.3e-15
CEP19	-0.97	6.33e-06
CEP192	-0.252	0.0395
CEP250	-0.176	0.00271
CEP290	-0.565	0.00317
CEP295	-0.131	0.0732
CEP350	0.23	0.00543
CEP41	-0.483	0.0043
CEP44	0.305	0.00143
CEP55	-1.9	1.28e-26
CEP57	0.284	0.00257
CEP57L1	-0.153	0.00226
CEP63	0.268	0.00208
CEP68	0.798	1.05e-11
CEP70	-0.418	0.0176
CEP72	-0.571	1.27e-05
CEP76	0.723	5.38e-09
CEP78	-0.393	0.000187
CEP83	-0.518	8.52e-07
CEP83-DT	0.00755	0.2
CEP85	-0.391	1.65e-07
CEP85L	0.657	0.000101
CEP89	-0.376	0.000183
CEP95	-0.106	0.183
CEP97	-0.682	8.03e-08
CEPT1	0.362	0.00152
CER1	0.017	0.209
CERCAM	-1.2	8.77e-12
CERK	-0.282	0.0156
GDF1///CERS1	0.0256	0.0108
CERS2	-0.946	4.01e-28
CERS3	0.999	1.86e-05
CERS4	1.02	6.82e-12
CERS5	-0.556	8.45e-18
CERS6	-0.792	1.47e-06
CES1P1	0.0908	0.0124
CES2	1.89	1.02e-21
CES3	0.0426	0.475
CES4A	-0.0456	0.521
CES5A	-0.00593	0.328
CETN1	0.000458	0.951
CETN2	-0.0359	0.627
CETN3	0.533	9.82e-11
CETP	0.0125	0.609
CFAP100	0.0343	0.0537
CFAP126	-0.0065	0.716
CFAP157	-0.0653	0.00135
CFAP161	-0.0176	0.593
CFAP20	-0.174	0.0118
CFAP206	-0.0195	0.546
CFAP221	0.0215	0.376
CFAP36	0.239	0.00256
CFAP43	-0.00949	0.454
CFAP44	-0.0383	0.756
CFAP45	0.018	0.696
CFAP46	0.069	0.00707
CFAP47	0.000323	0.943
CFAP52	-0.00706	0.448
CFAP53	-0.2	0.0229
CFAP54	-0.0106	0.701
CFAP57	-0.0812	0.142
CFAP58	-0.187	0.0309
CFAP61	-0.0275	0.241
CFAP65	-0.00383	0.811
CFAP69	0.319	0.00271
CFAP70	0.488	4.5e-05
CFAP73	-0.0759	0.0698
CFAP74	0.021	0.0756
CFAP97	-0.248	0.00139
CFAP99	0.0355	0.054
CFB	-1.48	5.71e-11
CFC1	0.0248	0.235
CFC1B	-0.00617	0.655
CFC1///CFC1B	-0.00265	0.764
CFD	2.69	2.25e-24
CFDP1	-0.326	3.86e-05
CFH	1.88	1.67e-16
CFHR1///CFH	0.745	2.29e-07
CFHR2	0.435	4.08e-07
CFHR3	0.00325	0.861
CFHR4	-0.0387	0.277
CFHR5	-0.00362	0.68
CFI	-0.275	0.189
CFL1	-0.838	2.38e-16
CFL2	0.465	0.00403
CFLAR	0.468	0.000563
CFLAR-AS1	-0.000276	0.965
CFP	0.093	0.348
CFTR	0.145	0.0609
CGA	0.00692	0.1
CGB3///CGB5///CGB7	-0.318	0.025
LHB	-0.0469	0.329
NTF4	-0.167	0.121
CGGBP1	0.347	0.000939
CGN	1.47	1.25e-19
CGREF1	0.487	0.000411
CGRRF1	0.438	1.57e-07
ATP6AP1-DT	-0.00705	0.922
NPY4R///NPY4R2	0.0044	0.776
LOC101927468	-0.0131	0.156
CH25H	0.416	0.0249
CHAC1	1.3	2.85e-13
CHAC2	0.0802	0.523
CHAD	0.753	5.69e-07
CHADL	0.0467	0.212
CHAF1A	-0.749	1.07e-07
CHAF1B	-0.356	0.000534
CHAMP1	-0.303	0.000502
CHAT	-0.00799	0.549
CHCHD1	0.427	7.03e-08
CHCHD10	1.31	4.66e-17
CHCHD2	-0.231	0.00426
CHCHD3	-0.11	0.21
CHCHD4	0.335	7.15e-06
CHCHD5	0.319	6.27e-05
CHCHD6	-0.0853	0.466
CHCHD7	0.275	0.00599
CHD1	-0.319	6.64e-05
CHD1L	-0.563	1.36e-10
CHD2	-0.341	0.00191
CHD3	-0.407	0.00136
CHD4	-0.202	0.149
CHD5	0.00881	0.056
CHD6	0.207	0.0549
CHD7	0.259	0.0394
CHD8	-0.102	0.0927
CHD9	0.473	2.89e-06
CHDH	0.203	0.0512
CHEK1	-1.41	2.68e-15
CHEK2	-0.471	4.04e-07
CHERP	-0.123	0.041
CHFR	0.398	0.00191
CHGA	-0.0669	0.135
CHGB	-0.986	0.00252
CHI3L1	-2.33	1.24e-12
CHI3L2	-0.372	0.197
CHIA	0.0177	0.306
CHIAP2	-0.0147	0.235
CHIC1	-0.137	0.24
CHIC2	-0.116	0.204
CHID1	0.184	0.0474
CHIT1	-0.678	0.00252
CHKA	-0.251	0.0548
CHKB	0.494	2.08e-08
