ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
224889_at	0.00352	0.000986	-3.341308	-1.848865	-0.277	FOXO3	forkhead box O3	FOXO3	forkhead box O3
210655_s_at	0.000147	3.12e-05	-4.2570668	1.404151	-0.536	FOXO3B///FOXO3	forkhead box O3B pseudogene///forkhead box O3	FOXO3B///FOXO3	forkhead box O3B///forkhead box O3
205451_at	7.83e-06	1.33e-06	4.9790498	4.429749	0.365	FOXO4	forkhead box O4	FOXO4	forkhead box O4
239657_x_at	0.171	0.0816	-1.7500668	-5.767941	-0.171	FOXO6	forkhead box O6	FOXO6	forkhead box O6
229844_at	1.49e-08	1.63e-09	6.3080899	10.933091	0.664	FOXP1	forkhead box P1	FOXP1	forkhead box P1
1563157_at	0.876	0.784	0.2746492	-7.250749	0.00189	FOXP1-AS1	FOXP1 antisense RNA 1	FOXP1-AS1	FOXP1 antisense RNA 1
232096_x_at	0.0149	0.00493	2.8412503	-3.327205	0.236	FOXP1-IT1	FOXP1 intronic transcript 1	FOXP1-IT1	FOXP1 intronic transcript 1
235201_at	6.57e-07	9.29e-08	5.5326157	7.000479	1.53	FOXP2	forkhead box P2	FOXP2	forkhead box P2
224211_at	0.605	0.424	-0.8004262	-6.968565	-0.0176	FOXP3	forkhead box P3	FOXP3	forkhead box P3
227120_at	0.00253	0.000687	-3.4458385	-1.512534	-0.442	FOXP4	forkhead box P4	FOXP4	forkhead box P4
238898_at	0.507	0.327	-0.9830033	-6.806356	-0.0285	FOXP4-AS1	FOXP4 antisense RNA 1	FOXP4-AS1	FOXP4 antisense RNA 1
227475_at	1.25e-05	2.18e-06	-4.8702744	3.949487	-1.04	FOXQ1	forkhead box Q1	FOXQ1	forkhead box Q1
237613_at	0.905	0.83	0.2147759	-7.265398	0.00106	FOXR1	forkhead box R1	FOXR1	forkhead box R1
1569669_at	0.7	0.534	0.6223391	-7.094961	0.00658	FOXR2	forkhead box R2	FOXR2	forkhead box R2
223128_at	0.284	0.152	1.4381754	-6.259204	0.128	FOXRED1	FAD dependent oxidoreductase domain containing 1	FOXRED1	FAD dependent oxidoreductase domain containing 1
231846_at	9.22e-06	1.58e-06	-4.9407702	4.25978	-0.758	FOXRED2	FAD dependent oxidoreductase domain containing 2	FOXRED2	FAD dependent oxidoreductase domain containing 2
229731_at	0.838	0.724	-0.3538598	-7.225865	-0.0153	FOXS1	forkhead box S1	FOXS1	forkhead box S1
202945_at	0.00234	0.000631	-3.4698062	-1.434113	-0.304	FPGS	folylpolyglutamate synthase	FPGS	folylpolyglutamate synthase
205140_at	0.000237	5.23e-05	4.1299857	0.912363	0.282	FPGT	fucose-1-phosphate guanylyltransferase	FPGT	fucose-1-phosphate guanylyltransferase
220415_at	0.605	0.424	0.8013836	-6.9678	0.00343	FPGT-TNNI3K///TNNI3K	FPGT-TNNI3K readthrough///TNNI3 interacting kinase	TNNI3K///FPGT-TNNI3K	TNNI3 interacting kinase///FPGT-TNNI3K readthrough
205119_s_at	7.58e-19	2.09e-20	-10.2969162	35.622655	-2.49	FPR1	formyl peptide receptor 1	FPR1	formyl peptide receptor 1
210772_at	3.25e-05	6.12e-06	-4.6396821	2.959552	-1.09	FPR2	formyl peptide receptor 2	FPR2	formyl peptide receptor 2
230422_at	5.04e-24	6.98e-26	-12.0807751	48.101851	-2.55	FPR3	formyl peptide receptor 3	FPR3	formyl peptide receptor 3
226398_s_at	0.00264	0.000719	3.4329155	-1.554617	0.206	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1	FRA10AC1	FRA10A associated CGG repeat 1
226145_s_at	1.59e-07	2.04e-08	5.8312234	8.471038	1.58	FRAS1	Fraser extracellular matrix complex subunit 1	FRAS1	Fraser extracellular matrix complex subunit 1
219889_at	0.117	0.0517	1.9570518	-5.390423	0.187	FRAT1	frequently rearranged in advanced T-cell lymphomas 1	FRAT1	FRAT regulator of WNT signaling pathway 1
209864_at	8.63e-05	1.76e-05	4.3948603	1.95152	0.431	FRAT2	frequently rearranged in advanced T-cell lymphomas 2	FRAT2	FRAT regulator of WNT signaling pathway 2
228233_at	2.38e-05	4.38e-06	4.7156291	3.281315	0.213	FREM1	FRAS1 related extracellular matrix 1	FREM1	FRAS1 related extracellular matrix 1
230964_at	0.306	0.167	-1.3881346	-6.329262	-0.189	FREM2	FRAS1 related extracellular matrix protein 2	FREM2	FRAS1 related extracellular matrix 2
243337_at	0.583	0.4	-0.8435427	-6.933233	-0.00836	FREM3	FRAS1 related extracellular matrix 3	FREM3	FRAS1 related extracellular matrix 3
234949_at	0.0084	0.00259	3.0484108	-2.741293	0.272	FRG1BP	FSHD region gene 1 family member B, pseudogene	FRG1BP	FSHD region gene 1 family member B, pseudogene
215160_x_at	0.0101	0.00318	2.9836026	-2.928665	0.185	FRG1CP///FRG1JP	FSHD region gene 1 family member C, pseudogene///FSHD region gene 1 family member J, pseudogene	FRG1CP	FSHD region gene 1 family member C, pseudogene
241484_x_at	0.0996	0.0429	2.0371925	-5.233335	0.228	FRG1CP///LOC283788	FSHD region gene 1 family member C, pseudogene///FSHD region gene 1 pseudogene	FRG1CP	FSHD region gene 1 family member C, pseudogene
242249_at	0.449	0.275	1.0942658	-6.691371	0.0278	FRG1EP	FSHD region gene 1 family member E, pseudogene	FRG1EP	FSHD region gene 1 family member E, pseudogene
232140_at	0.0557	0.0218	2.3104913	-4.652269	0.219	FRG1HP	FSHD region gene 1 family member H, pseudogene	FRG1HP	FSHD region gene 1 family member H, pseudogene
240246_at	9.41e-05	1.93e-05	4.3726255	1.86221	0.737	FRG1JP	FSHD region gene 1 family member J, pseudogene	FRG1JP	FSHD region gene 1 family member J, pseudogene
235535_x_at	9.26e-07	1.34e-07	5.4585365	6.644536	0.735	FRG1KP///LOC101930531///LOC101930278///FRG1CP///LOC100134091///FRG1BP///FRG1	FSHD region gene 1 family member K, pseudogene///uncharacterized LOC101930531///uncharacterized LOC101930278///FSHD region gene 1 family member C, pseudogene///protein FRG1B-like///FSHD region gene 1 family member B, pseudogene///FSHD region gene 1	FRG1///FRG1BP///FRG1CP///FRG1EP///LOC102724813	FSHD region gene 1///FSHD region gene 1 family member B, pseudogene///FSHD region gene 1 family member C, pseudogene///FSHD region gene 1 family member E, pseudogene///protein FRG1B
234830_at	0.988	0.976	0.0298526	-7.288018	0.000224	FRG2EP	FSHD region gene 2 family member E, pseudogene	FRG2EP	FSHD region gene 2 family member E, pseudogene
235924_at	0.00206	0.000549	3.5093138	-1.303787	0.702	FRK	fyn related Src family tyrosine kinase	FRK	fyn related Src family tyrosine kinase
220819_at	0.666	0.493	0.687036	-7.052686	0.0258	FRMD1	FERM domain containing 1	FRMD1	FERM domain containing 1
230645_at	0.00032	7.22e-05	4.0489837	0.605506	0.586	FRMD3	FERM domain containing 3	FRMD3	FERM domain containing 3
225168_at	0.00056	0.000133	-3.8935288	0.031222	-0.462	FRMD4A	FERM domain containing 4A	FRMD4A	FERM domain containing 4A
213056_at	8.24e-22	1.53e-23	11.3267477	42.767132	1.11	FRMD4B	FERM domain containing 4B	FRMD4B	FERM domain containing 4B
230831_at	0.122	0.0544	-1.9347172	-5.43312	-0.193	FRMD5	FERM domain containing 5	FRMD5	FERM domain containing 5
225464_at	0.766	0.621	-0.4958144	-7.165602	-0.0563	FRMD6	FERM domain containing 6	FRMD6	FERM domain containing 6
233106_at	0.724	0.565	-0.576057	-7.12265	-0.0667	FRMD6-AS1	FRMD6 antisense RNA 1	FRMD6-AS1	FRMD6 antisense RNA 1
233047_at	0.563	0.38	-0.8804137	-6.901558	-0.015	FRMD7	FERM domain containing 7	FRMD7	FERM domain containing 7
227964_at	1.16e-12	7.16e-14	-8.0209883	20.773637	-0.807	FRMD8	FERM domain containing 8	FRMD8	FERM domain containing 8
224271_x_at	0.0601	0.0238	2.2760193	-4.729401	0.0442	FRMD8P1	FERM domain containing 8 pseudogene 1	FRMD8P1	FERM domain containing 8 pseudogene 1
206774_at	0.771	0.627	-0.4863564	-7.170242	-0.0143	FRMPD1	FERM and PDZ domain containing 1	FRMPD1	FERM and PDZ domain containing 1
236688_at	0.0968	0.0414	2.0515533	-5.204545	0.029	FRMPD3	FERM and PDZ domain containing 3	FRMPD3	FERM and PDZ domain containing 3
239290_at	0.189	0.0918	1.6938557	-5.8634	0.0148	FRMPD4	FERM and PDZ domain containing 4	FRMPD4	FERM and PDZ domain containing 4
1570207_at	0.984	0.968	-0.0401495	-7.287657	-0.00032	FRRS1	ferric chelate reductase 1	FRRS1	ferric chelate reductase 1
213904_at	0.00837	0.00258	3.0496579	-2.737651	0.109	FRRS1L	ferric chelate reductase 1 like	FRRS1L	ferric chelate reductase 1 like
238486_at	0.0125	0.00405	-2.9057341	-3.148898	-0.197	FRS2	fibroblast growth factor receptor substrate 2	FRS2	fibroblast growth factor receptor substrate 2
219907_at	0.348	0.196	-1.296696	-6.450983	-0.0212	FRS3	fibroblast growth factor receptor substrate 3	FRS3	fibroblast growth factor receptor substrate 3
204072_s_at	1.04e-11	7.36e-13	7.6429157	18.482508	1.5	FRY	FRY microtubule binding protein	FRY	FRY microtubule binding protein
1558793_at	0.8	0.667	-0.43052	-7.195817	-0.00685	FRY-AS1	FRY antisense RNA 1	FRY-AS1	FRY antisense RNA 1
1554260_a_at	0.000496	0.000117	-3.9268774	0.152787	-0.436	FRYL	FRY like transcription coactivator	FRYL	FRY like transcription coactivator
203697_at	4.38e-11	3.35e-12	7.391329	16.992506	1.77	FRZB	frizzled-related protein	FRZB	frizzled related protein
235846_at	0.374	0.215	1.2426351	-6.519108	0.128	FSBP///RAD54B	fibrinogen silencer binding protein///RAD54 homolog B (S. cerevisiae)	RAD54B///FSBP	RAD54 homolog B///fibrinogen silencer binding protein
224274_at	0.623	0.444	-0.7668106	-6.994833	-0.00866	FSCB	fibrous sheath CABYR binding protein	FSCB	fibrous sheath CABYR binding protein
201564_s_at	5.53e-29	3.95e-31	-13.7474232	60.071964	-2.48	FSCN1	fascin actin-bundling protein 1	FSCN1	fascin actin-bundling protein 1
207204_at	0.512	0.331	0.9733443	-6.815762	0.00532	FSCN2	fascin actin-bundling protein 2, retinal	FSCN2	fascin actin-bundling protein 2, retinal
220379_at	0.462	0.287	1.0680324	-6.71958	0.00404	FSCN3	fascin actin-bundling protein 3	FSCN3	fascin actin-bundling protein 3
219170_at	0.8	0.668	-0.4288891	-7.196518	-0.0222	FSD1	fibronectin type III and SPRY domain containing 1	FSD1	fibronectin type III and SPRY domain containing 1
230904_at	0.000224	4.91e-05	-4.1453507	0.971153	-0.537	FSD1L	fibronectin type III and SPRY domain containing 1 like	FSD1L	fibronectin type III and SPRY domain containing 1 like
237222_at	0.001	0.00025	3.7258376	-0.566387	0.281	FSD2	fibronectin type III and SPRY domain containing 2	FSD2	fibronectin type III and SPRY domain containing 2
214489_at	0.543	0.36	0.9173676	-6.868463	0.0101	FSHB	follicle stimulating hormone beta subunit	FSHB	follicle stimulating hormone subunit beta
211201_at	0.942	0.891	-0.1373423	-7.279031	-0.000474	FSHR	follicle stimulating hormone receptor	FSHR	follicle stimulating hormone receptor
1553622_a_at	0.63	0.451	-0.755718	-7.003256	-0.0228	FSIP1	fibrous sheath interacting protein 1	FSIP1	fibrous sheath interacting protein 1
240028_at	0.926	0.864	-0.1711095	-7.273823	-0.00114	FSIP2	fibrous sheath interacting protein 2	FSIP2	fibrous sheath interacting protein 2
207345_at	8.44e-13	5.08e-14	-8.0759006	21.111348	-2.34	FST	follistatin	FST	follistatin
208782_at	8.51e-08	1.05e-08	-5.9597905	9.12139	-0.947	FSTL1	follistatin like 1	FSTL1	follistatin like 1
203592_s_at	9.79e-08	1.21e-08	-5.9315894	8.977869	-1.44	FSTL3	follistatin like 3	FSTL3	follistatin like 3
1564511_a_at	0.376	0.217	-1.2387001	-6.523956	-0.0588	FSTL4	follistatin like 4	FSTL4	follistatin like 4
232010_at	0.328	0.182	-1.3385248	-6.396313	-0.131	FSTL5	follistatin like 5	FSTL5	follistatin like 5
223979_x_at	0.307	0.168	-1.3839609	-6.334996	-0.0245	FTCD	formimidoyltransferase cyclodeaminase	FTCD	formimidoyltransferase cyclodeaminase
243744_at	0.061	0.0243	2.2692975	-4.744313	0.0321	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like	FTCDNL1	formiminotransferase cyclodeaminase N-terminal like
214211_at	2.7e-08	3.08e-09	-6.1908349	10.315216	-0.801	FTH1	ferritin heavy chain 1	FTH1	ferritin heavy chain 1
211628_x_at	1.18e-06	1.73e-07	-5.4065978	6.397126	-0.386	FTH1P5	ferritin heavy chain 1 pseudogene 5	FTH1P5	ferritin heavy chain 1 pseudogene 5
224379_at	0.88	0.79	-0.2666146	-7.252923	-0.0136	FTHL17	ferritin heavy chain like 17	FTHL17	ferritin heavy chain like 17
213187_x_at	2.34e-22	4e-24	-11.5149584	44.091857	-1.02	FTL	ferritin light chain	FTL	ferritin light chain
209702_at	2.68e-05	4.98e-06	-4.6864268	3.157093	-0.321	FTO	fat mass and obesity associated	FTO	FTO alpha-ketoglutarate dependent dioxygenase
213937_s_at	2.95e-09	2.92e-10	-6.6203959	12.616747	-0.625	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1
218103_at	0.000803	0.000197	-3.7898302	-0.341038	-0.261	FTSJ3	FtsJ homolog 3	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3
242121_at	0.672	0.5	0.6757321	-7.060372	0.0565	FTX	FTX transcript, XIST regulator (non-protein coding)	FTX	FTX transcript, XIST regulator (non-protein coding)
203091_at	2.72e-15	1.18e-16	-9.0191824	27.088445	-0.845	FUBP1	far upstream element binding protein 1	FUBP1	far upstream element binding protein 1
239193_at	0.0212	0.00733	-2.7077165	-3.684634	-0.245	FUBP3	far upstream element binding protein 3	FUBP3	far upstream element binding protein 3
202838_at	0.252	0.131	1.5173236	-6.143431	0.253	FUCA1	fucosidase, alpha-L- 1, tissue	FUCA1	alpha-L-fucosidase 1
223120_at	6.51e-16	2.61e-17	-9.2473107	28.579094	-0.651	FUCA2	fucosidase, alpha-L- 2, plasma	FUCA2	alpha-L-fucosidase 2
226072_at	0.00128	0.000327	3.6533378	-0.817628	0.243	FUK	fucokinase	FCSK	fucose kinase
235346_at	0.000242	5.35e-05	4.124294	0.890632	0.294	FUNDC1	FUN14 domain containing 1	FUNDC1	FUN14 domain containing 1
230922_x_at	0.00341	0.000954	3.3511155	-1.817704	0.157	FUNDC2	FUN14 domain containing 2	FUNDC2	FUN14 domain containing 2
230259_at	0.00163	0.000424	-3.5814537	-1.062438	-0.331	FUOM	fucose mutarotase	FUOM	fucose mutarotase
201945_at	2.89e-09	2.85e-10	-6.6247255	12.640467	-0.726	FURIN	furin, paired basic amino acid cleaving enzyme	FURIN	furin, paired basic amino acid cleaving enzyme
1565717_s_at	8.26e-13	4.97e-14	-8.0795069	21.133569	-0.994	FUS	FUS RNA binding protein	FUS	FUS RNA binding protein
206109_at	0.000142	3.02e-05	-4.2650159	1.435331	-0.577	FUT1	fucosyltransferase 1 (H blood group)	FUT1	fucosyltransferase 1 (H blood group)
235472_at	0.018	0.0061	-2.7705647	-3.5184	-0.235	FUT10	fucosyltransferase 10	FUT10	fucosyltransferase 10
238551_at	0.000129	2.71e-05	-4.2907469	1.536594	-0.488	FUT11	fucosyltransferase 11	FUT11	fucosyltransferase 11
210608_s_at	1.89e-12	1.19e-13	7.9388406	20.270717	1.65	FUT2	fucosyltransferase 2	FUT2	fucosyltransferase 2 (H blood group)
216010_x_at	5.98e-34	1.95e-36	15.4232345	72.181551	3.15	FUT3	fucosyltransferase 3 (Lewis blood group)	FUT3	fucosyltransferase 3 (Lewis blood group)
209892_at	0.000595	0.000142	-3.8762477	-0.031419	-0.45	FUT4	fucosyltransferase 4	FUT4	fucosyltransferase 4
211225_at	0.00435	0.00125	3.2715992	-2.067976	0.131	FUT5	fucosyltransferase 5	FUT5	fucosyltransferase 5
210399_x_at	5.12e-33	2.05e-35	15.0997612	69.846702	3.46	FUT6	fucosyltransferase 6	FUT6	fucosyltransferase 6
217696_at	0.0133	0.00434	2.8834982	-3.210801	0.141	FUT7	fucosyltransferase 7	FUT7	fucosyltransferase 7
203988_s_at	9.16e-12	6.4e-13	-7.66576	18.619207	-1.18	FUT8	fucosyltransferase 8	FUT8	fucosyltransferase 8
236835_at	0.748	0.596	0.5314793	-7.147303	0.0255	FUT8-AS1	FUT8 antisense RNA 1	FUT8-AS1	FUT8 antisense RNA 1
216185_at	0.0385	0.0143	2.4695096	-4.282238	0.0209	FUT9	fucosyltransferase 9	FUT9	fucosyltransferase 9
221187_s_at	0.232	0.118	-1.5686903	-6.065049	-0.08	FUZ	fuzzy planar cell polarity protein	FUZ	fuzzy planar cell polarity protein
205565_s_at	0.0011	0.000276	-3.6990549	-0.659705	-0.32	FXN	frataxin	FXN	frataxin
201635_s_at	8.42e-08	1.04e-08	-5.96185	9.13189	-0.777	FXR1	FMR1 autosomal homolog 1	FXR1	FMR1 autosomal homolog 1
35265_at	0.0284	0.0101	-2.5940661	-3.97619	-0.182	FXR2	FMR1 autosomal homolog 2	FXR2	FMR1 autosomal homolog 2
205384_at	2.41e-11	1.78e-12	7.4970781	17.615298	1.62	FXYD1	FXYD domain containing ion transport regulator 1	FXYD1	FXYD domain containing ion transport regulator 1
205674_x_at	0.572	0.389	0.8640237	-6.915804	0.0852	FXYD2	FXYD domain containing ion transport regulator 2	FXYD2	FXYD domain containing ion transport regulator 2
202488_s_at	0.16	0.0752	-1.788372	-5.701157	-0.293	FXYD3	FXYD domain containing ion transport regulator 3	FXYD3	FXYD domain containing ion transport regulator 3
231058_at	0.725	0.566	0.5741596	-7.12374	0.0021	FXYD4	FXYD domain containing ion transport regulator 4	FXYD4	FXYD domain containing ion transport regulator 4
224252_s_at	3.15e-10	2.72e-11	-7.0360459	14.938887	-1.23	FXYD5	FXYD domain containing ion transport regulator 5	FXYD5	FXYD domain containing ion transport regulator 5
217897_at	1e-07	1.25e-08	5.9266545	8.952804	1.31	FXYD6	FXYD domain containing ion transport regulator 6	FXYD6	FXYD domain containing ion transport regulator 6
207434_s_at	0.625	0.446	0.7631796	-6.997604	0.0716	FXYD6-FXYD2///FXYD2	FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2	FXYD2///FXYD6///FXYD6-FXYD2	FXYD domain containing ion transport regulator 2///FXYD domain containing ion transport regulator 6///FXYD6-FXYD2 readthrough
220131_at	0.533	0.351	-0.9350819	-6.85212	-0.0179	FXYD7	FXYD domain containing ion transport regulator 7	FXYD7	FXYD domain containing ion transport regulator 7
211794_at	7.65e-07	1.09e-07	-5.4998922	6.842804	-1.17	FYB	FYN binding protein	FYB1	FYN binding protein 1
218204_s_at	2.2e-14	1.08e-15	8.6804293	24.905688	0.98	FYCO1	FYVE and coiled-coil domain containing 1	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
216033_s_at	1.6e-06	2.41e-07	-5.3385048	6.075478	-0.87	FYN	FYN proto-oncogene, Src family tyrosine kinase	FYN	FYN proto-oncogene, Src family tyrosine kinase
224642_at	0.0353	0.013	-2.5051622	-4.196084	-0.269	FYTTD1	forty-two-three domain containing 1	FYTTD1	forty-two-three domain containing 1
204451_at	0.000136	2.87e-05	-4.2772791	1.483528	-0.634	FZD1	frizzled class receptor 1	FZD1	frizzled class receptor 1
219764_at	0.019	0.00648	2.7500285	-3.573109	0.599	FZD10	frizzled class receptor 10	FZD10	frizzled class receptor 10
243351_at	0.427	0.257	1.1363023	-6.644758	0.0413	FZD10-AS1	FZD10 antisense RNA 1 (head to head)	FZD10-AS1	FZD10 antisense divergent transcript
210220_at	9.82e-19	2.74e-20	-10.2573448	35.352229	-1.55	FZD2	frizzled class receptor 2	FZD2	frizzled class receptor 2
239082_at	0.129	0.058	1.9058732	-5.487561	0.298	FZD3	frizzled class receptor 3	FZD3	frizzled class receptor 3
218665_at	0.00115	0.00029	3.6852259	-0.707657	0.478	FZD4	frizzled class receptor 4	FZD4	frizzled class receptor 4
221245_s_at	0.262	0.137	1.4926299	-6.180203	0.187	FZD5	frizzled class receptor 5	FZD5	frizzled class receptor 5
203987_at	1.12e-10	9.11e-12	-7.2230083	16.011987	-1.06	FZD6	frizzled class receptor 6	FZD6	frizzled class receptor 6
203706_s_at	0.0253	0.00893	2.6391501	-3.861932	0.609	FZD7	frizzled class receptor 7	FZD7	frizzled class receptor 7
207639_at	0.812	0.687	-0.4040004	-7.206875	-0.0155	FZD9	frizzled class receptor 9	FZD9	frizzled class receptor 9
211865_s_at	0.0938	0.0399	-2.0670914	-5.173176	-0.143	FZR1	fizzy/cell division cycle 20 related 1	FZR1	fizzy and cell division cycle 20 related 1
213524_s_at	2.26e-05	4.15e-06	-4.7275135	3.332048	-1.35	G0S2	G0/G1 switch 2	G0S2	G0/G1 switch 2
223258_s_at	2.33e-07	3.06e-08	-5.7523764	8.077253	-0.658	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
201514_s_at	5.25e-11	4.06e-12	-7.3591545	16.804047	-0.665	G3BP1	G3BP stress granule assembly factor 1	G3BP1	G3BP stress granule assembly factor 1
206383_s_at	0.00654	0.00197	-3.1344665	-2.486805	-0.44	G3BP2	G3BP stress granule assembly factor 2	G3BP2	G3BP stress granule assembly factor 2
206952_at	0.25	0.13	-1.5219516	-6.136473	-0.0165	G6PC	glucose-6-phosphatase catalytic subunit	G6PC1	glucose-6-phosphatase catalytic subunit 1
221453_at	0.612	0.432	-0.7873888	-6.978886	-0.00621	G6PC2	glucose-6-phosphatase catalytic subunit 2	G6PC2	glucose-6-phosphatase catalytic subunit 2
221759_at	0.124	0.0553	-1.927203	-5.447379	-0.205	G6PC3	glucose-6-phosphatase catalytic subunit 3	G6PC3	glucose-6-phosphatase catalytic subunit 3
202275_at	0.954	0.913	0.1091318	-7.282508	0.0179	G6PD	glucose-6-phosphate dehydrogenase	G6PD	glucose-6-phosphate dehydrogenase
202812_at	4.31e-12	2.86e-13	-7.7972596	19.410511	-1	GAA	glucosidase alpha, acid	GAA	alpha glucosidase
229114_at	1.77e-16	6.61e-18	9.4524491	29.932792	1.23	GAB1	GRB2 associated binding protein 1	GAB1	GRB2 associated binding protein 1
203853_s_at	0.000145	3.07e-05	4.2603776	1.417132	0.328	GAB2	GRB2 associated binding protein 2	GAB2	GRB2 associated binding protein 2
228410_at	0.274	0.145	-1.4621896	-6.224719	-0.181	GAB3	GRB2 associated binding protein 3	GAB3	GRB2 associated binding protein 3
1563816_at	0.735	0.58	0.5547051	-7.134705	0.0019	GAB4	GRB2 associated binding protein family member 4	GAB4	GRB2 associated binding protein family member 4
200645_at	0.0012	0.000305	3.672352	-0.752156	0.213	GABARAP	GABA type A receptor-associated protein	GABARAP	GABA type A receptor-associated protein
208868_s_at	0.0719	0.0293	-2.1943907	-4.907642	-0.255	GABARAPL1	GABA type A receptor associated protein like 1	GABARAPL1	GABA type A receptor associated protein like 1
209046_s_at	6.07e-06	1.01e-06	5.0377068	4.692202	0.27	GABARAPL2	GABA type A receptor associated protein like 2	GABARAPL2	GABA type A receptor associated protein like 2
211457_at	0.359	0.205	1.2726807	-6.481598	0.0322	GABARAPL3	GABA type A receptor associated protein like 3 pseudogene	GABARAPL3	GABA type A receptor associated protein like 3 (pseudogene)
211458_s_at	0.511	0.331	-0.9751155	-6.814044	-0.119	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 (pseudogene)///GABA type A receptor associated protein like 1
203146_s_at	0.872	0.776	0.2847433	-7.247926	0.0414	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
209990_s_at	0.568	0.385	-0.8703519	-6.910335	-0.079	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
227428_at	0.011	0.00349	2.9544499	-3.011744	0.226	GABPA	GA binding protein transcription factor alpha subunit	GABPA	GA binding protein transcription factor subunit alpha
206173_x_at	1.23e-17	3.97e-19	-9.8681863	32.711807	-1.45	GABPB1	GA binding protein transcription factor beta subunit 1	GABPB1///GABPB1-IT1	GA binding protein transcription factor subunit beta 1///GABPB1 intronic transcript
1568983_a_at	0.532	0.35	-0.9366957	-6.850616	-0.189	GABPB1-AS1	GABPB1 antisense RNA 1	GABPB1-AS1	GABPB1 antisense RNA 1
228466_at	7.9e-05	1.59e-05	4.417888	2.044411	0.528	GABPB2	GA binding protein transcription factor beta subunit 2	GABPB2	GA binding protein transcription factor subunit beta 2
244118_at	0.468	0.292	-1.0567674	-6.731486	-0.0116	GABRA1	gamma-aminobutyric acid type A receptor alpha1 subunit	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1
207014_at	0.0525	0.0204	2.336547	-4.593237	0.0312	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2
207210_at	0.677	0.506	-0.6655716	-7.067173	-0.00604	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3
233437_at	0.1	0.0432	2.0342368	-5.239236	0.0939	GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit	GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4
206456_at	0.742	0.588	-0.5420007	-7.141663	-0.0291	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit	GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5
207182_at	0.699	0.533	0.6240246	-7.093913	0.00486	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit	GABRA6	gamma-aminobutyric acid type A receptor subunit alpha6
236716_at	0.279	0.148	-1.4506505	-6.241359	-0.0248	GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit	GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit
1557122_s_at	0.169	0.0805	-1.7562092	-5.757327	-0.11	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	GABRB2	gamma-aminobutyric acid type A receptor subunit beta2
229724_at	0.227	0.115	-1.5840772	-6.041074	-0.308	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3
208457_at	0.712	0.55	-0.598932	-7.109231	-0.00387	GABRD	gamma-aminobutyric acid type A receptor delta subunit	GABRD	gamma-aminobutyric acid type A receptor subunit delta
241805_at	0.471	0.294	-1.0512209	-6.737302	-0.0291	GABRG1	gamma-aminobutyric acid type A receptor gamma1 subunit	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1
1568612_at	0.656	0.481	-0.7067258	-7.038994	-0.00661	GABRG2	gamma-aminobutyric acid type A receptor gamma2 subunit	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2
216895_at	0.621	0.441	-0.7718489	-6.990968	-0.0195	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit	GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3
237621_at	0.741	0.587	-0.5441708	-7.140486	-0.00795	GABRG3-AS1	GABRG3 antisense RNA 1	GABRG3-AS1	GABRG3 antisense RNA 1
205044_at	3.57e-09	3.56e-10	6.5844945	12.420459	2.99	GABRP	gamma-aminobutyric acid type A receptor pi subunit	GABRP	gamma-aminobutyric acid type A receptor subunit pi
