ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
7305_at	0.336	0.178	-1.37	-5.86826	-0.518	TYROBP	TYRO protein tyrosine kinase binding protein	TYROBP	TYRO protein tyrosine kinase binding protein
7306_at	0.000244	2.64e-05	4.67	2.18751	3.78	TYRP1	tyrosinase related protein 1	TYRP1	tyrosinase related protein 1
219743_at	0.36	0.196	1.31	-5.94255	0.166	TYSND1	trypsin domain containing 1	HEY2	hes related family bHLH transcription factor with YRPW motif 2
55253_at	0.179	0.0781	1.8	-5.21211	0.351	TYW1	tRNA-yW synthesizing protein 1 homolog	TYW1	tRNA-yW synthesizing protein 1 homolog
127253_at	0.573	0.395	-0.859	-6.42579	-0.167	TYW3	tRNA-yW synthesizing protein 3 homolog	TYW3	tRNA-yW synthesizing protein 3 homolog
129450_at	0.304	0.156	-1.44	-5.76828	-0.184	TYW5	tRNA-yW synthesizing protein 5	TYW5	tRNA-yW synthesizing protein 5
7307_at	0.848	0.696	-0.393	-6.71706	-0.0562	U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AF1	U2 small nuclear RNA auxiliary factor 1
199746_at	0.916	0.78	0.281	-6.75499	0.057	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
11338_at	0.00349	0.000643	-3.67	-0.86298	-0.239	U2AF2	U2 small nuclear RNA auxiliary factor 2	U2AF2	U2 small nuclear RNA auxiliary factor 2
23350_at	0.00383	0.000722	-3.63	-0.97261	-0.547	U2SURP	U2 snRNP associated SURP domain containing	U2SURP	U2 snRNP associated SURP domain containing
55075_at	0.0166	0.00421	3.01	-2.62121	0.629	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
6675_at	0.675	0.499	0.681	-6.56182	0.141	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
91373_at	0.0271	0.00762	-2.79	-3.16521	-0.474	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
7317_at	0.515	0.33	-0.984	-6.31166	-0.172	UBA1	ubiquitin like modifier activating enzyme 1	UBA1	ubiquitin like modifier activating enzyme 1
10054_at	0.368	0.202	-1.3	-5.9631	-0.101	UBA2	ubiquitin like modifier activating enzyme 2	UBA2	ubiquitin like modifier activating enzyme 2
9039_at	3.71e-07	8.7e-09	7.03	9.99189	0.413	UBA3	ubiquitin like modifier activating enzyme 3	UBA3	ubiquitin like modifier activating enzyme 3
79876_at	0.974	0.859	0.179	-6.77872	0.0176	UBA5	ubiquitin like modifier activating enzyme 5	UBA5	ubiquitin like modifier activating enzyme 5
7311_at	0.0015	0.000233	4	0.09977	0.164	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
55236_at	0.0179	0.00462	-2.98	-2.7069	-0.619	UBA6	ubiquitin like modifier activating enzyme 6	UBA6	ubiquitin like modifier activating enzyme 6
7318_at	0.49	0.301	1.05	-6.24966	0.201	UBA7	ubiquitin like modifier activating enzyme 7	UBA7	ubiquitin like modifier activating enzyme 7
10422_at	0.609	0.431	0.795	-6.47828	0.13	UBAC1	UBA domain containing 1	UBAC1	UBA domain containing 1
337867_at	0.131	0.0527	1.99	-4.88021	0.216	UBAC2	UBA domain containing 2	UBAC2	UBA domain containing 2
124402_at	0.854	0.703	0.384	-6.72054	0.075	UBALD1	UBA like domain containing 1	UBALD1	UBA like domain containing 1
283991_at	0.14	0.0571	-1.95	-4.94826	-0.409	UBALD2	UBA like domain containing 2	UBALD2	UBA like domain containing 2
51271_at	0.931	0.8	0.255	-6.76216	0.0446	UBAP1	ubiquitin associated protein 1	UBAP1	ubiquitin associated protein 1
390595_at	0.221	0.102	1.67	-5.42857	0.216	UBAP1L	ubiquitin associated protein 1 like	UBAP1L	ubiquitin associated protein 1 like
55833_at	0.51	0.325	-0.996	-6.29965	-0.201	UBAP2	ubiquitin associated protein 2	UBAP2	ubiquitin associated protein 2
9898_at	0.223	0.103	-1.66	-5.43946	-0.171	UBAP2L	ubiquitin associated protein 2 like	UBAP2L	ubiquitin associated protein 2 like
53347_at	0.771	0.608	0.517	-6.66023	0.089	UBASH3A	ubiquitin associated and SH3 domain containing A	UBASH3A	ubiquitin associated and SH3 domain containing A
84959_at	0.00138	0.00021	-4.03	0.20068	-1	UBASH3B	ubiquitin associated and SH3 domain containing B	UBASH3B	ubiquitin associated and SH3 domain containing B
7314_at	0.802	0.643	-0.466	-6.68536	-0.0413	UBB	ubiquitin B	UBB	ubiquitin B
7316_at	0.0828	0.0299	2.24	-4.39011	0.119	UBC	ubiquitin C	UBC	ubiquitin C
10537_at	0.0359	0.0108	-2.66	-3.48001	-1.87	UBD	ubiquitin D	UBD	ubiquitin D
7319_at	0.01	0.00231	-3.23	-2.06265	-0.299	UBE2A	ubiquitin conjugating enzyme E2 A	UBE2A	ubiquitin conjugating enzyme E2 A
7320_at	1.52e-05	9.01e-07	5.68	5.46315	0.739	UBE2B	ubiquitin conjugating enzyme E2 B	UBE2B	ubiquitin conjugating enzyme E2 B
11065_at	2.35e-08	2.56e-10	-8.06	13.43972	-2.17	UBE2C	ubiquitin conjugating enzyme E2 C	UBE2C	ubiquitin conjugating enzyme E2 C
7321_at	0.666	0.49	0.696	-6.55167	0.0937	UBE2D1	ubiquitin conjugating enzyme E2 D1	UBE2D1	ubiquitin conjugating enzyme E2 D1
7322_at	0.0454	0.0143	2.55	-3.73593	0.208	UBE2D2	ubiquitin conjugating enzyme E2 D2	UBE2D2	ubiquitin conjugating enzyme E2 D2
7323_at	0.646	0.469	-0.73	-6.5273	-0.0744	UBE2D3	ubiquitin conjugating enzyme E2 D3	UBE2D3	ubiquitin conjugating enzyme E2 D3
51619_at	3.95e-06	1.72e-07	6.16	7.07553	0.975	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
100131816_at	1	1	0	-6.79485	0	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)
7324_at	0.00415	0.000791	3.6	-1.059	0.315	UBE2E1	ubiquitin conjugating enzyme E2 E1	UBE2E1	ubiquitin conjugating enzyme E2 E1
7325_at	0.25	0.12	1.59	-5.55993	0.278	UBE2E2	ubiquitin conjugating enzyme E2 E2	UBE2E2	ubiquitin conjugating enzyme E2 E2
140739_at	0.0438	0.0137	-2.56	-3.6971	-0.349	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
7326_at	0.0347	0.0104	2.67	-3.44523	0.323	UBE2G1	ubiquitin conjugating enzyme E2 G1	UBE2G1	ubiquitin conjugating enzyme E2 G1
7327_at	0.705	0.532	0.629	-6.59603	0.09	UBE2G2	ubiquitin conjugating enzyme E2 G2	UBE2G2	ubiquitin conjugating enzyme E2 G2
7328_at	0.00745	0.00162	-3.35	-1.73093	-0.537	UBE2H	ubiquitin conjugating enzyme E2 H	UBE2H	ubiquitin conjugating enzyme E2 H
7329_at	0.000436	5.29e-05	-4.46	1.52053	-0.575	UBE2I	ubiquitin conjugating enzyme E2 I	UBE2I	ubiquitin conjugating enzyme E2 I
51465_at	0.592	0.413	0.825	-6.45364	0.129	UBE2J1	ubiquitin conjugating enzyme E2 J1	UBE2J1	ubiquitin conjugating enzyme E2 J1
118424_at	0.0889	0.0325	-2.2	-4.4649	-0.211	UBE2J2	ubiquitin conjugating enzyme E2 J2	UBE2J2	ubiquitin conjugating enzyme E2 J2
3093_at	0.0891	0.0327	-2.2	-4.46859	-0.291	UBE2K	ubiquitin conjugating enzyme E2 K	UBE2K	ubiquitin conjugating enzyme E2 K
7332_at	0.0198	0.0052	-2.94	-2.81505	-0.457	UBE2L3	ubiquitin conjugating enzyme E2 L3	UBE2L3	ubiquitin conjugating enzyme E2 L3
9246_at	7.73e-05	6.63e-06	-5.09	3.52455	-1.43	UBE2L6	ubiquitin conjugating enzyme E2 L6	UBE2L6	ubiquitin conjugating enzyme E2 L6
9040_at	0.236	0.111	-1.62	-5.50023	-0.486	UBE2M	ubiquitin conjugating enzyme E2 M	UBE2M	ubiquitin conjugating enzyme E2 M
7334_at	0.0922	0.0341	2.19	-4.50467	0.242	UBE2N	ubiquitin conjugating enzyme E2 N	UBE2N	ubiquitin conjugating enzyme E2 N
389898_at	0.54	0.359	-0.927	-6.36515	-0.0856	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
63893_at	0.00706	0.00151	-3.38	-1.66913	-0.426	UBE2O	ubiquitin conjugating enzyme E2 O	UBE2O	ubiquitin conjugating enzyme E2 O
55585_at	0.0819	0.0294	-2.25	-4.37727	-0.134	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
92912_at	0.00936	0.00213	-3.26	-1.98799	-0.395	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
134111_at	0.607	0.429	-0.798	-6.47594	-0.222	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1
54926_at	0.456	0.271	-1.11	-6.17772	-0.173	UBE2R2	ubiquitin conjugating enzyme E2 R2	UBE2R2	ubiquitin conjugating enzyme E2 R2
29089_at	3.71e-06	1.59e-07	-6.18	7.15302	-1.57	UBE2T	ubiquitin conjugating enzyme E2 T	UBE2T	ubiquitin conjugating enzyme E2 T
148581_at	0.498	0.31	-1.03	-6.26851	-0.0507	UBE2U	ubiquitin conjugating enzyme E2 U (putative)	UBE2U	ubiquitin conjugating enzyme E2 U (putative)
7336_at	1.21e-05	6.81e-07	-5.76	5.73475	-0.562	UBE2V2	ubiquitin conjugating enzyme E2 V2	UBE2V2	ubiquitin conjugating enzyme E2 V2
55284_at	0.000357	4.16e-05	-4.54	1.7501	-0.703	UBE2W	ubiquitin conjugating enzyme E2 W (putative)	UBE2W	ubiquitin conjugating enzyme E2 W (putative)
65264_at	6.2e-06	3.01e-07	-6	6.52967	-0.864	UBE2Z	ubiquitin conjugating enzyme E2 Z	UBE2Z	ubiquitin conjugating enzyme E2 Z
7337_at	0.0727	0.0255	2.31	-4.25032	0.149	UBE3A	ubiquitin protein ligase E3A	UBE3A	ubiquitin protein ligase E3A
89910_at	0.97	0.852	-0.187	-6.77714	-0.00665	UBE3B	ubiquitin protein ligase E3B	UBE3B	ubiquitin protein ligase E3B
9690_at	0.0459	0.0145	-2.54	-3.75031	-0.31	UBE3C	ubiquitin protein ligase E3C	UBE3C	ubiquitin protein ligase E3C
90025_at	0.661	0.485	0.704	-6.54629	0.127	UBE3D	ubiquitin protein ligase E3D	UBE3D	ubiquitin protein ligase E3D
9354_at	0.0383	0.0116	2.63	-3.55115	0.313	UBE4A	ubiquitination factor E4A	UBE4A	ubiquitination factor E4A
10277_at	0.0716	0.025	-2.32	-4.23512	-0.375	UBE4B	ubiquitination factor E4B	UBE4B	ubiquitination factor E4B
56061_at	0.000139	1.36e-05	-4.88	2.83012	-0.776	UBFD1	ubiquitin family domain containing 1	UBFD1	ubiquitin family domain containing 1
29914_at	0.269	0.132	-1.53	-5.63897	-0.304	UBIAD1	UbiA prenyltransferase domain containing 1	UBIAD1	UbiA prenyltransferase domain containing 1
5412_at	3.94e-07	9.46e-09	7	9.91038	1.31	UBL3	ubiquitin like 3	UBL3	ubiquitin like 3
8266_at	7.98e-05	6.91e-06	-5.08	3.48479	-0.728	UBL4A	ubiquitin like 4A	UBL4A	ubiquitin like 4A
84993_at	1	0.939	-0.0775	-6.79182	-0.0167	UBL7	ubiquitin like 7	UBL7	ubiquitin like 7
440288_at	0.579	0.4	-0.849	-6.43398	-0.124	UBL7-AS1	UBL7 antisense RNA 1 (head to head)	UBL7-AS1	UBL7 antisense RNA 1 (head to head)
134510_at	0.128	0.0512	-2	-4.85644	-0.209	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
29855_at	0.000144	1.42e-05	-4.86	2.78824	-0.57	UBN1	ubinuclein 1	UBN1	ubinuclein 1
254048_at	0.0801	0.0286	2.26	-4.35267	0.559	UBN2	ubinuclein 2	UBN2	ubinuclein 2
22888_at	0.74	0.574	-0.567	-6.63329	-0.0439	UBOX5	U-box domain containing 5	UBOX5	U-box domain containing 5
7342_at	1	0.992	0.0102	-6.7948	0.0012	UBP1	upstream binding protein 1 (LBP-1a)	UBP1	upstream binding protein 1 (LBP-1a)
29979_at	0.00134	0.000202	-4.04	0.2365	-0.457	UBQLN1	ubiquilin 1	UBQLN1	ubiquilin 1
29978_at	0.865	0.717	-0.364	-6.72797	-0.0458	UBQLN2	ubiquilin 2	UBQLN2	ubiquilin 2
50613_at	1	1	0	-6.79485	0	UBQLN3	ubiquilin 3	UBQLN3	ubiquilin 3
143630_at	0.586	0.408	0.835	-6.44577	0.00291	UBQLNL	ubiquilin-like	UBQLNL	ubiquilin-like
197131_at	0.35	0.189	-1.33	-5.91291	-0.112	UBR1	ubiquitin protein ligase E3 component n-recognin 1	UBR1	ubiquitin protein ligase E3 component n-recognin 1
23304_at	0.0143	0.00351	-3.08	-2.45311	-0.485	UBR2	ubiquitin protein ligase E3 component n-recognin 2	UBR2	ubiquitin protein ligase E3 component n-recognin 2
130507_at	0.000108	9.97e-06	4.97	3.12939	0.786	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative)
23352_at	0.885	0.742	-0.332	-6.73933	-0.0543	UBR4	ubiquitin protein ligase E3 component n-recognin 4	UBR4	ubiquitin protein ligase E3 component n-recognin 4
51366_at	0.00484	0.000956	-3.53	-1.23719	-0.389	UBR5	ubiquitin protein ligase E3 component n-recognin 5	UBR5	ubiquitin protein ligase E3 component n-recognin 5
55148_at	0.409	0.233	-1.21	-6.06764	-0.164	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
80019_at	0.00585	0.00121	-3.45	-1.45644	-0.448	UBTD1	ubiquitin domain containing 1	UBTD1	ubiquitin domain containing 1
92181_at	0.0168	0.00427	-3.01	-2.63331	-0.325	UBTD2	ubiquitin domain containing 2	UBTD2	ubiquitin domain containing 2
7343_at	0.398	0.224	-1.23	-6.04216	-0.116	UBTF	upstream binding transcription factor, RNA polymerase I	UBTF	upstream binding transcription factor, RNA polymerase I
51035_at	0.0275	0.00776	2.79	-3.18253	0.257	UBXN1	UBX domain protein 1	UBXN1	UBX domain protein 1
127733_at	0.455	0.27	-1.12	-6.17507	-0.0174	UBXN10	UBX domain protein 10	UBXN10	UBX domain protein 10
91544_at	0.113	0.0435	-2.08	-4.71712	-0.272	UBXN11	UBX domain protein 11	UBXN11	UBX domain protein 11
165324_at	0.122	0.0482	-2.03	-4.80367	-0.354	UBXN2A	UBX domain protein 2A	UBXN2A	UBX domain protein 2A
137886_at	1	0.976	0.0298	-6.7944	0.00509	UBXN2B	UBX domain protein 2B	UBXN2B	UBX domain protein 2B
23190_at	0.2	0.09	-1.73	-5.3289	-0.166	UBXN4	UBX domain protein 4	UBXN4	UBX domain protein 4
80700_at	0.406	0.231	1.21	-6.06268	0.191	UBXN6	UBX domain protein 6	UBXN6	UBX domain protein 6
26043_at	6.06e-06	2.92e-07	-6.01	6.56042	-1.25	UBXN7	UBX domain protein 7	UBXN7	UBX domain protein 7
7993_at	0.000236	2.53e-05	4.69	2.22903	0.676	UBXN8	UBX domain protein 8	UBXN8	UBX domain protein 8
7345_at	0.0229	0.00618	-2.87	-2.97354	-1.5	UCHL1	ubiquitin C-terminal hydrolase L1	UCHL1	ubiquitin C-terminal hydrolase L1
7347_at	0.36	0.196	1.31	-5.94114	0.193	UCHL3	ubiquitin C-terminal hydrolase L3	UCHL3	ubiquitin C-terminal hydrolase L3
51377_at	0.884	0.74	-0.334	-6.73866	-0.0508	UCHL5	ubiquitin C-terminal hydrolase L5	UCHL5	ubiquitin C-terminal hydrolase L5
83549_at	0.294	0.148	-1.47	-5.72939	-0.231	UCK1	uridine-cytidine kinase 1	UCK1	uridine-cytidine kinase 1
7371_at	0.0116	0.00275	-3.17	-2.22717	-0.696	UCK2	uridine-cytidine kinase 2	UCK2	uridine-cytidine kinase 2
54963_at	0.263	0.128	1.55	-5.61306	0.263	UCKL1	uridine-cytidine kinase 1 like 1	UCKL1	uridine-cytidine kinase 1 like 1
221044_at	1	1	0	-6.79485	0	UCMA	upper zone of growth plate and cartilage matrix associated	UCMA	upper zone of growth plate and cartilage matrix associated
7349_at	0.815	0.658	-0.446	-6.69469	-0.00113	UCN	urocortin	UCN	urocortin
90226_at	0.274	0.135	-1.52	-5.65519	-0.206	UCN2	urocortin 2	UCN2	urocortin 2
114131_at	0.364	0.199	1.3	-5.95242	0.0307	UCN3	urocortin 3	UCN3	urocortin 3
7350_at	1	1	0	-6.79485	0	UCP1	uncoupling protein 1	UCP1	uncoupling protein 1
7351_at	0.465	0.279	1.1	-6.19727	0.413	UCP2	uncoupling protein 2	UCP2	uncoupling protein 2
7352_at	0.258	0.125	1.56	-5.59424	0.376	UCP3	uncoupling protein 3	UCP3	uncoupling protein 3
55293_at	0.11	0.0424	-2.09	-4.69529	-0.488	UEVLD	UEV and lactate/malate dehyrogenase domains	UEVLD	UEV and lactate/malate dehyrogenase domains
51506_at	7.75e-07	2.28e-08	6.75	9.04939	0.545	UFC1	ubiquitin-fold modifier conjugating enzyme 1	UFC1	ubiquitin-fold modifier conjugating enzyme 1
7353_at	9.71e-05	8.78e-06	-5.01	3.25262	-0.601	UFD1L	ubiquitin fusion degradation 1 like (yeast)	UFD1L	ubiquitin fusion degradation 1 like (yeast)
23376_at	0.0828	0.0299	2.24	-4.38936	0.336	UFL1	UFM1 specific ligase 1	UFL1	UFM1 specific ligase 1
51569_at	0.0361	0.0109	-2.66	-3.48731	-0.346	UFM1	ubiquitin fold modifier 1	UFM1	ubiquitin fold modifier 1
402682_at	0.0982	0.0367	-2.15	-4.57049	-0.0818	UFSP1	UFM1 specific peptidase 1 (inactive)	UFSP1	UFM1 specific peptidase 1 (inactive)
55325_at	0.00487	0.000963	3.53	-1.24475	0.368	UFSP2	UFM1 specific peptidase 2	UFSP2	UFM1 specific peptidase 2
7357_at	1	0.933	0.0842	-6.79127	0.027	UGCG	UDP-glucose ceramide glucosyltransferase	UGCG	UDP-glucose ceramide glucosyltransferase
7358_at	0.649	0.472	0.726	-6.53054	0.163	UGDH	UDP-glucose 6-dehydrogenase	UGDH	UDP-glucose 6-dehydrogenase
56886_at	3.52e-06	1.49e-07	-6.2	7.21448	-0.836	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
55757_at	0.0265	0.00739	-2.8	-3.13818	-0.383	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
7360_at	0.00296	0.000528	3.73	-0.67619	0.546	UGP2	UDP-glucose pyrophosphorylase 2	UGP2	UDP-glucose pyrophosphorylase 2
54578_at	0.464	0.278	-1.1	-6.19367	-0.302	UGT1A6	UDP glucuronosyltransferase family 1 member A6	UGT1A6	UDP glucuronosyltransferase family 1 member A6
54576_at	0.103	0.0391	2.12	-4.62506	0.464	UGT1A8	UDP glucuronosyltransferase family 1 member A8	UGT1A8	UDP glucuronosyltransferase family 1 member A8
79799_at	0.345	0.185	1.35	-5.89704	0.0102	UGT2A3	UDP glucuronosyltransferase family 2 member A3	UGT2A3	UDP glucuronosyltransferase family 2 member A3
7367_at	0.852	0.7	-0.387	-6.71927	-0.0276	UGT2B17	UDP glucuronosyltransferase family 2 member B17	UGT2B17	UDP glucuronosyltransferase family 2 member B17
7363_at	0.496	0.307	-1.03	-6.26154	-0.0798	UGT2B4	UDP glucuronosyltransferase family 2 member B4	UGT2B4	UDP glucuronosyltransferase family 2 member B4
133688_at	0.913	0.776	0.287	-6.75344	0.000633	UGT3A1	UDP glycosyltransferase family 3 member A1	UGT3A1	UDP glycosyltransferase family 3 member A1
7368_at	0.119	0.0467	-2.04	-4.77667	-0.732	UGT8	UDP glycosyltransferase 8	UGT8	UDP glycosyltransferase 8
127933_at	0.0141	0.00346	-3.08	-2.43915	-1.05	UHMK1	U2AF homology motif (UHM) kinase 1	UHMK1	U2AF homology motif (UHM) kinase 1
54887_at	0.654	0.478	-0.716	-6.53773	-0.0704	UHRF1BP1	UHRF1 binding protein 1	UHRF1BP1	UHRF1 binding protein 1
23074_at	0.0819	0.0294	2.25	-4.37704	0.127	UHRF1BP1L	UHRF1 binding protein 1 like	UHRF1BP1L	UHRF1 binding protein 1 like
115426_at	0.00252	0.000435	-3.79	-0.49239	-0.452	UHRF2	ubiquitin like with PHD and ring finger domains 2	UHRF2	ubiquitin like with PHD and ring finger domains 2
51720_at	0.00918	0.00208	3.27	-1.96589	0.319	UIMC1	ubiquitin interaction motif containing 1	UIMC1	ubiquitin interaction motif containing 1
80329_at	0.388	0.217	-1.25	-6.01688	-0.00559	ULBP1	UL16 binding protein 1	ULBP1	UL16 binding protein 1
80328_at	1.17e-08	1.09e-10	-8.32	14.27595	-2.85	ULBP2	UL16 binding protein 2	ULBP2	UL16 binding protein 2
79465_at	1	1	0	-6.79485	0	ULBP3	UL16 binding protein 3	ULBP3	UL16 binding protein 3
8408_at	0.0284	0.00805	-2.77	-3.21589	-0.555	ULK1	unc-51 like autophagy activating kinase 1	ULK1	unc-51 like autophagy activating kinase 1
9706_at	0.376	0.208	-1.28	-5.98601	-0.289	ULK2	unc-51 like autophagy activating kinase 2	ULK2	unc-51 like autophagy activating kinase 2
25989_at	2.55e-05	1.68e-06	5.5	4.85681	1.52	ULK3	unc-51 like kinase 3	ULK3	unc-51 like kinase 3
54986_at	0.807	0.649	0.458	-6.68904	0.00125	ULK4	unc-51 like kinase 4	ULK4	unc-51 like kinase 4
729852_at	0.521	0.339	-0.966	-6.32868	-0.151	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1
7369_at	0.992	0.883	0.148	-6.78376	0.000317	UMOD	uromodulin	UMOD	uromodulin
89766_at	1	1	0	-6.79485	0	UMODL1	uromodulin like 1	UMODL1	uromodulin like 1
150147_at	1	1	0	-6.79485	0	UMODL1-AS1	UMODL1 antisense RNA 1	UMODL1-AS1	UMODL1 antisense RNA 1
7372_at	0.00187	0.000302	-3.91	-0.14682	-0.627	UMPS	uridine monophosphate synthetase	UMPS	uridine monophosphate synthetase
9094_at	0.173	0.0748	-1.82	-5.17557	-0.232	UNC119	unc-119 lipid binding chaperone	UNC119	unc-119 lipid binding chaperone
84747_at	0.132	0.0529	1.99	-4.88403	0.331	UNC119B	unc-119 lipid binding chaperone B	UNC119B	unc-119 lipid binding chaperone B
23025_at	0.833	0.679	-0.417	-6.70729	-0.000959	UNC13A	unc-13 homolog A	UNC13A	unc-13 homolog A
10497_at	0.00036	4.21e-05	4.53	1.73999	1.36	UNC13B	unc-13 homolog B	UNC13B	unc-13 homolog B
440279_at	1	1	0	-6.79485	0	UNC13C	unc-13 homolog C	UNC13C	unc-13 homolog C
201294_at	0.499	0.311	-1.02	-6.27133	-0.0523	UNC13D	unc-13 homolog D	UNC13D	unc-13 homolog D
55898_at	0.801	0.642	-0.469	-6.68423	-0.0598	UNC45A	unc-45 myosin chaperone A	UNC45A	unc-45 myosin chaperone A
146862_at	0.00346	0.000636	3.67	-0.85322	2.66	UNC45B	unc-45 myosin chaperone B	UNC45B	unc-45 myosin chaperone B
25972_at	0.641	0.465	0.738	-6.52198	0.0801	UNC50	unc-50 inner nuclear membrane RNA binding protein	UNC50	unc-50 inner nuclear membrane RNA binding protein
90249_at	1	1	0	-6.79485	0	UNC5A	unc-5 netrin receptor A	UNC5A	unc-5 netrin receptor A
219699_at	0.00018	1.84e-05	-4.78	2.53767	-0.819	UNC5B	unc-5 netrin receptor B	LGI2	leucine rich repeat LGI family member 2
728978_at	0.167	0.0713	-1.85	-5.13618	-0.573	UNC5B-AS1	UNC5B antisense RNA 1	UNC5B-AS1	UNC5B antisense RNA 1
8633_at	1	1	0	-6.79485	0	UNC5C	unc-5 netrin receptor C	UNC5C	unc-5 netrin receptor C
222643_at	0.894	0.752	0.318	-6.74379	0.0204	UNC5CL	unc-5 family C-terminal like	UNC5CL	unc-5 family C-terminal like
57578_at	1	0.997	0.00394	-6.79484	8.33e-06	UNC79	unc-79 homolog (C. elegans)	UNC79	unc-79 homolog (C. elegans)
81622_at	0.0566	0.0187	-2.44	-3.97593	-0.497	UNC93B1	unc-93 homolog B1 (C. elegans)	UNC93B1	unc-93 homolog B1 (C. elegans)
7374_at	0.233	0.11	-1.63	-5.48887	-0.262	UNG	uracil DNA glycosylase	UNG	uracil DNA glycosylase
85451_at	0.856	0.706	0.379	-6.72243	0.0228	UNK	unkempt family zinc finger	UNK	unkempt family zinc finger
64718_at	0.192	0.0851	1.76	-5.28236	0.03	UNKL	unkempt family like zinc finger	UNKL	unkempt family like zinc finger
51733_at	0.56	0.38	-0.886	-6.40221	-0.00369	UPB1	beta-ureidopropionase 1	UPB1	beta-ureidopropionase 1
5976_at	0.139	0.0565	-1.96	-4.94032	-0.227	UPF1	UPF1, RNA helicase and ATPase	UPF1	UPF1, RNA helicase and ATPase
26019_at	0.919	0.783	0.277	-6.75627	0.0349	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)
65110_at	0.136	0.0548	1.97	-4.91373	0.27	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
65109_at	0.521	0.339	-0.966	-6.32879	-0.187	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
11045_at	0.00226	0.000379	3.84	-0.36296	1.85	UPK1A	uroplakin 1A	UPK1A	uroplakin 1A
7348_at	0.479	0.291	-1.07	-6.22579	-0.695	UPK1B	uroplakin 1B	UPK1B	uroplakin 1B
7379_at	0.35	0.188	1.34	-5.91154	0.0515	UPK2	uroplakin 2	UPK2	uroplakin 2
7380_at	1	1	0	-6.79485	0	UPK3A	uroplakin 3A	UPK3A	uroplakin 3A
80761_at	0.0567	0.0187	2.44	-3.97814	0.661	UPK3B	uroplakin 3B	UPK3B	uroplakin 3B
7378_at	0.0173	0.00443	-2.99	-2.66837	-0.996	UPP1	uridine phosphorylase 1	UPP1	uridine phosphorylase 1
151531_at	0.68	0.505	0.672	-6.56828	0.00194	UPP2	uridine phosphorylase 2	UPP2	uridine phosphorylase 2
139596_at	0.000344	3.98e-05	4.55	1.79277	0.776	UPRT	uracil phosphoribosyltransferase homolog	UPRT	uracil phosphoribosyltransferase homolog
55245_at	0.759	0.594	-0.537	-6.64982	-0.124	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
84300_at	0.0152	0.0038	-3.05	-2.52633	-0.516	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2
