Updated.gene.symbol	logFC	P.Value
MCHR2	0.00999	0.119
MCL1	-0.04	0.802
MCM10	-2.17	1.09e-09
MCM2	-2.18	4.01e-09
MCM3	-0.815	2.15e-05
MCM3AP	0.082	0.332
MCM3AP-AS1	-0.233	0.298
MCM4	-2.01	9.52e-09
MCM5	-1.56	3.85e-07
MCM6	-0.8	1.31e-05
MCM7	-1.28	8.44e-08
MCM8	-0.723	6.21e-06
MCM9	-0.0206	0.781
MCMBP	-0.0695	0.517
MCMDC2	0	1
MCOLN1	-0.378	0.0394
MCOLN2	0.0896	0.76
MCOLN3	-0.332	0.188
MCPH1	0.0142	0.715
MCRIP2	0.406	0.0327
MCRS1	-0.241	0.155
MCTS1	-0.602	0.00357
MCU	-0.566	0.00152
MCUB	-0.582	0.00665
MCUR1	0.376	0.00145
MDC1	-0.76	0.000417
MDFI	-1.33	9.59e-06
MDFIC	0.356	0.0234
MDGA1	-0.00493	0.788
MDGA2	-0.000418	0.848
MDH1	0.385	0.000935
MDH1B	0.00257	0.368
MDH2	0.361	0.00593
MDK	-1.74	5.84e-05
MDM1	-0.00868	0.957
MDM2	-0.0804	0.303
MDM4	0.0706	0.506
MDN1	0.00734	0.349
MDP1	0.599	9.7e-05
ME1	0.522	0.0736
ME2	-0.177	0.297
ME3	1.48	1.75e-05
MEA1	-0.376	0.00243
MEAF6	0.0194	0.855
MECOM	0.436	0.0808
MECP2	0.214	0.000511
MECR	0.086	0.705
MED1	-0.412	0.0149
MED10	-1.4	2.68e-07
MED11	-0.00727	0.957
MED12	0.497	0.000276
MED12L	0	1
MED13	0.0762	0.447
MED13L	0.232	0.135
MED14	-0.228	0.0343
MED15	-0.694	0.000572
MED16	0.154	0.12
MED17	0.0543	0.633
MED18	-0.139	0.116
LIME1	-0.403	0.00677
MED20	-0.798	2.22e-06
MED21	0.442	0.0126
MED22	-0.514	0.00905
MED23	0.0164	0.899
MED24	-0.27	0.0206
MED25	0.00589	0.971
MED26	-0.147	0.00167
MED27	-1	0.000355
MED28	0.218	0.155
MED29	-0.319	0.00429
MED30	-0.527	0.00288
MED31	0.0867	0.248
MED4	0.227	0.0172
MED6	-0.479	0.00211
MED7	0.148	0.117
MED8	-0.0639	0.579
MED9	-0.444	0.104
MEDAG	0.191	0.777
MEF2A	-0.465	0.0399
MEF2C	0.943	0.0216
MEF2D	0.112	0.116
MEFV	-0.0182	0.317
MEG3	1.56	0.00211
MEGF10	-0.923	0.0165
MEGF11	0	1
MEGF6	0.407	0.0941
MEGF8	-0.0179	0.824
MEGF9	0.567	0.0043
MEI1	-0.0968	0.304
MEIG1	-0.00762	0.554
MEIOB	-0.0288	0.473
MEIOC	0.0101	0.351
MEIS1	1.92	9.83e-07
MEIS2	1	0.000858
MEIS3	-0.151	0.065
MELK	-2.21	4.45e-10
MELTF	-0.327	0.00726
MEN1	-0.701	0.00287
MEOX1	1.96	3.39e-06
MEOX2	3.11	8.13e-08
MEP1A	0.0148	0.0715
MEP1B	-0.0026	0.352
MEPCE	-0.0146	0.885
MEPE	0.0346	0.329
MERTK	-0.515	0.0772
MESDC1	-0.084	0.644
MESDC2	-0.199	0.0162
MESP1	0.168	0.0638
MESP2	0.00112	0.668
MEST	-0.912	0.023
MET	-1.6	5.02e-07
METAP1	0.378	0.00205
METAP2	0.218	0.0196
METRN	-0.852	0.00406
METRNL	0.598	0.00456
METTL1	-0.765	0.00838
METTL10	-0.126	0.413
METTL12	0.057	0.596
METTL13	-0.27	0.00321
METTL14	0.00912	0.953
METTL16	-0.0446	0.492
METTL17	-0.133	0.265
METTL18	0.293	0.0917
METTL21A	-1.04	0.000557
METTL21B	-0.18	0.519
METTL21C	0.0204	0.333
METTL21EP	0.822	0.0827
METTL22	-0.347	0.0514
METTL23	-0.133	0.207
METTL25	0.55	0.00313
METTL26	-0.63	0.00066
METTL3	0.00258	0.986
METTL4	-0.776	1.27e-05
METTL5	-0.178	0.145
METTL6	-0.217	0.0603
METTL7A	2.87	9.01e-09
METTL7B	-0.13	0.0953
METTL8	-0.13	0.417
METTL9	0.344	0.00259
MEX3A	-0.0452	0.0362
MEX3B	-0.321	0.0709
MEX3C	-0.147	0.0707
MEX3D	-1.48	1.47e-05
MFAP1	-0.142	0.136
MFAP2	-3.28	2.59e-09
MFAP3	-0.187	0.541
MFAP3L	0.00575	0.712
MFAP4	3.97	4.33e-07
MFAP5	0.265	0.655
MFF	0.319	0.0177
MFGE8	-0.496	0.0363
MFHAS1	-1.33	0.00153
MFN1	-0.403	0.00323
MFN2	-0.281	0.0147
MFNG	0.659	0.0235
MFRP	0.00948	0.898
MFSD1	0.219	0.0736
MFSD10	-0.943	3.44e-05
MFSD11	-0.037	0.786
MFSD12	-0.723	0.000688
MFSD13A	-0.125	0.257
MFSD14A	0.0232	0.834
MFSD14B	-0.173	0.147
MFSD2A	-0.65	0.0345
MFSD3	-0.675	0.00238
MFSD4A	-0.0987	0.68
MFSD4B	-0.00967	0.894
MFSD5	0.466	0.000624
MFSD6	0.986	0.000112
MFSD6L	-0.00202	0.491
MFSD7	-0.084	0.437
MFSD8	-0.0113	0.925
MFSD9	-0.00488	0.181
MGA	-0.106	0.617
MGAM	-0.232	0.466
MGAM2	0.000204	0.924
MGARP	-0.0627	0.345
MGAT1	-0.0237	0.899
MGAT2	-0.572	4.02e-05
MGAT3	-0.0161	0.307
MGAT4A	0.391	0.159
MGAT4B	-0.152	0.197
MGAT4C	-0.00798	0.326
MGAT4D	0.000886	0.916
MGAT5	7.11e-05	0.973
MGAT5B	0	1
MGC15885	0.00314	0.407
MGC39584	0.0197	0.336
MGC45922	-0.09	0.274
MGC57346	-0.00638	0.944
MGEA5	0.129	0.29
MGLL	2.13	3.03e-11
MGME1	-0.716	0.000423
MGMT	0.759	0.00276
MGP	2.25	8.95e-05
MGRN1	-0.0565	0.704
MGST1	2.92	5.85e-05
MGST2	1.69	5.41e-13
MGST3	0.529	0.00106
MIA	0.498	0.0245
MIA2	-0.00158	0.548
MIA3	0.111	0.501
MIAT	-0.793	0.0171
MIB1	-0.343	0.0112
MIB2	-0.166	0.565
MICAL1	-0.416	0.0895
MICAL2	-1.85	1.65e-12
MICAL3	-1.03	0.000155
MICALCL	-1.77	3.7e-05
MICALL1	-0.966	6.41e-06
MICALL2	-1.17	1.13e-05
MICB	-1.61	3.6e-05
MICU1	-0.248	0.0409
TRIM49///TRIM49B///TRIM49C	0.332	0.00581
MICU3	1.66	2.3e-08
MID1	0.136	0.398
MID1IP1	0.132	0.488
MID2	0.463	0.0467
MIDN	0.117	0.617
MIEF1	-0.357	0.00344
MIEF2	0.378	0.0842
MIEN1	0.187	0.172
MIER1	-0.0528	0.552
MIER2	-0.113	0.0265
MIER3	0.277	0.00376
MIF	-0.56	0.00268
MIF4GD	0.759	0.000135
MIGA1	0.0989	0.633
MIGA2	0.462	0.00731
MIIP	-0.268	0.103
MILR1	-0.0685	0.839
MINA	0.492	0.000364
MINK1	-0.0123	0.937
MINOS1	0.191	0.00489
MINPP1	-1.15	5.64e-07
MIOS	0.735	4.21e-06
MIOX	-0.00683	0.36
MIP	-0.0342	0.55
MIPEP	0.979	1.69e-05
MIPOL1	0.153	0.3
MIR1-1HG	0.484	0.00126
MIR137HG	0	1
MIR2052HG	0.00404	0.384
MIR205HG	0.106	0.561
MIR22HG	0.412	0.108
MIR4697HG	0.000794	0.73
MIR503HG	-1.54	1.63e-06
MIR600HG	0.0489	0.235
MIR663AHG	-0.00027	0.9
MIR7-3HG	0.0112	0.338
MIR99AHG	1.86	2.96e-11
MIRLET7DHG	0.00633	0.877
MIS12	-0.326	0.0137
MIS18A	-0.55	0.0084
MIS18BP1	-0.539	0.00895
MISP	-1.74	3.64e-05
MISP3	0.0916	0.572
MITD1	0.0984	0.407
MITF	1.52	6.88e-07
MIXL1	0.0208	0.195
MKI67	-1.85	7.22e-10
MKKS	-0.13	0.368
MKL1	-0.192	0.000272
MKL2	0.033	0.0114
MKLN1	0.172	0.00681
MKNK1	-0.149	0.271
MKNK2	0.986	7.2e-05
MKRN1	0.0888	0.372
MKRN2	0.484	0.00105
MKRN3	-0.0105	0.434
MKS1	-0.0441	0.101
MKX	0.00345	0.984
MLANA	1.48	0.000984
MLC1	0.00231	0.467
MLEC	-0.615	2.69e-05
MLF1	-1.45	0.00114
MLF2	-0.545	0.0279
MLH1	0.119	0.241
MLH3	0.0241	0.874
MLIP	2.78	3.35e-06
MLKL	-0.238	0.236
MLLT1	0.00402	0.275
MLLT10	0.299	0.00554
MLLT11	-1.37	0.00216
MLLT3	0.098	0.69
MLLT6	0.72	2.4e-05
MLN	-0.0476	0.213
MLNR	-0.00263	0.432
MLPH	1.31	0.00266
MLST8	-0.461	0.00572
MLX	0.0994	0.218
MLXIP	-0.036	0.0222
MLXIPL	0.024	0.35
MLYCD	0.922	3.93e-05
MMAA	0.578	0.000178
MMAB	0.0577	0.00809
MMACHC	-0.335	0.0248
MMADHC	-0.0994	0.256
MMD	-0.98	3.6e-05
MMD2	0.0743	0.0654
MME	-0.611	0.157
MMEL1	0.146	0.332
MMGT1	-0.0762	0.491
MMP1	-7.05	1.19e-10
MMP10	-6.82	1.14e-11
MMP11	-3.56	2.75e-10
MMP12	-7	9.14e-12
MMP13	-6.49	9.93e-13
MMP14	-2.75	4.4e-12
MMP15	0.00864	0.794
MMP16	-0.0104	0.0831
MMP17	-0.00536	0.296
MMP19	-0.4	0.013
MMP2	-0.49	0.114
MMP20	-0.0945	0.305
MMP21	-0.00259	0.855
MMP24	-0.0244	0.31
MMP25	-0.105	0.419
MMP26	0.00423	0.312
MMP27	2.25	7.03e-09
MMP28	-0.888	0.00167
MMP3	-6.19	3.24e-09
MMP7	-4.97	3.55e-08
MMP8	-0.241	0.3
MMP9	-4.66	1.77e-09
MMRN1	4.07	3.14e-09
MMRN2	1.03	6.53e-07
MMS19	-0.079	0.491
MN1	-0.0126	0.971
MNAT1	-0.822	7.31e-05
MND1	-1.56	1.2e-05
MNDA	-0.128	0.732
MNS1	0.888	0.00159
MNT	0.276	0.0699
MNX1	-0.0434	0.129
MNX1-AS1	-0.000412	0.849
MOAP1	0.492	2.29e-05
MOB1A	-0.555	0.00664
MOB1B	0.135	0.369
MOB2	0.332	0.019
MOB3A	-0.367	0.00837
MOB3B	-0.605	0.0231
MOB3C	-0.266	0.0371
MOB4	0.643	1.49e-06
MOBP	0	1
MOCOS	-0.776	0.107
MOCS1	0.5	0.00844
MOCS2	0.252	0.106
MOCS3	-0.613	0.00676
MOG	0	1
MOGAT1	-0.0135	0.357
MOGAT2	-0.0673	0.578
MOGAT3	-0.000213	0.92
MOGS	-0.893	3.1e-07
MOK	-0.422	0.0914
MON1A	0.516	0.00818
MON1B	-0.686	5.8e-05
MON2	0.19	0.0773
MOP-1	9.31e-05	0.965
MORC1	0.000852	0.862
MORC2	-1.01	3.36e-09
MORC2-AS1	-0.398	0.0242
MORC3	0.298	0.00669
MORC4	0.0774	0.68
MORF4L1	-0.211	0.0104
MORF4L2	-0.368	8.09e-06
MORN1	0.0032	0.413
MORN2	-0.11	0.499
MORN3	-0.132	0.268
MORN4	-0.0186	0.504
MORN5	0.00366	0.379
MOS	3.42e-06	0.999
MOSPD1	0.0671	0.64
MOSPD2	-0.0429	0.802
MOSPD3	0.33	0.051
MOV10	-0.534	0.00575
MOV10L1	0.009	0.569
MOXD1	0.324	0.486
MPC1	1.34	5.09e-10
MPC2	0.426	0.00173
MPDU1	-0.323	0.3
MPDZ	0.908	8.36e-05
MPEG1	0.532	0.151
MPG	-0.376	0.0107
MPHOSPH10	0.287	0.0205
MPHOSPH6	-0.618	0.00142
MPHOSPH8	0.605	0.00078
MPHOSPH9	-1.07	1.62e-05
MPI	0.301	0.141
MPL	0.00176	0.527
MPLKIP	-0.699	1.33e-05
MPND	0.336	0.243
MPO	-0.00852	0.324
MPP1	0.317	0.258
MPP2	-0.00883	0.324
MPP3	0.0158	0.355
MPP4	-0.733	0.00561
MPP5	0.415	0.00618
MPP6	-0.891	0.0158
MPP7	1.81	1.41e-08
MPPE1	0.0445	0.759
MPPED1	-0.00833	0.583
MPPED2	0.0489	0.789
MPRIP	0.156	0.419
MPST	0.558	0.0112
MPV17	-0.571	0.000525
MPV17L	-0.0084	0.114
MPV17L2	-0.484	0.000148
MPZ	0.301	0.175
MPZL1	-0.514	0.000855
MPZL2	1.59	6.05e-07
MR1	-0.837	7.57e-05
MRAP	0.00248	0.423
MRAP2	-0.0865	0.849
MRAS	0.21	0.464
MRC2	-0.0903	0.66
MRE11A	-0.202	0.204
MREG	0.413	0.103
MRFAP1	0.0922	0.194
MRFAP1L1	0.141	0.126
MRGBP	-1.03	8.89e-08
MRGPRX1	-0.00313	0.403
MRGPRX2	0	1
MRGPRX3	0.217	0.338
MRGPRX4	0.000511	0.971
MRI1	-0.153	0.197
MRM1	0.023	0.53
MRM2	-0.428	0.00021
MRM3	0.412	0.0146
MRO	0	1
MROH1	-1.97	7.83e-07
MROH2A	-0.338	0.0814
MROH2B	0	1
MROH6	-0.000687	0.998
MROH7	0.104	0.0386
MROH8	0.00226	0.469
MROH9	-0.00254	0.438
MRPL1	0.136	0.207
MRPL10	-0.2	0.0692
MRPL11	-0.375	0.0695
MRPL12	-0.146	0.549
MRPL13	-0.644	4.52e-05
MRPL14	-0.643	1.57e-05
MRPL15	-0.581	0.000186
MRPL16	-0.0543	0.674
MRPL17	-0.615	0.000108
MRPL18	-0.355	0.00141
MRPL19	-0.507	0.0185
MRPL2	-0.0464	0.778
MRPL20	0.224	0.0111
FCF1	-0.485	0.088
MRPL22	0.0469	0.649
MRPL23	0.31	0.0755
MRPL24	0.113	0.325
MRPL27	-0.285	0.00924
MRPL28	-0.858	3.34e-05
MRPL3	-0.284	0.0154
MRPL30	0.0887	0.639
MRPL32	-0.111	0.374
MRPL33	0.324	0.00393
MRPL34	0.186	0.221
MRPL35	0.203	0.167
MRPL36	-0.304	0.0168
MRPL37	-0.338	0.0344
MRPL38	-0.245	0.365
MRPL39	0.405	0.0467
MRPL4	-0.396	0.0651
MRPL40	-0.0409	0.691
MRPL41	-0.0198	0.905
MRPL42	-0.131	0.325
MRPL43	0.0517	0.679
MRPL44	-0.201	0.152
MRPL45	-0.15	0.16
MRPL46	0.441	0.00105
MRPL47	-0.806	3.97e-06
MRPL48	-0.0393	0.834
MRPL49	-0.303	0.0672
MRPL50	-0.417	0.0289
MRPL51	-0.233	0.0299
MRPL52	-0.242	0.0748
MRPL53	0.235	0.0241
MRPL54	0.332	0.0164
MRPL55	-0.361	0.00153
MRPL57	0.226	0.0143
MRPL58	-0.252	0.0422
MRPL9	-0.196	0.0596
MRPS10	-0.19	0.278
MRPS11	-0.0612	0.606
MRPS12	-0.666	0.000527
MRPS14	-0.196	0.0402
MRPS15	-0.266	0.0357
MRPS16	-0.174	0.0907
MRPS17	-0.756	0.00388
MRPS18A	-0.173	0.216
MRPS18B	-0.2	0.168
MRPS18C	0.114	0.0896
MRPS2	-0.405	0.0262
MRPS21	0.136	0.176
MRPS22	0.0361	0.784
MRPS23	-0.559	0.000905
MRPS24	-0.0445	0.704
MAPKAPK5-AS1	0.573	1.22e-05
MRPS26	0.0372	0.823
MRPS27	0.57	0.000104
MRPS28	-0.285	0.0204
MRPS30	-0.527	0.00105
MRPS31	0.482	0.00191
MRPS33	0.453	0.000781
MRPS34	-0.513	0.000545
MRPS35	0.00415	0.975
MRPS36	0.572	1.03e-05
MRPS5	-0.234	0.0167
MRPS6	0.121	0.311
MRPS7	-0.217	0.0918
MRPS9	0.256	0.0627
MRRF	-0.753	0.00791
MRS2	-0.0969	0.494
MRTO4	-1.13	0.000631
MRVI1	0.833	0.000327
MRVI1-AS1	-0.0137	0.702
MS4A1	-0.424	0.346
MS4A12	0	1
MS4A14	-0.103	0.716
MS4A15	-0.00221	0.467
MS4A2	0.144	0.468
MS4A3	0	1
MS4A4A	-0.00257	0.996
MS4A5	-0.00157	0.554
MS4A6A	0.479	0.234
MS4A6E	-0.000462	0.851
MS4A7	-0.129	0.742
MS4A8	0	1
MSANTD1	0	1
MSANTD2	0.367	0.102
MSANTD3	-1.69	9.93e-09
MSANTD4	0.149	0.231
MSC	-1.45	1.08e-05
MSH2	-0.561	0.0229
MSH3	-0.00148	0.985
MSH4	0.013	0.218
MSH5	-0.574	0.00174
MSH6	-0.597	0.0159
MSI1	0.00602	0.503
MSI2	-0.256	0.016
MSL1	0.0244	0.836
MSL2	-0.27	0.267
MSL3	-0.0696	0.304
MSLN	-1.18	0.00461
MSMB	-0.29	0.629
MSMO1	0.361	0.0903
MSN	-0.995	4.79e-08
MSR1	-0.467	0.136
MSRA	1.06	2.25e-07
MSRB1	-0.655	0.00374
MSRB2	0.257	0.0261
MSRB3	0.215	0.406
MSS51	0.0422	0.185
MST1	0.222	0.131
MST1R	-0.64	0.0196
MSTN	0.347	0.0817
MSX1	1.24	0.000154
MSX2	-0.788	0.0707
MT1F	-0.447	0.0683
MT1G	1.13	0.00206
MT1M	2.25	0.000156
MT1X	1.19	3.5e-05
MT2A	-0.534	0.016
MT3	0.151	0.33
MT4	0.273	0.176
MTA1	-0.316	0.0472
MTA2	-0.0898	0.191
MTA3	0.052	0.792
MTAP	-0.797	0.0397
MTBP	-0.0513	0.628
MTCH1	-0.126	0.105
MTCH2	0.507	0.000287
MTCP1	0.0374	0.73
MTDH	-0.678	6.71e-10
MTERF1	-0.513	0.0269
MTERF2	1.26	7.18e-08
MTERF3	-0.611	5.71e-06
MTERF4	0.273	0.0029
MTF1	0.209	0.0181
MTF2	-0.396	0.0012
MTFMT	0.0314	0.895
MTFP1	-0.888	0.000186
MTFR1	-1.22	6.83e-08
MTFR1L	0.699	1.5e-05
MTFR2	-2.71	9.17e-12
MTG1	-0.0894	0.521
MTG2	-0.137	0.0301
MTHFD1	-0.469	0.00111
MTHFD1L	-2.15	3.08e-09
MTHFD2	-0.949	0.000363
MTHFD2L	0.229	0.412
MTHFR	0.133	0.00191
MTHFS	-0.352	0.011
MTHFSD	-0.21	0.0285
MTIF2	-0.0357	0.793
MTIF3	0.592	1.67e-05
MTM1	-0.0379	0.804
MTMR1	0.283	0.0152
MTMR10	1.18	9.47e-08
MTMR11	-0.489	0.0252
MTMR12	0.27	0.00833
MTMR14	0.23	0.0535
MTMR2	-0.398	0.00811
MTMR3	0.0782	0.116
MTMR4	0.136	0.359
MTMR6	0.216	0.0062
MTMR7	-0.00127	0.625
MTMR8	0	1
MTMR9	0.363	0.0628
MTMR9LP	0.467	0.00831
MTNR1A	-0.167	0.312
MTNR1B	0	1
MTO1	0.0668	0.542
MTOR	-0.172	0.0761
MTPAP	0.162	0.316
MTPN	0.0366	0.707
MTR	0.0353	0.687
MTRF1	-0.144	0.422
MTRR	-0.187	0.261
MTSS1	-0.467	0.00197
MTSS1L	0.0299	0.655
MTTP	0	1
BBLN	0.636	0.000447
MTUS1	1.19	2.62e-05
MTUS2	0.0197	0.259
MTX2	-0.0768	0.449
MTX3	-0.24	0.0675
MUC1	1.05	0.0214
MUC12	-0.356	0.0114
MUC13	-0.0184	0.309
MUC15	3.15	3.67e-07
MUC16	-0.155	0.536
MUC17	0.000283	0.895
MUC2	0.000915	0.772
MUC20	0.687	0.0106
MUC3A	-0.0212	0.635
MUC4	0.106	0.813
MUC5AC	-0.0365	0.325
MUC5B	0.744	0.382
MUC6	-0.00226	0.384
MUC7	1.23	0.227
MUCL1	-3.68	8.17e-07
MUL1	-0.365	0.00104
MUM1	-0.106	0.432
MUM1L1	0.333	0.549
MUS81	-0.463	0.00358
MUSK	0	1
MUSTN1	3.13	0.000492
MUT	0.259	0.0725
MUTYH	0.133	0.191
MVB12A	-0.16	0.296
MVB12B	-0.000437	0.906
MVD	-0.108	0.403
MVK	0.13	0.301
MVP	-0.709	0.000144
MX1	-1.25	0.00108
MX2	-1.21	0.00393
MXD1	1.14	0.00052
MXD3	0.0161	0.826
MXD4	0.163	0.117
MXI1	0.675	0.000143
MXRA5	-1.07	0.00122
MXRA7	-0.00488	0.982
MXRA8	-0.415	0.204
MYADM	-0.273	0.206
MYADML2	0.0402	0.246
MYB	0.701	0.00217
MYBBP1A	-0.236	0.0454
MYBL1	-1.22	0.000565
MYBL2	-2.71	5.33e-13
MYBPC1	4.28	0.000231
MYBPC2	3.02	0.0045
MYBPC3	0.0065	0.573
MYBPH	0.274	0.734
MYC	0.395	0.143
MYCBP	0.0178	0.894
MYCBP2	0.874	4.25e-06
MYCBPAP	-0.00375	0.39
MYCL	0.0597	0.332
MYCN	0.00199	0.451
MYCT1	0.602	0.000138
MYD88	0.211	0.135
MYDGF	-0.859	5.5e-05
MYEF2	0.114	0.16
MYEOV	-0.511	0.151
MYF5	0.0134	0.968
MYF6	2.27	0.00691
MYH1	1.3	0.238
MYH10	-0.806	0.00213
MYH11	1.06	1.19e-06
MYH13	-0.0136	0.471
MYH14	0.244	0.055
MYH15	0.156	0.33
MYH16	-0.000539	0.933
MYH2	4.81	0.00047
MYH3	0.0499	0.945
MYH4	0.0491	0.0446
MYH6	1.13	0.00541
MYH7	3.68	0.000178
MYH7B	0.173	0.138
MYH8	1.24	0.0638
MYH9	-1.3	1.8e-07
MYL1	3.69	0.00346
MYL10	0.268	0.0118
MYL12A	-0.164	0.0472
MYL12B	-0.4	0.000781
MYL2	3.41	0.00431
MYL3	3.08	9.02e-05
MYL4	-0.207	0.368
MYL5	1.6	1.75e-06
MYL6	-0.019	0.702
MYL6B	0.884	0.00216
MYL7	-0.0021	0.602
MYL9	-0.128	0.781
MYLIP	1.08	5.56e-06
MYLK	0.127	0.626
MYLK2	0.037	0.283
MYLK3	1.36	0.00242
MYLK4	0.947	0.0463
MYLPF	3.05	0.00409
MYNN	-0.197	0.095
MYO10	-1.61	7.23e-10
MYO15A	0.000957	0.682
MYO15B	0.053	0.569
MYO16	0	1
MYO18B	0.824	0.0623
MYO19	-0.603	0.0039
MYO1A	0.0592	0.43
MYO1B	-2.43	2.44e-11
MYO1C	-0.343	0.0844
MYO1D	-0.169	0.263
MYO1E	-0.981	0.000259
MYO1F	-0.168	0.606
MYO1G	-0.24	0.558
MYO1H	0.00403	0.882
MYO3A	-0.014	0.315
MYO3B	-0.394	0.129
MYO5A	-1.11	1.16e-08
MYO5B	1.53	7.65e-05
MYO5C	2.89	3.89e-07
MYO6	0.667	0.00482
MYO7A	-0.00622	0.903
MYO7B	-0.0539	0.222
MYO9A	0.361	0.058
MYO9B	-0.582	8.53e-05
MYOC	3.7	1.12e-06
MYOD1	0.338	0.0864
MYOF	-0.488	0.000331
MYOG	0.492	0.117
MYOM1	2.28	0.000148
MYOM2	0.99	0.000571
MYOM3	0.405	0.154
MYOT	3.55	0.000512
MYOZ1	4.43	9.81e-06
MYOZ2	2.92	0.00188
MYOZ3	0.315	0.142
MYPN	1.64	2.66e-05
MYPOP	-0.234	0.213
MYRF	0.00144	0.558
MYRFL	0.076	0.193
MYRIP	4	5.64e-16
MYT1	0	1
MYT1L	0.00715	0.343
MZB1	-0.689	0.386
MZF1	0.594	6e-05
MZT1	-0.498	0.00124
MZT2A	0.0793	0.553
MZT2B	0.0732	0.49
N4BP1	-0.6	3.53e-06
N4BP2	-0.258	0.471
N4BP2L1	1.08	3.18e-09
N4BP2L2	0.854	4.2e-06
N4BP3	0.27	0.0263
N6AMT1	0.116	0.733
NAA10	-0.34	0.0308
NAA11	0	1
NAA15	-0.0609	0.801
NAA16	0.359	0.00234
NAA20	0.00951	0.94
NAA25	-0.104	0.515
NAA35	-0.168	0.116
NAA38	0.141	0.151
NAA40	-0.632	0.00349
NAA50	-0.423	0.0131
NAA60	-0.0418	0.704
NAAA	1.17	6.53e-06
NAALAD2	0.646	0.00108
NAALADL1	0.0937	0.538
NAALADL2	0.0136	0.357
NAB1	-0.521	0.0094
NAB2	-0.0273	0.757
NABP1	-0.0738	0.756
NABP2	-0.672	0.0034
NACA	0.534	4.16e-08
NACA2	0.106	0.114
NACAD	-0.00953	0.818
NACAP1	0.464	6.91e-06
NACC1	-0.0872	0.179
NACC2	-0.122	0.126
NADK	-0.711	2.12e-05
NADK2	-0.0688	0.721
NADSYN1	0.155	0.589
NAE1	-0.117	0.274
NAF1	-0.148	0.418
NAGA	-0.139	0.327
NAGK	0.554	0.00372
NAGLU	-0.456	0.0358
NAGPA	-0.462	0.00507
NAGS	-1.28	0.000181
NAIF1	-0.184	0.104
NALCN	-0.0108	0.727
NAMPT	0.707	0.0233
NANOS1	-1.55	7.87e-05
NANOS2	0.000349	0.871
NANOS3	-0.113	0.136
NANS	-0.575	0.000965
NAP1L1	0.281	0.00221
NAP1L2	0.837	0.0412
NAP1L3	1.06	0.011
NAP1L4	-0.509	0.000413
NAP1L5	1.16	1.05e-05
NAPA	0.192	0.589
NAPB	-0.281	0.158
NAPEPLD	-0.615	0.00833
NAPG	-0.741	0.00258
NAPRT	0.0422	0.848
NAPSA	0.0047	0.442
NAPSB	0.399	0.298
NARF	-0.18	0.147
NARFL	0.109	0.0215
NARS	0.29	0.0042
NARS2	0.0465	0.783
NASP	-0.194	0.122
NAT1	-0.0783	0.651
NAT10	-0.203	0.33
NAT14	-1.25	7.79e-06
NAT16	-0.000821	0.718
NAT2	0.0217	0.332
NAT6	0.178	0.216
NAT8	0.01	0.431
NAT8B	0.000921	0.692
NAT8L	-0.000369	0.864
NAT9	-0.395	0.0143
NATD1	0.26	0.0255
NAV1	-1.45	5.77e-08
NAV2	-0.24	0.0605
NAV3	-0.54	0.0242
NAXD	0.198	0.113
NAXE	-0.248	0.0623
NBAS	0.00271	0.965
NBEA	1.55	7.64e-07
NBEAL2	0.418	0.0101
NBL1	-0.14	0.547
NBN	-0.721	9.42e-07
NBPF3	0.000308	0.904
NBR2	-0.0463	0.33
NCALD	0.0274	0.938
NCAM1	-0.0397	0.788
NCAN	0	1
NCAPD2	-1.35	3.67e-08
NCAPD3	-0.31	0.0391
NCAPG	-1.54	3.23e-07
NCAPG2	-1.13	3.45e-05
NCAPH	-2.46	8.91e-10
NCAPH2	-0.141	0.00552
NCBP1	-0.779	2.54e-05
NCBP2	-1.17	1.19e-08
NCBP2-AS2	-0.452	0.0034
NCBP3	-0.129	0.219
NCCRP1	3.59	1.64e-06
NCDN	-0.0417	0.161
NCEH1	-1.34	2.27e-05
NCF2	-2.62	9.23e-09
NCF4	0.531	0.216
NCK1	0.359	0.0367
NCK2	0.262	0.0338
NCKAP1	0.194	0.109
NCKAP1L	0.0507	0.894
NCKAP5	0.564	0.0366
NCKAP5L	-0.262	0.0139
NCKIPSD	0.0413	0.77
NCL	-0.216	0.0923
NCLN	-1.42	3.59e-06
NCOA1	1.21	2.75e-08
NCOA2	0.125	0.488
NCOA3	-0.511	0.00178
NCOA4	0.297	0.00088
NCOA5	-0.201	0.129
NCOA6	-0.239	0.0692
NCOA7	0.545	0.0153
NCOR1	-0.154	0.475
NCOR2	-0.0114	0.116
NCR1	0	1
NCR2	0.000355	0.978
NCR3	0	1
NCS1	-1.58	2.31e-07
NCSTN	-0.489	0.000172
NDC1	-1.39	4.63e-06
NDC80	-1.89	3.23e-09
NDE1	-1.54	5.74e-08
NDEL1	-0.0392	0.76
NDFIP1	0.0487	0.718
NDFIP2	-0.038	0.815
NDN	0.883	0.006
NDNF	3.61	2.19e-10
NDP	-0.218	0.213
NDRG1	-0.574	0.0251
NDRG2	2.22	7.23e-05
NDRG3	-0.112	0.658
NDRG4	-0.62	0.033
NDST1	0.048	0.466
NDST2	0.343	0.00339
NDST3	0.000267	0.901
NDST4	0	1
NDUFA1	0.655	1.78e-09
NDUFA10	0.187	0.104
NDUFA11	0.16	0.184
NDUFA12	0.0643	0.51
NDUFA13	0.213	0.0257
NDUFA2	0.542	1e-05
