ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8434_at	7.09e-08	1.05e-09	7.65	12.06131	2.69	RECK	reversion inducing cysteine rich protein with kazal motifs
9936_at	7.11e-08	1.06e-09	7.65	12.05479	2.23	CD302	CD302 molecule
55388_at	7.33e-08	1.09e-09	-7.64	12.02232	-2.17	MCM10	minichromosome maintenance 10 replication initiation factor
6419_at	7.35e-08	1.10e-09	7.63	12.01494	1.68	SETMAR	SET domain and mariner transposase fusion gene
4306_at	7.48e-08	1.12e-09	7.63	11.99423	2.94	NR3C2	nuclear receptor subfamily 3 group C member 2
1191_at	7.50e-08	1.13e-09	7.62	11.98415	3.82	CLU	clusterin
25854_at	7.50e-08	1.14e-09	7.62	11.98286	2.08	FAM149A	family with sequence similarity 149 member A
10631_at	7.50e-08	1.14e-09	-7.62	11.98149	-3.68	POSTN	periostin
51330_at	7.55e-08	1.15e-09	-7.62	11.97097	-3.55	TNFRSF12A	TNF receptor superfamily member 12A
23594_at	7.76e-08	1.19e-09	-7.61	11.9406	-2.38	ORC6	origin recognition complex subunit 6
5239_at	7.77e-08	1.19e-09	7.61	11.93573	1.80	PGM5	phosphoglucomutase 5
80318_at	7.80e-08	1.20e-09	7.61	11.92571	2.08	GKAP1	G kinase anchoring protein 1
7018_at	7.80e-08	1.21e-09	7.61	11.92452	4.48	TF	transferrin
116228_at	7.85e-08	1.22e-09	7.60	11.91532	9.08e-01	COX20	COX20, cytochrome c oxidase assembly factor
539_at	8.44e-08	1.32e-09	7.58	11.83813	7.81e-01	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
23564_at	8.44e-08	1.32e-09	7.58	11.83725	1.53	DDAH2	dimethylarginine dimethylaminohydrolase 2
239_at	8.48e-08	1.33e-09	7.58	11.82861	4.24	ALOX12	arachidonate 12-lipoxygenase, 12S type
64097_at	8.54e-08	1.34e-09	7.57	11.8187	9.77e-01	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
1111_at	9.10e-08	1.44e-09	-7.55	11.75242	-2.14	CHEK1	checkpoint kinase 1
79709_at	9.43e-08	1.49e-09	-7.54	11.71492	-1.23	COLGALT1	collagen beta(1-O)galactosyltransferase 1
26064_at	9.98e-08	1.59e-09	-7.53	11.65565	-1.63	RAI14	retinoic acid induced 14
57089_at	9.99e-08	1.60e-09	-7.52	11.65087	-2.17	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
57134_at	1.01e-07	1.62e-09	7.52	11.63594	2.77	MAN1C1	mannosidase alpha class 1C member 1
80760_at	1.04e-07	1.67e-09	7.51	11.6035	2.05	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
10742_at	1.05e-07	1.69e-09	7.51	11.5918	2.48	RAI2	retinoic acid induced 2
7298_at	1.06e-07	1.71e-09	-7.50	11.58024	-1.58	TYMS	thymidylate synthetase
5984_at	1.06e-07	1.72e-09	-7.50	11.57534	-1.77	RFC4	replication factor C subunit 4
10630_at	1.08e-07	1.76e-09	-7.49	11.5537	-3.12	PDPN	podoplanin
4318_at	1.08e-07	1.77e-09	-7.49	11.54852	-4.66	MMP9	matrix metallopeptidase 9
4694_at	1.09e-07	1.78e-09	7.49	11.54111	6.55e-01	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
64147_at	1.09e-07	1.81e-09	7.49	11.52862	6.99e-01	KIF9	kinesin family member 9
5764_at	1.09e-07	1.81e-09	7.49	11.52613	3.13	PTN	pleiotrophin
2131_at	1.09e-07	1.82e-09	-7.49	11.5238	-1.52	EXT1	exostosin glycosyltransferase 1
3860_at	1.09e-07	1.82e-09	7.49	11.52119	7.35	KRT13	keratin 13
3221_at	1.10e-07	1.84e-09	-7.48	11.51171	-1.53	HOXC4	homeobox C4
377677_at	1.10e-07	1.84e-09	7.48	11.511	9.34e-01	CA13	carbonic anhydrase 13
11014_at	1.10e-07	1.85e-09	-7.48	11.50698	-8.14e-01	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
55144_at	1.12e-07	1.89e-09	-7.47	11.48393	-1.35	LRRC8D	leucine rich repeat containing 8 family member D
10253_at	1.12e-07	1.90e-09	7.47	11.47875	1.73	SPRY2	sprouty RTK signaling antagonist 2
991_at	1.18e-07	2.00e-09	-7.46	11.42951	-2.44	CDC20	cell division cycle 20
36_at	1.18e-07	2.01e-09	7.46	11.42329	2.27	ACADSB	acyl-CoA dehydrogenase, short/branched chain
115677_at	1.20e-07	2.05e-09	7.45	11.40538	2.70	NOSTRIN	nitric oxide synthase trafficking
27250_at	1.20e-07	2.06e-09	7.45	11.39914	1.50	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
22849_at	1.22e-07	2.09e-09	7.44	11.38569	1.72	CPEB3	cytoplasmic polyadenylation element binding protein 3
1829_at	1.22e-07	2.10e-09	-7.44	11.38307	-3.74	DSG2	desmoglein 2
56898_at	1.23e-07	2.13e-09	7.44	11.36731	8.24e-01	BDH2	3-hydroxybutyrate dehydrogenase, type 2
201501_at	1.23e-07	2.13e-09	7.44	11.36638	1.70	ZBTB7C	zinc finger and BTB domain containing 7C
1562_at	1.26e-07	2.20e-09	7.43	11.33645	3.91	CYP2C18	cytochrome P450 family 2 subfamily C member 18
124976_at	1.27e-07	2.21e-09	7.43	11.3311	2.74	SPNS2	sphingolipid transporter 2
58528_at	1.27e-07	2.23e-09	7.43	11.3216	2.50	RRAGD	Ras related GTP binding D
91653_at	1.32e-07	2.31e-09	7.41	11.28698	2.27	BOC	BOC cell adhesion associated, oncogene regulated
9319_at	1.35e-07	2.38e-09	-7.41	11.25864	-2.85	TRIP13	thyroid hormone receptor interactor 13
730_at	1.39e-07	2.45e-09	7.40	11.22996	3.22	C7	complement component 7
1841_at	1.45e-07	2.58e-09	-7.38	11.18091	-1.40	DTYMK	deoxythymidylate kinase
55033_at	1.45e-07	2.59e-09	-7.38	11.17744	-1.70	FKBP14	FK506 binding protein 14
4237_at	1.45e-07	2.59e-09	-7.38	11.17657	-3.28	MFAP2	microfibrillar associated protein 2
1515_at	1.47e-07	2.63e-09	-7.38	11.16263	-2.66	CTSV	cathepsin V
1277_at	1.47e-07	2.65e-09	-7.38	11.15632	-2.53	COL1A1	collagen type I alpha 1 chain
55353_at	1.49e-07	2.69e-09	-7.37	11.14168	-1.32	LAPTM4B	lysosomal protein transmembrane 4 beta
51512_at	1.50e-07	2.72e-09	-7.37	11.13047	-1.48	GTSE1	G2 and S-phase expressed 1
3217_at	1.56e-07	2.84e-09	-7.35	11.08632	-3.22	HOXB7	homeobox B7
8796_at	1.59e-07	2.90e-09	7.35	11.06687	4.83	SCEL	sciellin
5054_at	1.59e-07	2.91e-09	-7.35	11.06423	-4.35	SERPINE1	serpin family E member 1
3710_at	1.59e-07	2.92e-09	-7.35	11.06004	-1.19	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
1282_at	1.62e-07	2.99e-09	-7.34	11.0379	-2.00	COL4A1	collagen type IV alpha 1 chain
1528_at	1.65e-07	3.05e-09	7.33	11.01727	1.34	CYB5A	cytochrome b5 type A
25902_at	1.67e-07	3.08e-09	-7.33	11.00756	-2.15	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
675_at	1.68e-07	3.12e-09	-7.33	10.99546	-1.58	BRCA2	BRCA2, DNA repair associated
196051_at	1.68e-07	3.14e-09	-7.33	10.98961	-3.55	PLPP4	phospholipid phosphatase 4
22915_at	1.68e-07	3.14e-09	7.33	10.98771	4.07	MMRN1	multimerin 1
90634_at	1.69e-07	3.18e-09	7.32	10.97574	1.08	N4BP2L1	NEDD4 binding protein 2 like 1
286133_at	1.69e-07	3.18e-09	7.32	10.97566	4.20	SCARA5	scavenger receptor class A member 5
10403_at	1.71e-07	3.23e-09	-7.32	10.96084	-1.89	NDC80	NDC80, kinetochore complex component
54625_at	1.71e-07	3.24e-09	-7.32	10.95928	-1.78	PARP14	poly(ADP-ribose) polymerase family member 14
4314_at	1.71e-07	3.24e-09	-7.32	10.95686	-6.19	MMP3	matrix metallopeptidase 3
145270_at	1.71e-07	3.26e-09	7.31	10.95253	2.28	PRIMA1	proline rich membrane anchor 1
91543_at	1.72e-07	3.29e-09	-7.31	10.9443	-3.30	RSAD2	radical S-adenosyl methionine domain containing 2
23460_at	1.73e-07	3.31e-09	7.31	10.9383	2.78	ABCA6	ATP binding cassette subfamily A member 6
22880_at	1.75e-07	3.36e-09	-7.31	10.92217	-1.01	MORC2	MORC family CW-type zinc finger 2
3953_at	1.75e-07	3.37e-09	7.31	10.92063	2.40	LEPR	leptin receptor
54751_at	1.76e-07	3.38e-09	-7.30	10.91519	-2.00	FBLIM1	filamin binding LIM protein 1
64359_at	1.76e-07	3.40e-09	-7.30	10.91136	-8.96e-01	NXN	nucleoredoxin
50489_at	1.78e-07	3.47e-09	7.30	10.89192	3.60	CD207	CD207 molecule
100093630_at	1.78e-07	3.47e-09	7.30	10.89066	1.23	SNHG8	small nucleolar RNA host gene 8
88745_at	1.79e-07	3.49e-09	-7.29	10.88382	-9.21e-01	RRP36	ribosomal RNA processing 36
7103_at	1.82e-07	3.55e-09	7.29	10.86743	5.05	TSPAN8	tetraspanin 8
3590_at	1.84e-07	3.61e-09	7.29	10.85325	8.95e-01	IL11RA	interleukin 11 receptor subunit alpha
79888_at	1.84e-07	3.62e-09	-7.28	10.85044	-1.80	LPCAT1	lysophosphatidylcholine acyltransferase 1
10681_at	1.86e-07	3.67e-09	-7.28	10.83495	-1.34	GNB5	G protein subunit beta 5
9120_at	1.95e-07	3.86e-09	7.27	10.78609	2.15	SLC16A6	solute carrier family 16 member 6
5136_at	1.96e-07	3.89e-09	7.26	10.77975	1.40	PDE1A	phosphodiesterase 1A
86_at	2.01e-07	4.01e-09	-7.25	10.74963	-1.11	ACTL6A	actin like 6A
4171_at	2.01e-07	4.01e-09	-7.25	10.74822	-2.18	MCM2	minichromosome maintenance complex component 2
9447_at	2.05e-07	4.10e-09	-7.25	10.72726	-4.55	AIM2	absent in melanoma 2
126669_at	2.06e-07	4.14e-09	7.24	10.71713	2.32	SHE	Src homology 2 domain containing E
5737_at	2.08e-07	4.18e-09	7.24	10.70921	3.51	PTGFR	prostaglandin F receptor
53905_at	2.08e-07	4.21e-09	7.24	10.70229	2.97	DUOX1	dual oxidase 1
55268_at	2.09e-07	4.24e-09	7.24	10.69548	2.47	ECHDC2	enoyl-CoA hydratase domain containing 2
7068_at	2.11e-07	4.29e-09	7.23	10.68314	1.03	THRB	thyroid hormone receptor beta
154661_at	2.16e-07	4.40e-09	7.23	10.65818	2.12	RUNDC3B	RUN domain containing 3B
9837_at	2.17e-07	4.42e-09	-7.23	10.65417	-2.13	GINS1	GINS complex subunit 1
64754_at	2.20e-07	4.50e-09	-7.22	10.63665	-1.61	SMYD3	SET and MYND domain containing 3
10024_at	2.23e-07	4.58e-09	-7.22	10.61901	-1.29	TROAP	trophinin associated protein
5520_at	2.23e-07	4.59e-09	7.21	10.61791	9.85e-01	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
51705_at	2.24e-07	4.62e-09	7.21	10.61071	2.47	EMCN	endomucin
287_at	2.26e-07	4.67e-09	7.21	10.60071	2.95	ANK2	ankyrin 2, neuronal
8507_at	2.26e-07	4.70e-09	-7.21	10.59467	-1.74	ENC1	ectodermal-neural cortex 1
6646_at	2.26e-07	4.70e-09	-7.21	10.59434	-1.93	SOAT1	sterol O-acyltransferase 1
26050_at	2.26e-07	4.70e-09	7.21	10.59306	2.73	SLITRK5	SLIT and NTRK like family member 5
26521_at	2.26e-07	4.73e-09	7.21	10.58719	9.24e-01	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
10800_at	2.27e-07	4.77e-09	7.20	10.58012	2.16	CYSLTR1	cysteinyl leukotriene receptor 1
5348_at	2.28e-07	4.79e-09	7.20	10.5761	4.38	FXYD1	FXYD domain containing ion transport regulator 1
441178_at	2.29e-07	4.82e-09	7.20	10.56964	3.23	LOC441178	uncharacterized LOC441178
10874_at	2.29e-07	4.83e-09	7.20	10.56714	3.32	NMU	neuromedin U
2294_at	2.29e-07	4.86e-09	7.20	10.56187	1.90	FOXF1	forkhead box F1
79442_at	2.36e-07	5.01e-09	7.19	10.53201	2.91	LRRC2	leucine rich repeat containing 2
6135_at	2.36e-07	5.02e-09	7.19	10.52997	3.78e-01	RPL11	ribosomal protein L11
23508_at	2.36e-07	5.05e-09	7.19	10.52394	2.69	TTC9	tetratricopeptide repeat domain 9
84141_at	2.47e-07	5.28e-09	-7.17	10.48019	-3.65	EVA1A	eva-1 homolog A, regulator of programmed cell death
11335_at	2.48e-07	5.32e-09	-7.17	10.47202	-8.28e-01	CBX3	chromobox 3
9201_at	2.50e-07	5.38e-09	7.17	10.46132	2.50	DCLK1	doublecortin like kinase 1
5162_at	2.53e-07	5.47e-09	7.16	10.44597	6.08e-01	PDHB	pyruvate dehydrogenase (lipoamide) beta
57168_at	2.55e-07	5.52e-09	-7.16	10.43632	-1.74	ASPHD2	aspartate beta-hydroxylase domain containing 2
2125_at	2.58e-07	5.60e-09	7.16	10.42262	2.53	EVPL	envoplakin
323_at	2.60e-07	5.66e-09	-7.15	10.41148	-2.14	APBB2	amyloid beta precursor protein binding family B member 2
1789_at	2.64e-07	5.75e-09	-7.15	10.39715	-2.93	DNMT3B	DNA methyltransferase 3 beta
7204_at	2.64e-07	5.78e-09	-7.15	10.39235	-1.24	TRIO	trio Rho guanine nucleotide exchange factor
9315_at	2.76e-07	6.04e-09	-7.13	10.34836	-3.35	NREP	neuronal regeneration related protein
54810_at	2.78e-07	6.10e-09	7.13	10.33838	2.30	GIPC2	GIPC PDZ domain containing family member 2
54682_at	2.84e-07	6.26e-09	7.12	10.31327	2.29	MANSC1	MANSC domain containing 1
5693_at	2.90e-07	6.40e-09	-7.12	10.29177	-7.88e-01	PSMB5	proteasome subunit beta 5
9452_at	2.97e-07	6.57e-09	7.11	10.26682	2.81	ITM2A	integral membrane protein 2A
79899_at	2.97e-07	6.60e-09	-7.11	10.26259	-1.89	PRR5L	proline rich 5 like
10112_at	3.04e-07	6.78e-09	-7.10	10.23617	-2.32	KIF20A	kinesin family member 20A
6513_at	3.04e-07	6.78e-09	-7.10	10.23613	-2.33	SLC2A1	solute carrier family 2 member 1
23175_at	3.07e-07	6.88e-09	7.10	10.2218	1.66	LPIN1	lipin 1
5308_at	3.07e-07	6.90e-09	7.10	10.21904	2.94	PITX2	paired like homeodomain 2
64066_at	3.12e-07	7.03e-09	7.09	10.20099	2.25	MMP27	matrix metallopeptidase 27
8788_at	3.23e-07	7.28e-09	7.08	10.1663	4.92	DLK1	delta like non-canonical Notch ligand 1
8613_at	3.26e-07	7.36e-09	7.08	10.15497	1.73	PLPP3	phospholipid phosphatase 3
2029_at	3.27e-07	7.41e-09	7.07	10.14823	6.48e-01	ENSA	endosulfine alpha
202018_at	3.29e-07	7.47e-09	7.07	10.14052	8.34e-01	TAPT1	transmembrane anterior posterior transformation 1
5558_at	3.33e-07	7.58e-09	-7.07	10.12628	-2.07	PRIM2	primase (DNA) subunit 2
64761_at	3.39e-07	7.74e-09	-7.06	10.10583	-1.83	PARP12	poly(ADP-ribose) polymerase family member 12
27032_at	3.39e-07	7.75e-09	-7.06	10.10481	-1.11	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
2690_at	3.41e-07	7.83e-09	7.06	10.09505	2.88	GHR	growth hormone receptor
79443_at	3.48e-07	7.99e-09	7.05	10.07489	1.27	FYCO1	FYVE and coiled-coil domain containing 1
2237_at	3.51e-07	8.10e-09	-7.05	10.06206	-1.75	FEN1	flap structure-specific endonuclease 1
38_at	3.51e-07	8.11e-09	7.05	10.06118	1.35	ACAT1	acetyl-CoA acetyltransferase 1
9582_at	3.52e-07	8.16e-09	-7.05	10.05436	-3.10	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
23528_at	3.53e-07	8.20e-09	-7.05	10.05026	-1.46	ZNF281	zinc finger protein 281
92196_at	3.56e-07	8.29e-09	7.04	10.03897	4.80	DAPL1	death associated protein like 1
8974_at	3.62e-07	8.45e-09	-7.04	10.02054	-1.61	P4HA2	prolyl 4-hydroxylase subunit alpha 2
27141_at	3.62e-07	8.48e-09	7.04	10.01728	1.09	CIDEB	cell death-inducing DFFA-like effector b
9039_at	3.71e-07	8.70e-09	7.03	9.99189	4.13e-01	UBA3	ubiquitin like modifier activating enzyme 3
94121_at	3.78e-07	8.89e-09	7.02	9.97035	2.61	SYTL4	synaptotagmin like 4
3685_at	3.82e-07	9.00e-09	-7.02	9.95852	-1.14	ITGAV	integrin subunit alpha V
25840_at	3.82e-07	9.01e-09	7.02	9.95765	2.87	METTL7A	methyltransferase like 7A
4836_at	3.86e-07	9.13e-09	-7.01	9.94521	-4.60e-01	NMT1	N-myristoyltransferase 1
3838_at	3.87e-07	9.17e-09	-7.01	9.94013	-1.09	KPNA2	karyopherin subunit alpha 2
3914_at	3.87e-07	9.19e-09	-7.01	9.938	-2.17	LAMB3	laminin subunit beta 3
4688_at	3.87e-07	9.23e-09	-7.01	9.93399	-2.62	NCF2	neutrophil cytosolic factor 2
2768_at	3.88e-07	9.28e-09	-7.01	9.92924	-9.13e-01	GNA12	G protein subunit alpha 12
217_at	3.89e-07	9.32e-09	7.01	9.92454	1.36	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
5412_at	3.94e-07	9.46e-09	7.00	9.91038	1.31	UBL3	ubiquitin like 3
144568_at	3.94e-07	9.49e-09	7.00	9.90691	4.34	A2ML1	alpha-2-macroglobulin like 1
4173_at	3.95e-07	9.52e-09	-7.00	9.90369	-2.01	MCM4	minichromosome maintenance complex component 4
55215_at	3.95e-07	9.58e-09	-7.00	9.8978	-1.70	FANCI	Fanconi anemia complementation group I
47_at	3.95e-07	9.58e-09	-7.00	9.89727	-1.07	ACLY	ATP citrate lyase
50515_at	3.95e-07	9.60e-09	-7.00	9.89581	-2.70	CHST11	carbohydrate (chondroitin 4) sulfotransferase 11
347902_at	4.05e-07	9.87e-09	-6.99	9.86886	-2.33	AMIGO2	adhesion molecule with Ig like domain 2
53342_at	4.05e-07	9.88e-09	6.99	9.8679	2.73	IL17D	interleukin 17D
91283_at	4.06e-07	9.93e-09	-6.99	9.86253	-1.69	MSANTD3	Myb/SANT DNA binding domain containing 3
157313_at	4.08e-07	9.99e-09	-6.99	9.85677	-1.51	CDCA2	cell division cycle associated 2
55959_at	4.17e-07	1.02e-08	-6.98	9.83286	-1.49	SULF2	sulfatase 2
1036_at	4.23e-07	1.04e-08	6.98	9.8166	3.96	CDO1	cysteine dioxygenase type 1
301_at	4.28e-07	1.06e-08	6.97	9.8023	8.76e-01	ANXA1	annexin A1
10460_at	4.32e-07	1.07e-08	-6.97	9.78988	-1.14	TACC3	transforming acidic coiled-coil containing protein 3
9333_at	4.33e-07	1.08e-08	6.97	9.78502	2.41	TGM5	transglutaminase 5
11197_at	4.33e-07	1.08e-08	6.97	9.78334	5.20	WIF1	WNT inhibitory factor 1
9077_at	4.40e-07	1.10e-08	6.96	9.76679	2.65	DIRAS3	DIRAS family GTPase 3
23189_at	4.40e-07	1.10e-08	6.96	9.76385	1.50	KANK1	KN motif and ankyrin repeat domains 1
4784_at	4.44e-07	1.11e-08	6.96	9.75239	1.06	NFIX	nuclear factor I X
90874_at	4.45e-07	1.11e-08	-6.96	9.74947	-1.12	ZNF697	zinc finger protein 697
4707_at	4.48e-07	1.12e-08	6.95	9.74086	5.29e-01	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
149428_at	4.58e-07	1.16e-08	6.95	9.71445	2.82	BNIPL	BCL2 interacting protein like
81563_at	4.58e-07	1.16e-08	6.95	9.71321	8.35e-01	C1orf21	chromosome 1 open reading frame 21
4644_at	4.59e-07	1.16e-08	-6.94	9.71067	-1.11	MYO5A	myosin VA
2277_at	4.59e-07	1.16e-08	6.94	9.7075	2.74	FIGF	c-fos induced growth factor
6368_at	4.59e-07	1.17e-08	6.94	9.70537	2.10	CCL23	C-C motif chemokine ligand 23
7079_at	4.67e-07	1.19e-08	6.94	9.6839	3.34	TIMP4	TIMP metallopeptidase inhibitor 4
22916_at	4.67e-07	1.19e-08	-6.94	9.68353	-1.17	NCBP2	nuclear cap binding protein subunit 2
5037_at	4.71e-07	1.21e-08	6.93	9.67088	1.03	PEBP1	phosphatidylethanolamine binding protein 1
890_at	4.71e-07	1.21e-08	-6.93	9.67065	-2.32	CCNA2	cyclin A2
6474_at	4.73e-07	1.22e-08	-6.93	9.6651	-1.46	SHOX2	short stature homeobox 2
1469_at	4.87e-07	1.25e-08	-6.92	9.63549	-4.93	CST1	cystatin SN
1524_at	4.89e-07	1.26e-08	6.92	9.62859	2.78	CX3CR1	C-X3-C motif chemokine receptor 1
8577_at	4.92e-07	1.27e-08	-6.92	9.61994	-2.12	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1
9500_at	4.94e-07	1.28e-08	-6.92	9.61506	-1.22	MAGED1	MAGE family member D1
29028_at	4.96e-07	1.29e-08	-6.91	9.60802	-1.75	ATAD2	ATPase family, AAA domain containing 2
6392_at	5.00e-07	1.30e-08	6.91	9.59903	6.70e-01	SDHD	succinate dehydrogenase complex subunit D
54941_at	5.05e-07	1.32e-08	6.91	9.5857	1.92	RNF125	ring finger protein 125
84706_at	5.10e-07	1.33e-08	6.90	9.57455	1.80	GPT2	glutamic--pyruvic transaminase 2
51435_at	5.12e-07	1.34e-08	6.90	9.56735	1.64	SCARA3	scavenger receptor class A member 3
55038_at	5.12e-07	1.34e-08	-6.90	9.56731	-1.27	CDCA4	cell division cycle associated 4
10615_at	5.29e-07	1.39e-08	-6.89	9.53232	-2.36	SPAG5	sperm associated antigen 5
143098_at	5.36e-07	1.41e-08	6.89	9.51761	1.81	MPP7	membrane palmitoylated protein 7
26275_at	5.42e-07	1.43e-08	6.88	9.50492	1.24	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
54739_at	5.51e-07	1.46e-08	-6.88	9.48597	-2.23	XAF1	XIAP associated factor 1
55920_at	5.54e-07	1.47e-08	-6.88	9.47858	-1.28	RCC2	regulator of chromosome condensation 2
2528_at	5.58e-07	1.48e-08	6.87	9.47029	2.27	FUT6	fucosyltransferase 6
4939_at	5.63e-07	1.50e-08	-6.87	9.45862	-2.27	OAS2	2'-5'-oligoadenylate synthetase 2
10379_at	5.78e-07	1.54e-08	-6.86	9.43118	-1.33	IRF9	interferon regulatory factor 9
7739_at	5.84e-07	1.56e-08	6.86	9.41962	2.20	ZNF185	zinc finger protein 185 (LIM domain)
8766_at	5.86e-07	1.57e-08	6.86	9.41375	9.01e-01	RAB11A	RAB11A, member RAS oncogene family
653325_at	5.86e-07	1.58e-08	6.86	9.41132	3.92		
145389_at	5.92e-07	1.59e-08	-6.85	9.40021	-1.26	SLC38A6	solute carrier family 38 member 6
2247_at	5.92e-07	1.60e-08	6.85	9.39849	1.88	FGF2	fibroblast growth factor 2
144363_at	5.94e-07	1.61e-08	6.85	9.38721	9.33e-01	LYRM5	LYR motif containing 5
22908_at	5.94e-07	1.62e-08	6.85	9.38607	7.93e-01	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)
6422_at	5.94e-07	1.62e-08	6.85	9.38597	3.39	SFRP1	secreted frizzled related protein 1
2487_at	5.94e-07	1.62e-08	6.85	9.38581	3.22	FRZB	frizzled-related protein
55839_at	6.26e-07	1.71e-08	-6.83	9.33379	-1.61	CENPN	centromere protein N
26085_at	6.27e-07	1.71e-08	6.83	9.33008	4.48	KLK13	kallikrein related peptidase 13
56648_at	6.37e-07	1.75e-08	-6.83	9.31129	-2.11	EIF5A2	eukaryotic translation initiation factor 5A2
22795_at	6.38e-07	1.75e-08	-6.82	9.30726	-2.07	NID2	nidogen 2
57689_at	6.38e-07	1.75e-08	6.82	9.30698	1.14	LRRC4C	leucine rich repeat containing 4C
94240_at	6.41e-07	1.76e-08	-6.82	9.30037	-3.14	EPSTI1	epithelial stromal interaction 1 (breast)
54480_at	6.46e-07	1.78e-08	-6.82	9.29094	-1.09	CHPF2	chondroitin polymerizing factor 2
1947_at	6.50e-07	1.80e-08	-6.82	9.28272	-1.26	EFNB1	ephrin B1
8985_at	6.52e-07	1.81e-08	-6.82	9.27672	-1.34	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
131544_at	6.52e-07	1.81e-08	6.82	9.27591	9.48e-01	CRYBG3	crystallin beta-gamma domain containing 3
994_at	6.56e-07	1.82e-08	-6.81	9.26798	-1.25	CDC25B	cell division cycle 25B
151246_at	6.56e-07	1.83e-08	-6.81	9.26575	-1.81	SGO2	shugoshin 2
56675_at	6.61e-07	1.85e-08	-6.81	9.25601	-2.38	NRIP3	nuclear receptor interacting protein 3
5859_at	6.64e-07	1.86e-08	6.81	9.2485	9.25e-01	QARS	glutaminyl-tRNA synthetase
55238_at	6.64e-07	1.86e-08	-6.81	9.24806	-1.27	SLC38A7	solute carrier family 38 member 7
6205_at	6.64e-07	1.87e-08	6.81	9.24612	2.29e-01	RPS11	ribosomal protein S11
351_at	6.67e-07	1.88e-08	-6.80	9.23897	-1.11	APP	amyloid beta precursor protein
51538_at	6.74e-07	1.90e-08	-6.80	9.22571	-6.62e-01	ZCCHC17	zinc finger CCHC-type containing 17
6772_at	6.74e-07	1.91e-08	-6.80	9.22463	-2.15	STAT1	signal transducer and activator of transcription 1
29926_at	6.74e-07	1.91e-08	-6.80	9.22273	-1.08	GMPPA	GDP-mannose pyrophosphorylase A
8573_at	6.79e-07	1.93e-08	-6.80	9.21439	-1.47	CASK	calcium/calmodulin dependent serine protein kinase
9168_at	7.05e-07	2.01e-08	-6.79	9.1741	-6.77e-01	TMSB10	thymosin beta 10
6038_at	7.05e-07	2.01e-08	6.78	9.17363	2.44	RNASE4	ribonuclease A family member 4
10752_at	7.10e-07	2.03e-08	6.78	9.16512	3.72	CHL1	cell adhesion molecule L1 like
84296_at	7.13e-07	2.04e-08	-6.78	9.15828	-2.36	GINS4	GINS complex subunit 4
6574_at	7.16e-07	2.05e-08	-6.78	9.15282	-1.28	SLC20A1	solute carrier family 20 member 1
285533_at	7.18e-07	2.06e-08	6.78	9.14771	1.51	RNF175	ring finger protein 175
649_at	7.39e-07	2.13e-08	-6.77	9.11736	-1.32	BMP1	bone morphogenetic protein 1
260293_at	7.42e-07	2.14e-08	6.77	9.11199	3.61	CYP4X1	cytochrome P450 family 4 subfamily X member 1
3033_at	7.45e-07	2.15e-08	6.77	9.1068	1.05	HADH	hydroxyacyl-CoA dehydrogenase
23492_at	7.48e-07	2.16e-08	6.76	9.10075	2.04	CBX7	chromobox 7
27179_at	7.59e-07	2.21e-08	6.76	9.08224	3.51	IL36A	interleukin 36, alpha
7472_at	7.59e-07	2.21e-08	-6.76	9.08209	-3.10	WNT2	Wnt family member 2
2525_at	7.59e-07	2.21e-08	6.76	9.08053	2.47	FUT3	fucosyltransferase 3 (Lewis blood group)
8630_at	7.63e-07	2.23e-08	-6.75	9.07278	-2.48	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
57822_at	7.66e-07	2.24e-08	6.75	9.06823	3.33	GRHL3	grainyhead like transcription factor 3
760_at	7.74e-07	2.27e-08	-6.75	9.05606	-2.64	CA2	carbonic anhydrase 2
996_at	7.74e-07	2.27e-08	-6.75	9.05319	-8.51e-01	CDC27	cell division cycle 27
51506_at	7.75e-07	2.28e-08	6.75	9.04939	5.45e-01	UFC1	ubiquitin-fold modifier conjugating enzyme 1
91298_at	7.75e-07	2.28e-08	6.75	9.049	1.06	C12orf29	chromosome 12 open reading frame 29
25992_at	7.77e-07	2.29e-08	6.75	9.04423	1.04	SNED1	sushi, nidogen and EGF like domains 1
