ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
29886_at	4.34e-03	8.36e-04	-3.58	-1.11162	-8.15e-01	SNX8	sorting nexin 8
255394_at	4.35e-03	8.38e-04	3.58	-1.11334	1.34	TCP11L2	t-complex 11 like 2
54552_at	4.36e-03	8.41e-04	-3.58	-1.11637	-6.42e-01	GNL3L	G protein nucleolar 3 like
3772_at	4.37e-03	8.42e-04	-3.58	-1.11762	-1.04	KCNJ15	potassium voltage-gated channel subfamily J member 15
3978_at	4.37e-03	8.43e-04	-3.57	-1.11878	-9.25e-01	LIG1	DNA ligase 1
414_at	4.40e-03	8.48e-04	3.57	-1.12496	4.72e-01	ARSD	arylsulfatase D
11198_at	4.40e-03	8.49e-04	-3.57	-1.12536	-1.05	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
113189_at	4.40e-03	8.49e-04	-3.57	-1.12568	-5.02e-01	CHST14	carbohydrate sulfotransferase 14
5445_at	4.42e-03	8.53e-04	-3.57	-1.13025	-7.19e-01	PON2	paraoxonase 2
5716_at	4.42e-03	8.54e-04	-3.57	-1.13136	-4.92e-01	PSMD10	proteasome 26S subunit, non-ATPase 10
9019_at	4.43e-03	8.55e-04	-3.57	-1.13183	-5.14e-01	MPZL1	myelin protein zero like 1
284_at	4.43e-03	8.55e-04	3.57	-1.13265	1.14	ANGPT1	angiopoietin 1
4212_at	4.44e-03	8.58e-04	3.57	-1.13514	1.00	MEIS2	Meis homeobox 2
9820_at	4.44e-03	8.58e-04	-3.57	-1.13534	-3.45e-01	CUL7	cullin 7
2707_at	4.45e-03	8.61e-04	-3.57	-1.13844	-8.91e-01	GJB3	gap junction protein beta 3
64783_at	4.45e-03	8.61e-04	-3.57	-1.13865	-5.79e-01	RBM15	RNA binding motif protein 15
6737_at	4.45e-03	8.61e-04	-3.57	-1.1392	-7.68e-01	TRIM21	tripartite motif containing 21
9646_at	4.45e-03	8.62e-04	3.57	-1.14002	3.60e-01	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
10539_at	4.46e-03	8.63e-04	-3.57	-1.14114	-5.74e-01	GLRX3	glutaredoxin 3
64343_at	4.48e-03	8.67e-04	3.57	-1.1452	4.53e-01	AZI2	5-azacytidine induced 2
1559_at	4.48e-03	8.67e-04	3.57	-1.14555	1.25	CYP2C9	cytochrome P450 family 2 subfamily C member 9
4864_at	4.49e-03	8.69e-04	-3.56	-1.14749	-6.18e-01	NPC1	NPC intracellular cholesterol transporter 1
90594_at	4.49e-03	8.69e-04	3.56	-1.14799	7.25e-01	ZNF439	zinc finger protein 439
1164_at	4.49e-03	8.70e-04	-3.56	-1.14893	-8.80e-01	CKS2	CDC28 protein kinase regulatory subunit 2
64601_at	4.49e-03	8.71e-04	-3.56	-1.14929	-4.50e-01	VPS16	VPS16, CORVET/HOPS core subunit
55766_at	4.50e-03	8.73e-04	3.56	-1.1519	4.76e-01	H2AFJ	H2A histone family member J
6785_at	4.52e-03	8.76e-04	3.56	-1.1554	1.64	ELOVL4	ELOVL fatty acid elongase 4
57467_at	4.52e-03	8.78e-04	3.56	-1.15713	2.17	HHATL	hedgehog acyltransferase-like
58508_at	4.52e-03	8.78e-04	3.56	-1.15751	4.88e-01	KMT2C	lysine methyltransferase 2C
55105_at	4.53e-03	8.80e-04	-3.56	-1.15911	-7.31e-01	GPATCH2	G-patch domain containing 2
8031_at	4.53e-03	8.80e-04	3.56	-1.15982	2.97e-01	NCOA4	nuclear receptor coactivator 4
705_at	4.54e-03	8.82e-04	-3.56	-1.16131	-8.06e-01	BYSL	bystin like
6399_at	4.54e-03	8.82e-04	3.56	-1.16157	4.44e-01	TRAPPC2	trafficking protein particle complex 2
84892_at	4.54e-03	8.83e-04	3.56	-1.16252	5.72e-01	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
3575_at	4.54e-03	8.83e-04	-3.56	-1.16287	-1.90	IL7R	interleukin 7 receptor
5784_at	4.54e-03	8.83e-04	-3.56	-1.16302	-7.49e-01	PTPN14	protein tyrosine phosphatase, non-receptor type 14
3074_at	4.54e-03	8.84e-04	-3.56	-1.16365	-5.21e-01	HEXB	hexosaminidase subunit beta
10749_at	4.54e-03	8.84e-04	3.56	-1.16417	7.03e-01	KIF1C	kinesin family member 1C
6309_at	4.55e-03	8.86e-04	3.56	-1.16599	4.83e-01	SC5D	sterol-C5-desaturase
593_at	4.57e-03	8.90e-04	3.56	-1.17012	6.73e-01	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide
55486_at	4.57e-03	8.90e-04	-3.56	-1.1706	-4.80e-01	PARL	presenilin associated rhomboid like
3797_at	4.57e-03	8.90e-04	-3.56	-1.17063	-7.45e-01	KIF3C	kinesin family member 3C
5269_at	4.57e-03	8.91e-04	3.56	-1.17085	6.58e-01	SERPINB6	serpin family B member 6
1716_at	4.57e-03	8.91e-04	-3.56	-1.17124	-6.81e-01	DGUOK	deoxyguanosine kinase
8704_at	4.57e-03	8.92e-04	-3.56	-1.17204	-4.08e-01	B4GALT2	beta-1,4-galactosyltransferase 2
1981_at	4.59e-03	8.95e-04	-3.55	-1.17539	-5.87e-01	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
833_at	4.59e-03	8.95e-04	-3.55	-1.17547	-4.39e-01	CARS	cysteinyl-tRNA synthetase
10948_at	4.59e-03	8.96e-04	-3.55	-1.17665	-4.17e-01	STARD3	StAR related lipid transfer domain containing 3
283298_at	4.60e-03	8.98e-04	3.55	-1.17873	1.41	OLFML1	olfactomedin like 1
90826_at	4.61e-03	9.00e-04	3.55	-1.18091	4.69e-01	PRMT9	protein arginine methyltransferase 9
100128590_at	4.61e-03	9.01e-04	3.55	-1.18184	1.49	SLC8A1-AS1	SLC8A1 antisense RNA 1
8189_at	4.62e-03	9.03e-04	-3.55	-1.1833	-2.98e-01	SYMPK	symplekin
4141_at	4.63e-03	9.05e-04	-3.55	-1.18575	-4.79e-01	MARS	methionyl-tRNA synthetase
51649_at	4.63e-03	9.05e-04	-3.55	-1.18604	-5.59e-01	MRPS23	mitochondrial ribosomal protein S23
405_at	4.63e-03	9.06e-04	3.55	-1.18684	1.77e-01	ARNT	aryl hydrocarbon receptor nuclear translocator
26974_at	4.65e-03	9.09e-04	3.55	-1.18993	7.25e-01	ZNF285	zinc finger protein 285
83547_at	4.67e-03	9.13e-04	3.55	-1.19418	5.80e-01	RILP	Rab interacting lysosomal protein
8861_at	4.68e-03	9.16e-04	-3.55	-1.19747	-7.37e-01	LDB1	LIM domain binding 1
79750_at	4.68e-03	9.17e-04	3.55	-1.19781	1.08	ZNF385D	zinc finger protein 385D
4862_at	4.69e-03	9.19e-04	3.55	-1.20075	4.41e-01	NPAS2	neuronal PAS domain protein 2
5099_at	4.70e-03	9.20e-04	-3.55	-1.20171	-1.17	PCDH7	protocadherin 7
11164_at	4.70e-03	9.21e-04	-3.55	-1.20263	-3.47e-01	NUDT5	nudix hydrolase 5
85439_at	4.70e-03	9.21e-04	-3.55	-1.2027	-8.63e-01	STON2	stonin 2
55831_at	4.71e-03	9.23e-04	3.54	-1.20471	4.10e-01	EMC3	ER membrane protein complex subunit 3
6532_at	4.71e-03	9.24e-04	3.54	-1.20515	8.55e-01	SLC6A4	solute carrier family 6 member 4
11102_at	4.72e-03	9.26e-04	3.54	-1.20779	3.78e-01	RPP14	ribonuclease P/MRP subunit p14
987_at	4.73e-03	9.28e-04	3.54	-1.2097	7.78e-01	LRBA	LPS responsive beige-like anchor protein
55751_at	4.74e-03	9.30e-04	3.54	-1.21128	2.58e-01	TMEM184C	transmembrane protein 184C
54815_at	4.74e-03	9.30e-04	-3.54	-1.21174	-3.81e-01	GATAD2A	GATA zinc finger domain containing 2A
9261_at	4.74e-03	9.31e-04	-3.54	-1.21216	-6.58e-01	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
123016_at	4.74e-03	9.32e-04	-3.54	-1.21331	-8.00e-01	TTC8	tetratricopeptide repeat domain 8
56969_at	4.75e-03	9.33e-04	3.54	-1.21474	1.00	RPL23AP32	ribosomal protein L23a pseudogene 32
4190_at	4.76e-03	9.35e-04	3.54	-1.21668	3.85e-01	MDH1	malate dehydrogenase 1
91147_at	4.76e-03	9.36e-04	-3.54	-1.21746	-7.94e-01	TMEM67	transmembrane protein 67
6483_at	4.76e-03	9.37e-04	-3.54	-1.21826	-3.34e-01	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
645139_at	4.77e-03	9.39e-04	-3.54	-1.22091	-4.11e-01	LOC645139	poly(A) binding protein interacting protein 1 pseudogene
56948_at	4.78e-03	9.41e-04	3.54	-1.22237	4.89e-01	SDR39U1	short chain dehydrogenase/reductase family 39U member 1
27111_at	4.78e-03	9.41e-04	3.54	-1.22266	1.53	SDCBP2	syndecan binding protein 2
6602_at	4.78e-03	9.42e-04	-3.54	-1.22405	-4.41e-01	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
220988_at	4.78e-03	9.42e-04	3.54	-1.22406	3.76e-01	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
221656_at	4.79e-03	9.43e-04	-3.54	-1.22473	-6.88e-01	KDM1B	lysine demethylase 1B
26084_at	4.79e-03	9.44e-04	3.54	-1.22525	8.37e-01	ARHGEF26	Rho guanine nucleotide exchange factor 26
25934_at	4.79e-03	9.44e-04	3.54	-1.22562	5.08e-01	NIPSNAP3A	nipsnap homolog 3A
200894_at	4.79e-03	9.44e-04	-3.54	-1.22603	-6.69e-01	ARL13B	ADP ribosylation factor like GTPase 13B
84888_at	4.79e-03	9.45e-04	-3.54	-1.22613	-3.84e-01	SPPL2A	signal peptide peptidase like 2A
124944_at	4.82e-03	9.52e-04	-3.53	-1.23344	-5.51e-01	C17orf49	chromosome 17 open reading frame 49
388753_at	4.83e-03	9.54e-04	-3.53	-1.23577	-5.82e-01	COA6	cytochrome c oxidase assembly factor 6
29966_at	4.83e-03	9.54e-04	-3.53	-1.23592	-4.17e-01	STRN3	striatin 3
3037_at	4.84e-03	9.55e-04	-3.53	-1.2365	-1.50	HAS2	hyaluronan synthase 2
51366_at	4.84e-03	9.56e-04	-3.53	-1.23719	-3.89e-01	UBR5	ubiquitin protein ligase E3 component n-recognin 5
22905_at	4.84e-03	9.56e-04	3.53	-1.23771	5.45e-01	EPN2	epsin 2
79788_at	4.86e-03	9.61e-04	3.53	-1.2423	6.84e-01	ZNF665	zinc finger protein 665
57542_at	4.86e-03	9.61e-04	-3.53	-1.24236	-4.62e-01	KLHL42	kelch like family member 42
6944_at	4.87e-03	9.63e-04	-3.53	-1.24413	-5.44e-01	VPS72	vacuolar protein sorting 72 homolog
55325_at	4.87e-03	9.63e-04	3.53	-1.24475	3.68e-01	UFSP2	UFM1 specific peptidase 2
54187_at	4.87e-03	9.65e-04	-3.53	-1.24592	-5.75e-01	NANS	N-acetylneuraminate synthase
134359_at	4.88e-03	9.66e-04	-3.53	-1.24691	-5.29e-01	POC5	POC5 centriolar protein
130535_at	4.88e-03	9.66e-04	3.53	-1.24761	4.15e-01	KCTD18	potassium channel tetramerization domain containing 18
90075_at	4.90e-03	9.70e-04	3.53	-1.25119	7.06e-01	ZNF30	zinc finger protein 30
58505_at	4.90e-03	9.70e-04	-3.53	-1.25162	-4.51e-01	OSTC	oligosaccharyltransferase complex non-catalytic subunit
54801_at	4.90e-03	9.70e-04	-3.53	-1.25168	-7.58e-01	HAUS6	HAUS augmin like complex subunit 6
202333_at	4.90e-03	9.71e-04	3.53	-1.25178	2.38	CMYA5	cardiomyopathy associated 5
5116_at	4.90e-03	9.71e-04	3.53	-1.25185	4.91e-01	PCNT	pericentrin
9448_at	4.90e-03	9.72e-04	-3.53	-1.25327	-3.91e-01	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
83871_at	4.90e-03	9.73e-04	-3.53	-1.25377	-6.41e-01	RAB34	RAB34, member RAS oncogene family
8379_at	4.90e-03	9.73e-04	-3.53	-1.25446	-1.04	MAD1L1	MAD1 mitotic arrest deficient like 1
84002_at	4.91e-03	9.74e-04	-3.53	-1.25494	-7.94e-01	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
116447_at	4.91e-03	9.74e-04	-3.53	-1.25517	-7.34e-01	TOP1MT	topoisomerase (DNA) I, mitochondrial
5694_at	4.91e-03	9.76e-04	-3.53	-1.25686	-3.48e-01	PSMB6	proteasome subunit beta 6
6787_at	4.91e-03	9.76e-04	3.53	-1.25725	4.50e-01	NEK4	NIMA related kinase 4
157285_at	4.92e-03	9.78e-04	-3.52	-1.25888	-6.54e-01	SGK223	homolog of rat pragma of Rnd2
51455_at	4.92e-03	9.78e-04	3.52	-1.25909	4.56e-01	REV1	REV1, DNA directed polymerase
201799_at	4.92e-03	9.79e-04	3.52	-1.25949	8.68e-01	TMEM154	transmembrane protein 154
3550_at	4.92e-03	9.79e-04	3.52	-1.25992	3.60e-01	IK	IK cytokine, down-regulator of HLA II
54851_at	4.92e-03	9.79e-04	3.52	-1.26036	4.26e-01	ANKRD49	ankyrin repeat domain 49
2315_at	4.95e-03	9.84e-04	3.52	-1.26484	1.48	MLANA	melan-A
23517_at	4.95e-03	9.86e-04	3.52	-1.26668	3.50e-01	SKIV2L2	Ski2 like RNA helicase 2
23019_at	4.97e-03	9.89e-04	3.52	-1.26987	2.51e-01	CNOT1	CCR4-NOT transcription complex subunit 1
196743_at	4.97e-03	9.90e-04	3.52	-1.27059	4.71e-01	PAOX	polyamine oxidase (exo-N4-amino)
79968_at	4.98e-03	9.92e-04	-3.52	-1.27188	-7.65e-01	WDR76	WD repeat domain 76
64581_at	4.98e-03	9.92e-04	-3.52	-1.27264	-1.20	CLEC7A	C-type lectin domain family 7 member A
90441_at	4.98e-03	9.93e-04	-3.52	-1.27283	-3.69e-01	ZNF622	zinc finger protein 622
6744_at	4.99e-03	9.94e-04	-3.52	-1.27446	-7.03e-01	SSFA2	sperm specific antigen 2
220929_at	5.00e-03	9.98e-04	3.52	-1.27811	5.06e-01	ZNF438	zinc finger protein 438
8853_at	5.00e-03	9.98e-04	-3.52	-1.27834	-6.02e-01	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
26285_at	5.01e-03	9.99e-04	3.52	-1.27906	2.31	CLDN17	claudin 17
79933_at	5.01e-03	1.00e-03	3.52	-1.28031	2.30	SYNPO2L	synaptopodin 2 like
755_at	5.02e-03	1.00e-03	3.52	-1.28162	1.97e-01	C21orf2	chromosome 21 open reading frame 2
5175_at	5.03e-03	1.00e-03	3.52	-1.28335	9.33e-01	PECAM1	platelet and endothelial cell adhesion molecule 1
29114_at	5.03e-03	1.00e-03	-3.52	-1.28385	-7.29e-01	TAGLN3	transgelin 3
8934_at	5.04e-03	1.01e-03	-3.51	-1.2869	-1.13	RAB29	RAB29, member RAS oncogene family
2107_at	5.05e-03	1.01e-03	3.51	-1.28818	3.04e-01	ETF1	eukaryotic translation termination factor 1
55332_at	5.05e-03	1.01e-03	-3.51	-1.28877	-8.58e-01	DRAM1	DNA damage regulated autophagy modulator 1
23471_at	5.05e-03	1.01e-03	-3.51	-1.29013	-4.01e-01	TRAM1	translocation associated membrane protein 1
79894_at	5.05e-03	1.01e-03	3.51	-1.29029	2.32e-01	ZNF672	zinc finger protein 672
221150_at	5.06e-03	1.01e-03	-3.51	-1.29099	-4.43e-01	SKA3	spindle and kinetochore associated complex subunit 3
5733_at	5.08e-03	1.02e-03	3.51	-1.29495	4.61e-01	PTGER3	prostaglandin E receptor 3
58490_at	5.08e-03	1.02e-03	-3.51	-1.29524	-6.64e-01	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
2593_at	5.09e-03	1.02e-03	3.51	-1.29888	6.07e-01	GAMT	guanidinoacetate N-methyltransferase
3300_at	5.10e-03	1.02e-03	-3.51	-1.29974	-7.40e-01	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
219285_at	5.11e-03	1.02e-03	-3.51	-1.3016	-1.11	SAMD9L	sterile alpha motif domain containing 9 like
81537_at	5.11e-03	1.02e-03	-3.51	-1.30187	-7.58e-01	SGPP1	sphingosine-1-phosphate phosphatase 1
24149_at	5.11e-03	1.03e-03	-3.51	-1.30338	-5.88e-01	ZNF318	zinc finger protein 318
84919_at	5.11e-03	1.03e-03	3.51	-1.30391	3.86e-01	PPP1R15B	protein phosphatase 1 regulatory subunit 15B
95681_at	5.13e-03	1.03e-03	-3.51	-1.30707	-1.30	CEP41	centrosomal protein 41
2998_at	5.13e-03	1.03e-03	3.51	-1.30747	1.53	GYS2	glycogen synthase 2
2116_at	5.14e-03	1.03e-03	3.51	-1.30939	3.69e-01	ETV2	ETS variant 2
23576_at	5.14e-03	1.03e-03	3.51	-1.30962	8.19e-01	DDAH1	dimethylarginine dimethylaminohydrolase 1
8220_at	5.14e-03	1.03e-03	-3.51	-1.31073	-2.19e-01	DGCR14	DiGeorge syndrome critical region gene 14
8565_at	5.15e-03	1.04e-03	-3.51	-1.31267	-5.28e-01	YARS	tyrosyl-tRNA synthetase
64689_at	5.16e-03	1.04e-03	3.51	-1.3141	3.62e-01	GORASP1	golgi reassembly stacking protein 1
7263_at	5.18e-03	1.04e-03	3.50	-1.31879	1.24	TST	thiosulfate sulfurtransferase
84243_at	5.19e-03	1.04e-03	-3.50	-1.31952	-5.14e-01	ZDHHC18	zinc finger DHHC-type containing 18
79594_at	5.19e-03	1.04e-03	-3.50	-1.32041	-3.65e-01	MUL1	mitochondrial E3 ubiquitin protein ligase 1
55244_at	5.19e-03	1.04e-03	3.50	-1.32107	1.15	SLC47A1	solute carrier family 47 member 1
26589_at	5.20e-03	1.05e-03	3.50	-1.32229	4.41e-01	MRPL46	mitochondrial ribosomal protein L46
55816_at	5.20e-03	1.05e-03	3.50	-1.32254	1.17	DOK5	docking protein 5
93587_at	5.20e-03	1.05e-03	3.50	-1.32293	4.26e-01	TRMT10A	tRNA methyltransferase 10A
51076_at	5.20e-03	1.05e-03	3.50	-1.3234	8.00e-01	CUTC	cutC copper transporter
23609_at	5.20e-03	1.05e-03	3.50	-1.32436	4.84e-01	MKRN2	makorin ring finger protein 2
5547_at	5.21e-03	1.05e-03	3.50	-1.32584	6.50e-01	PRCP	prolylcarboxypeptidase
285331_at	5.21e-03	1.05e-03	3.50	-1.32661	6.43e-01	CCDC66	coiled-coil domain containing 66
10884_at	5.22e-03	1.05e-03	-3.50	-1.32845	-5.27e-01	MRPS30	mitochondrial ribosomal protein S30
5495_at	5.22e-03	1.05e-03	3.50	-1.32866	3.36e-01	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
116092_at	5.23e-03	1.05e-03	-3.50	-1.3299	-7.77e-01	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
4040_at	5.23e-03	1.06e-03	3.50	-1.33151	4.71e-01	LRP6	LDL receptor related protein 6
78986_at	5.23e-03	1.06e-03	3.50	-1.33165	1.54	DUSP26	dual specificity phosphatase 26 (putative)
1147_at	5.25e-03	1.06e-03	-3.50	-1.33473	-5.10e-01	CHUK	conserved helix-loop-helix ubiquitous kinase
10202_at	5.25e-03	1.06e-03	-3.50	-1.33545	-8.23e-01	DHRS2	dehydrogenase/reductase 2
80308_at	5.25e-03	1.06e-03	-3.50	-1.33562	-5.58e-01	FLAD1	flavin adenine dinucleotide synthetase 1
285095_at	5.25e-03	1.06e-03	3.50	-1.33631	1.45	LOC285095	uncharacterized LOC285095
93624_at	5.26e-03	1.06e-03	3.50	-1.33748	4.66e-01	TADA2B	transcriptional adaptor 2B
4259_at	5.26e-03	1.06e-03	3.50	-1.33766	5.29e-01	MGST3	microsomal glutathione S-transferase 3
93058_at	5.26e-03	1.06e-03	3.50	-1.3382	1.51	COQ10A	coenzyme Q10A
25980_at	5.29e-03	1.07e-03	-3.49	-1.3431	-6.51e-01	AAR2	AAR2 splicing factor homolog
10916_at	5.29e-03	1.07e-03	-3.49	-1.34349	-5.64e-01	MAGED2	MAGE family member D2
6583_at	5.29e-03	1.07e-03	-3.49	-1.34387	-8.23e-01	SLC22A4	solute carrier family 22 member 4
860_at	5.29e-03	1.07e-03	-3.49	-1.34429	-3.51e-01	RUNX2	runt related transcription factor 2
9754_at	5.29e-03	1.07e-03	3.49	-1.34471	5.66e-01	STARD8	StAR related lipid transfer domain containing 8
27341_at	5.29e-03	1.07e-03	-3.49	-1.34477	-8.01e-01	RRP7A	ribosomal RNA processing 7 homolog A
148867_at	5.29e-03	1.07e-03	-3.49	-1.34559	-3.86e-01	SLC30A7	solute carrier family 30 member 7
10003_at	5.30e-03	1.08e-03	3.49	-1.34808	6.46e-01	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
4599_at	5.31e-03	1.08e-03	-3.49	-1.34905	-1.25	MX1	MX dynamin like GTPase 1
643338_at	5.33e-03	1.08e-03	3.49	-1.35336	3.66e-01	C15orf62	chromosome 15 open reading frame 62
8880_at	5.36e-03	1.09e-03	-3.49	-1.35944	-7.44e-01	FUBP1	far upstream element binding protein 1
23554_at	5.37e-03	1.09e-03	3.49	-1.3601	9.12e-01	TSPAN12	tetraspanin 12
27086_at	5.37e-03	1.09e-03	3.49	-1.36045	3.68e-01	FOXP1	forkhead box P1
10761_at	5.37e-03	1.09e-03	-3.49	-1.36116	-1.50	PLAC1	placenta specific 1
246243_at	5.38e-03	1.09e-03	-3.49	-1.36339	-4.01e-01	RNASEH1	ribonuclease H1
5531_at	5.38e-03	1.09e-03	-3.49	-1.36368	-8.71e-01	PPP4C	protein phosphatase 4 catalytic subunit
23560_at	5.38e-03	1.09e-03	-3.49	-1.36459	-5.29e-01	GTPBP4	GTP binding protein 4
79228_at	5.38e-03	1.09e-03	-3.49	-1.36467	-7.88e-01	THOC6	THO complex 6
79180_at	5.40e-03	1.10e-03	-3.49	-1.36847	-9.02e-01	EFHD2	EF-hand domain family member D2
387066_at	5.41e-03	1.10e-03	3.48	-1.37014	1.05	SNHG5	small nucleolar RNA host gene 5
5557_at	5.42e-03	1.10e-03	-3.48	-1.37173	-1.17	PRIM1	primase (DNA) subunit 1
26017_at	5.42e-03	1.10e-03	-3.48	-1.37251	-3.34e-01	FAM32A	family with sequence similarity 32 member A
55240_at	5.43e-03	1.10e-03	-3.48	-1.37361	-7.85e-01	STEAP3	STEAP3 metalloreductase
63891_at	5.44e-03	1.11e-03	3.48	-1.37648	6.02e-01	RNF123	ring finger protein 123
9781_at	5.45e-03	1.11e-03	-3.48	-1.37753	-9.28e-01	RNF144A	ring finger protein 144A
340252_at	5.45e-03	1.11e-03	3.48	-1.37871	6.06e-01	ZNF680	zinc finger protein 680
5998_at	5.45e-03	1.11e-03	-3.48	-1.37924	-3.09e-01	RGS3	regulator of G-protein signaling 3
29982_at	5.45e-03	1.11e-03	-3.48	-1.37942	-5.45e-01	NRBF2	nuclear receptor binding factor 2
29803_at	5.46e-03	1.11e-03	3.48	-1.38157	4.58e-01	REPIN1	replication initiator 1
4522_at	5.46e-03	1.11e-03	-3.48	-1.38165	-4.69e-01	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
23432_at	5.47e-03	1.12e-03	-3.48	-1.38249	-3.72e-01	GPR161	G protein-coupled receptor 161
23052_at	5.47e-03	1.12e-03	3.48	-1.38266	5.52e-01	ENDOD1	endonuclease domain containing 1
50854_at	5.49e-03	1.12e-03	3.48	-1.38714	6.19e-01	C6orf48	chromosome 6 open reading frame 48
8140_at	5.51e-03	1.13e-03	-3.48	-1.39125	-8.75e-01	SLC7A5	solute carrier family 7 member 5
10659_at	5.52e-03	1.13e-03	3.48	-1.39214	8.86e-01	CELF2	CUGBP, Elav-like family member 2
59352_at	5.53e-03	1.13e-03	3.48	-1.39519	1.18	LGR6	leucine rich repeat containing G protein-coupled receptor 6
117246_at	5.54e-03	1.13e-03	-3.48	-1.39697	-4.41e-01	FTSJ3	FtsJ homolog 3
4291_at	5.55e-03	1.14e-03	-3.47	-1.399	-1.45	MLF1	myeloid leukemia factor 1
162681_at	5.58e-03	1.14e-03	-3.47	-1.40386	-6.24e-01	C18orf54	chromosome 18 open reading frame 54
63917_at	5.59e-03	1.14e-03	3.47	-1.40512	5.27e-01	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
5357_at	5.59e-03	1.14e-03	3.47	-1.40655	1.96	PLS1	plastin 1
51444_at	5.61e-03	1.15e-03	3.47	-1.40977	4.18e-01	RNF138	ring finger protein 138
2527_at	5.62e-03	1.15e-03	3.47	-1.41108	1.79e-01	FUT5	fucosyltransferase 5
92359_at	5.63e-03	1.15e-03	3.47	-1.4143	7.73e-01	CRB3	crumbs 3, cell polarity complex component
57406_at	5.64e-03	1.16e-03	3.47	-1.4155	6.27e-01	ABHD6	abhydrolase domain containing 6
567_at	5.65e-03	1.16e-03	-3.47	-1.41677	-1.62e-01	B2M	beta-2-microglobulin
51310_at	5.66e-03	1.16e-03	3.47	-1.41852	3.88e-01	SLC22A17	solute carrier family 22 member 17
7268_at	5.66e-03	1.16e-03	-3.47	-1.41957	-6.56e-01	TTC4	tetratricopeptide repeat domain 4
348235_at	5.67e-03	1.16e-03	-3.47	-1.42109	-6.22e-01	SKA2	spindle and kinetochore associated complex subunit 2
26959_at	5.68e-03	1.16e-03	3.47	-1.42311	5.15e-01	HBP1	HMG-box transcription factor 1
64115_at	5.69e-03	1.17e-03	3.46	-1.42526	6.31e-01	C10orf54	chromosome 10 open reading frame 54
151242_at	5.69e-03	1.17e-03	-3.46	-1.42595	-6.63e-01	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C
8078_at	5.71e-03	1.17e-03	-3.46	-1.42891	-4.94e-01	USP5	ubiquitin specific peptidase 5
55313_at	5.72e-03	1.17e-03	3.46	-1.4313	4.61e-01	CPPED1	calcineurin like phosphoesterase domain containing 1
7251_at	5.72e-03	1.18e-03	3.46	-1.43187	3.94e-01	TSG101	tumor susceptibility 101
83877_at	5.72e-03	1.18e-03	-3.46	-1.43204	-4.70e-01	TM2D2	TM2 domain containing 2
27242_at	5.73e-03	1.18e-03	-3.46	-1.43301	-8.71e-01	TNFRSF21	TNF receptor superfamily member 21
22890_at	5.77e-03	1.18e-03	-3.46	-1.43944	-8.06e-01	ZBTB1	zinc finger and BTB domain containing 1
51078_at	5.77e-03	1.19e-03	3.46	-1.44017	4.12e-01	THAP4	THAP domain containing 4
10220_at	5.78e-03	1.19e-03	-3.46	-1.44215	-5.39e-01	GDF11	growth differentiation factor 11
210_at	5.78e-03	1.19e-03	3.46	-1.44322	5.22e-01	ALAD	aminolevulinate dehydratase
92305_at	5.80e-03	1.19e-03	3.46	-1.44539	4.28e-01	TMEM129	transmembrane protein 129
2618_at	5.80e-03	1.19e-03	-3.46	-1.44582	-6.44e-01	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
51339_at	5.80e-03	1.19e-03	-3.46	-1.4465	-1.82	DACT1	dishevelled binding antagonist of beta catenin 1
11260_at	5.80e-03	1.20e-03	-3.46	-1.4477	-4.67e-01	XPOT	exportin for tRNA
132160_at	5.81e-03	1.20e-03	3.46	-1.44869	8.50e-01	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M
22823_at	5.81e-03	1.20e-03	-3.46	-1.44923	-3.96e-01	MTF2	metal response element binding transcription factor 2
5496_at	5.81e-03	1.20e-03	-3.46	-1.44973	-5.38e-01	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
27013_at	5.82e-03	1.20e-03	3.46	-1.45053	4.02e-01	CNPPD1	cyclin Pas1/PHO80 domain containing 1
