ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
38755_at	1.20e-07	2.30e-09	-7.021589	11.223701	-1.16785357	FADD	Fas associated via death domain
35148_at	1.20e-07	2.30e-09	7.0215759	11.223651	2.03741229	TJP3	tight junction protein 3
430_at	1.21e-07	2.32e-09	-7.0188721	11.21334	-1.79010918	PNP	purine nucleoside phosphorylase
2088_s_at	1.22e-07	2.35e-09	-7.0162611	11.203384	-1.58410578	EPHB2	EPH receptor B2
39416_at	1.25e-07	2.41e-09	-7.0098299	11.17886	-1.34460116	P2RX5-TAX1BP3///TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3
36466_at	1.28e-07	2.49e-09	7.001584	11.14742	2.15235177	DTNA	dystrobrevin alpha
41796_at	1.31e-07	2.55e-09	6.9948072	11.121583	1.76957888	PLCL2	phospholipase C like 2
37765_at	1.31e-07	2.57e-09	6.9933645	11.116083	1.80701162	LMOD1	leiomodin 1
1199_at	1.34e-07	2.63e-09	-6.9875304	11.093842	-1.24106573	LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1	uncharacterized LOC101928634///SENP3-EIF4A1 readthrough (NMD candidate)///small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1
1839_at	1.34e-07	2.64e-09	-6.9866311	11.090414	-1.14007925	RAN	RAN, member RAS oncogene family
595_at	1.34e-07	2.66e-09	-6.9845039	11.082305	-1.49160643	TNFAIP3	TNF alpha induced protein 3
34985_at	1.35e-07	2.69e-09	6.9816762	11.071526	2.55052972	CILP	cartilage intermediate layer protein
496_s_at	1.39e-07	2.77e-09	6.974144	11.042815	1.18873015	IL11RA	interleukin 11 receptor subunit alpha
38609_at	1.39e-07	2.79e-09	6.9723872	11.036119	3.12474495	SGCA	sarcoglycan alpha
1687_s_at	1.47e-07	2.95e-09	-6.9582053	10.98207	-1.59463654	BAK1	BCL2 antagonist/killer 1
37971_at	1.48e-07	3.00e-09	-6.9540057	10.966067	-1.08610704	BAZ1A	bromodomain adjacent to zinc finger domain 1A
37383_f_at	1.48e-07	3.01e-09	-6.9528473	10.961653	-1.39078601	HLA-C///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B
38119_at	1.48e-07	3.03e-09	6.951512	10.956564	1.45128508	GYPC	glycophorin C (Gerbich blood group)
41266_at	1.48e-07	3.03e-09	-6.951135	10.955128	-1.62644845	ITGA6	integrin subunit alpha 6
36581_at	1.49e-07	3.05e-09	-6.949175	10.947659	-0.89715181	GARS	glycyl-tRNA synthetase
36470_s_at	1.50e-07	3.09e-09	6.9460284	10.93567	2.45126728	DTNA	dystrobrevin alpha
39285_at	1.51e-07	3.13e-09	-6.9429467	10.923928	-1.3159736	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha
36681_at	1.56e-07	3.23e-09	6.9345158	10.891807	3.74930025	APOD	apolipoprotein D
37532_at	1.56e-07	3.24e-09	6.9337442	10.888867	1.82019626	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
38525_at	1.60e-07	3.35e-09	-6.9252366	10.856458	-1.78386662	STAM2	signal transducing adaptor molecule 2
38188_s_at	1.62e-07	3.40e-09	6.921895	10.843729	1.2385131	MAN2A2	mannosidase alpha class 2A member 2
32263_at	1.64e-07	3.46e-09	-6.9173995	10.826606	-1.90890916	CCNB2	cyclin B2
37015_at	1.64e-07	3.48e-09	6.9161151	10.821714	2.94936505	ALDH1A1	aldehyde dehydrogenase 1 family member A1
32218_at	1.66e-07	3.52e-09	6.9129308	10.809586	0.77759619	NUDT3	nudix hydrolase 3
36618_g_at	1.67e-07	3.55e-09	-6.9107185	10.80116	-1.74234319	ID1	inhibitor of DNA binding 1, HLH protein
35820_at	1.67e-07	3.58e-09	-6.9085364	10.79285	-2.07711762	GM2A	GM2 ganglioside activator
32272_at	1.69e-07	3.62e-09	-6.9056736	10.781947	-1.14237153	TUBA1B	tubulin alpha 1b
41233_at	1.70e-07	3.66e-09	-6.9027181	10.770692	-1.10599076	TMEM135///DNAJB6	transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
905_at	1.70e-07	3.67e-09	-6.9023955	10.769463	-0.87137558	GUK1	guanylate kinase 1
41749_at	1.74e-07	3.79e-09	6.8941011	10.737879	0.95894252	C21orf33	chromosome 21 open reading frame 33
41158_at	1.74e-07	3.80e-09	6.8934822	10.735522	1.99037076	PLP1	proteolipid protein 1
38995_at	1.80e-07	3.94e-09	6.8841383	10.699946	2.03328815	CLDN5	claudin 5
195_s_at	1.81e-07	3.97e-09	-6.8824109	10.693369	-1.62142611	CASP4	caspase 4
1206_at	1.83e-07	4.03e-09	-6.878604	10.678876	-1.40220337	CDK5	cyclin dependent kinase 5
1718_at	1.89e-07	4.18e-09	-6.8691506	10.642891	-0.81473962	ARPC2	actin related protein 2/3 complex subunit 2
1521_at	1.89e-07	4.20e-09	-6.8680392	10.63866	-1.32702803	NME1	NME/NM23 nucleoside diphosphate kinase 1
541_g_at	1.89e-07	4.21e-09	6.8672886	10.635803	1.63103261	HSPB2	heat shock protein family B (small) member 2
37363_at	1.90e-07	4.26e-09	-6.864279	10.624348	-1.12865054	MTSS1	metastasis suppressor 1
34857_at	1.90e-07	4.26e-09	-6.864183	10.623982	-1.45536582	ATP13A3	ATPase 13A3
37406_at	1.90e-07	4.27e-09	6.8636068	10.62179	1.79467156	MAPRE2	microtubule associated protein RP/EB family member 2
41306_at	1.92e-07	4.34e-09	6.8596631	10.606779	0.82828244	NECAB3	N-terminal EF-hand calcium binding protein 3
35472_at	1.93e-07	4.37e-09	-6.8576856	10.599254	-1.80361533	KCNJ15	potassium voltage-gated channel subfamily J member 15
40057_at	1.96e-07	4.45e-09	6.8532202	10.58226	5.06146571	PYGM	phosphorylase, glycogen, muscle
1552_i_at	1.96e-07	4.48e-09	6.8512148	10.574628	1.73630833	CYP2A13	cytochrome P450 family 2 subfamily A member 13
437_at	1.96e-07	4.49e-09	-6.8509566	10.573646	-3.55355503	MMP3	matrix metallopeptidase 3
32318_s_at	1.96e-07	4.51e-09	-6.8495187	10.568174	-1.05280624	ACTB	actin beta
40774_at	1.96e-07	4.53e-09	-6.8487449	10.565229	-0.87485409	LOC101927137///CCT3	uncharacterized LOC101927137///chaperonin containing TCP1 subunit 3
35213_at	1.98e-07	4.59e-09	6.8454442	10.552669	0.94241896	WBP4	WW domain binding protein 4
40743_at	2.00e-07	4.63e-09	6.8430135	10.543421	3.30265274	AMPD1	adenosine monophosphate deaminase 1
33339_g_at	2.02e-07	4.70e-09	-6.8391442	10.528698	-1.49050251	STAT1	signal transducer and activator of transcription 1
37602_at	2.05e-07	4.78e-09	6.8348573	10.512388	3.16339463	GAMT	guanidinoacetate N-methyltransferase
36039_s_at	2.05e-07	4.80e-09	6.8339249	10.508841	2.90754034	SH3BGR	SH3 domain binding glutamate rich protein
31508_at	2.05e-07	4.82e-09	6.832968	10.5052	1.91103248	TXNIP	thioredoxin interacting protein
33880_at	2.06e-07	4.85e-09	6.8311345	10.498225	0.92187879	ACSL3	acyl-CoA synthetase long-chain family member 3
39320_at	2.06e-07	4.88e-09	-6.8296734	10.492667	-1.9877461	CASP1	caspase 1
40407_at	2.10e-07	5.00e-09	-6.8236728	10.46984	-1.81470739	KPNA2	karyopherin subunit alpha 2
38156_at	2.11e-07	5.03e-09	-6.8219828	10.463411	-1.62403394	MDFI	MyoD family inhibitor
38228_g_at	2.12e-07	5.06e-09	6.8203362	10.457148	1.80103489	MITF	melanogenesis associated transcription factor
40108_at	2.17e-07	5.21e-09	-6.8130089	10.429279	-1.05215106	BZW1	basic leucine zipper and W2 domains 1
38480_s_at	2.22e-07	5.33e-09	-6.8069916	10.406395	-0.6603527	UBE2I	ubiquitin conjugating enzyme E2 I
653_at	2.22e-07	5.35e-09	-6.8060329	10.402749	-1.82583975	RFC5	replication factor C subunit 5
39665_at	2.22e-07	5.38e-09	6.8049449	10.398611	2.30541908	GLRB	glycine receptor beta
1038_s_at	2.22e-07	5.41e-09	-6.8035381	10.393262	-1.06682301	IFNGR1	interferon gamma receptor 1
34414_at	2.34e-07	5.70e-09	6.7901898	10.342508	1.92507137	KIAA0368	KIAA0368
40257_at	2.35e-07	5.75e-09	6.7878583	10.333643	0.98175757	KANK3	KN motif and ankyrin repeat domains 3
37342_s_at	2.36e-07	5.79e-09	6.7861192	10.327032	1.09853351	IVD	isovaleryl-CoA dehydrogenase
893_at	2.36e-07	5.81e-09	-6.785154	10.323363	-1.23252195	UBE2S	ubiquitin conjugating enzyme E2 S
35704_at	2.39e-07	5.90e-09	6.781273	10.308609	2.91650721	PLA2G16	phospholipase A2 group XVI
41403_at	2.39e-07	5.93e-09	-6.7798781	10.303307	-0.85756903	SNRPF	small nuclear ribonucleoprotein polypeptide F
33678_i_at	2.41e-07	6.00e-09	-6.7769013	10.291991	-1.40705715	TUBB4B	tubulin beta 4B class IVb
41517_g_at	2.51e-07	6.26e-09	-6.7661881	10.251273	-1.72708037	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
35817_at	2.51e-07	6.28e-09	6.7654997	10.248657	2.10581348	MBP	myelin basic protein
41007_at	2.53e-07	6.35e-09	6.762492	10.237227	2.30031446	MYOZ3	myozenin 3
35281_at	2.55e-07	6.42e-09	-6.7595124	10.225904	-2.55392292	LAMC2	laminin subunit gamma 2
40717_at	2.55e-07	6.44e-09	-6.7587724	10.223092	-2.15714408	CTSV	cathepsin V
34867_at	2.56e-07	6.49e-09	6.7569654	10.216225	2.65857892	FABP3	fatty acid binding protein 3
37022_at	2.56e-07	6.52e-09	6.7558289	10.211907	1.26006238	PRELP	proline and arginine rich end leucine rich repeat protein
32860_g_at	2.60e-07	6.62e-09	-6.7516898	10.19618	-1.5541243	STAT1	signal transducer and activator of transcription 1
39364_s_at	2.64e-07	6.75e-09	6.7468491	10.177788	2.69032796	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
40398_s_at	2.64e-07	6.79e-09	6.7453706	10.172171	2.87741502	MEOX2	mesenchyme homeobox 2
40505_at	2.64e-07	6.82e-09	-6.7441849	10.167667	-1.35521208	UBE2L6	ubiquitin conjugating enzyme E2 L6
39052_at	2.64e-07	6.84e-09	-6.7435175	10.165131	-3.1922508	KRT14	keratin 14
38391_at	2.64e-07	6.84e-09	-6.7433903	10.164648	-1.66844342	CAPG	capping actin protein, gelsolin like
38084_at	2.65e-07	6.89e-09	-6.7415142	10.157521	-0.8562114	CBX3	chromobox 3
39632_at	2.71e-07	7.06e-09	-6.7355001	10.134676	-4.03492421	MMP13	matrix metallopeptidase 13
34408_at	2.74e-07	7.15e-09	6.7321625	10.121998	2.00301123	RTN2	reticulon 2
151_s_at	2.74e-07	7.18e-09	-6.7311381	10.118107	-0.96849169	TUBB	tubulin beta class I
41169_at	2.79e-07	7.33e-09	-6.7259516	10.098409	-1.74871816	PLAUR	plasminogen activator, urokinase receptor
39408_at	2.80e-07	7.40e-09	6.7232244	10.088052	1.15156776	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
38517_at	2.80e-07	7.42e-09	-6.7228176	10.086507	-1.10593643	IRF9	interferon regulatory factor 9
36026_at	2.84e-07	7.54e-09	6.7184921	10.070081	4.40220026	PGAM2	phosphoglycerate mutase 2
32069_at	2.91e-07	7.74e-09	-6.7119941	10.045407	-1.24248659	N4BP1	NEDD4 binding protein 1
31503_at	3.00e-07	8.02e-09	6.7028773	10.010795	0.74881071		
41569_at	3.00e-07	8.04e-09	-6.7020705	10.007732	-1.0690553	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
AFFX-HUMISGF3A/M97935_3_at	3.06e-07	8.22e-09	-6.6965547	9.986794	-1.6488337	STAT1	signal transducer and activator of transcription 1
39073_at	3.11e-07	8.42e-09	-6.690317	9.963118	-1.1712889	NME1	NME/NM23 nucleoside diphosphate kinase 1
36414_s_at	3.11e-07	8.43e-09	-6.6900655	9.962164	-1.41531474	CASK	calcium/calmodulin dependent serine protein kinase
32563_at	3.11e-07	8.45e-09	-6.6895354	9.960152	-1.73822711	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
38420_at	3.11e-07	8.48e-09	-6.6885486	9.956407	-2.07195369	COL5A2	collagen type V alpha 2 chain
1055_g_at	3.11e-07	8.49e-09	-6.6883297	9.955576	-0.99735823	RFC4	replication factor C subunit 4
37421_f_at	3.11e-07	8.51e-09	-6.6877155	9.953245	-1.39880117	HLA-F	major histocompatibility complex, class I, F
1715_at	3.15e-07	8.64e-09	-6.6836676	9.937883	-1.70518723	TNFSF10	tumor necrosis factor superfamily member 10
1482_g_at	3.17e-07	8.71e-09	-6.681844	9.930963	-2.69403597	MMP12	matrix metallopeptidase 12
106_at	3.19e-07	8.79e-09	-6.6795139	9.922121	-2.05397056	RUNX3	runt related transcription factor 3
160030_at	3.22e-07	8.90e-09	6.676087	9.909117	1.54758642	GHR	growth hormone receptor
464_s_at	3.25e-07	9.02e-09	-6.6726989	9.896262	-1.35865045	IFI35	interferon induced protein 35
546_at	3.25e-07	9.06e-09	6.671645	9.892263	2.43763623	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
33756_at	3.25e-07	9.07e-09	6.6714113	9.891377	2.23938598	AOC3	amine oxidase, copper containing 3
33516_at	3.31e-07	9.26e-09	6.6659959	9.870832	1.54897	HBD	hemoglobin subunit delta
37326_at	3.35e-07	9.39e-09	-6.6625548	9.857777	-1.38237943	PLP2	proteolipid protein 2
39721_at	3.37e-07	9.47e-09	-6.6604272	9.849707	-1.12378642	EFNB1	ephrin B1
429_f_at	3.44e-07	9.70e-09	-6.654127	9.82581	-1.0065526	TUBB4A	tubulin beta 4A class IVa
32324_at	3.46e-07	9.80e-09	-6.6515991	9.816222	-0.84654558	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
40879_at	3.46e-07	9.82e-09	-6.6511283	9.814437	-1.04720136	BICD2	BICD cargo adaptor 2
40798_s_at	3.48e-07	9.89e-09	-6.6492318	9.807244	-1.62944568	ADAM10	ADAM metallopeptidase domain 10
AFFX-HSAC07/X00351_3_at	3.54e-07	1.01e-08	-6.6439825	9.787338	-0.91106894	ACTB	actin beta
31859_at	3.55e-07	1.02e-08	-6.6425106	9.781757	-2.87880871	MMP9	matrix metallopeptidase 9
39230_at	3.60e-07	1.03e-08	-6.6385246	9.766642	-2.34256145	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
36677_at	3.60e-07	1.03e-08	-6.6377223	9.763601	-1.16082045	COPB2	coatomer protein complex subunit beta 2
1450_g_at	3.80e-07	1.10e-08	-6.6230627	9.708026	-0.84602479	PSMA4	proteasome subunit alpha 4
41724_at	3.82e-07	1.10e-08	-6.6209675	9.700084	-1.07041038	BCAP31	B-cell receptor-associated protein 31
32117_at	3.84e-07	1.11e-08	-6.619171	9.693275	-0.68718891	AATF	apoptosis antagonizing transcription factor
37076_at	3.85e-07	1.12e-08	6.6179068	9.688484	1.93922086	SLC2A4	solute carrier family 2 member 4
1309_at	3.85e-07	1.12e-08	-6.6165949	9.683512	-0.75053124	PSMB3	proteasome subunit beta 3
37592_at	3.88e-07	1.13e-08	6.6144888	9.67553	4.07976363	CKMT2	creatine kinase, mitochondrial 2
40122_at	3.97e-07	1.16e-08	-6.6073957	9.64865	-1.01283046	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
39366_at	3.97e-07	1.17e-08	6.6070124	9.647198	2.92819786	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
35435_s_at	4.11e-07	1.21e-08	6.5971219	9.609724	1.57549271	HADH	hydroxyacyl-CoA dehydrogenase
1463_at	4.11e-07	1.21e-08	-6.5968085	9.608537	-1.07006508	PTPN12	protein tyrosine phosphatase, non-receptor type 12
39061_at	4.14e-07	1.23e-08	-6.5939453	9.597691	-1.93848021	BST2	bone marrow stromal cell antigen 2
1909_at	4.17e-07	1.24e-08	6.5918463	9.589739	1.55458197	BCL2	BCL2, apoptosis regulator
894_g_at	4.20e-07	1.25e-08	-6.5892798	9.580018	-1.16557626	UBE2S	ubiquitin conjugating enzyme E2 S
36987_at	4.21e-07	1.26e-08	-6.5877684	9.574293	-1.12894456	LMNB2	lamin B2
38708_at	4.23e-07	1.27e-08	-6.5857786	9.566756	-0.90848611	RAN	RAN, member RAS oncogene family
36247_f_at	4.26e-07	1.28e-08	6.583664	9.558747	2.82690474	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
39029_at	4.26e-07	1.28e-08	-6.5829411	9.55601	-0.72275613	BUD31	BUD31 homolog
33667_at	4.27e-07	1.29e-08	-6.5816406	9.551084	-0.98470779	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
40412_at	4.46e-07	1.35e-08	-6.5699355	9.50676	-2.15640415	PTTG1	pituitary tumor-transforming 1
1347_at	4.51e-07	1.37e-08	-6.5657782	9.49102	-1.76863495	CDC25B	cell division cycle 25B
32229_at	4.51e-07	1.37e-08	-6.5656822	9.490657	-0.70476133	EIF4E2	eukaryotic translation initiation factor 4E family member 2
38717_at	4.58e-07	1.40e-08	6.5609377	9.472696	2.1269192	METTL7A	methyltransferase like 7A
35717_at	4.67e-07	1.43e-08	6.55505	9.450409	2.77763894	ABCA8	ATP binding cassette subfamily A member 8
33807_at	4.76e-07	1.46e-08	6.5497113	9.430203	1.35158901	PLEKHA6	pleckstrin homology domain containing A6
32119_at	4.83e-07	1.49e-08	6.5449974	9.412364	1.66141199	ZBTB20	zinc finger and BTB domain containing 20
36614_at	4.84e-07	1.49e-08	-6.5437942	9.407811	-1.14054835	HSPA5	heat shock protein family A (Hsp70) member 5
999_at	4.88e-07	1.51e-08	6.5411877	9.397948	1.5153885	CYP27A1	cytochrome P450 family 27 subfamily A member 1
38618_at	4.99e-07	1.55e-08	-6.5341786	9.371429	-1.46583646	LIMK2	LIM domain kinase 2
38247_at	4.99e-07	1.55e-08	-6.5337723	9.369892	-2.05434538	F2RL1	F2R like trypsin receptor 1
33411_g_at	4.99e-07	1.56e-08	-6.5331308	9.367465	-2.27083195	ITGA6	integrin subunit alpha 6
39634_at	4.99e-07	1.56e-08	6.5329355	9.366726	1.25369243	SLIT2	slit guidance ligand 2
41400_at	5.00e-07	1.56e-08	-6.5317337	9.362179	-1.566662	TK1	thymidine kinase 1
942_at	5.03e-07	1.58e-08	6.5298645	9.355108	1.90704676	RGN	regucalcin
33424_at	5.12e-07	1.61e-08	-6.5243728	9.334335	-1.12813939	RPN1	ribophorin I
35987_g_at	5.13e-07	1.62e-08	6.5230556	9.329353	0.89198725	KAT8	lysine acetyltransferase 8
35099_at	5.16e-07	1.63e-08	-6.5213333	9.322839	-2.17115983	APOL1	apolipoprotein L1
39878_at	5.17e-07	1.64e-08	6.5201547	9.318381	2.34779191	PCDH9	protocadherin 9
34377_at	5.22e-07	1.66e-08	6.5165695	9.304822	3.80323941	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
41745_at	5.22e-07	1.66e-08	-6.5163915	9.304149	-1.46493637	IFITM3	interferon induced transmembrane protein 3
37263_at	5.25e-07	1.68e-08	-6.5136909	9.293937	-1.82280707	GGH	gamma-glutamyl hydrolase
34183_at	5.25e-07	1.68e-08	6.513567	9.293468	1.37180562	CCDC69	coiled-coil domain containing 69
32063_at	5.27e-07	1.69e-08	6.5116556	9.28624	1.46981178	PBX1	PBX homeobox 1
40356_at	5.28e-07	1.70e-08	-6.51025	9.280926	-2.37648235	CLCA2	chloride channel accessory 2
32376_at	5.28e-07	1.70e-08	6.5100941	9.280336	1.49823478	SLC25A20	solute carrier family 25 member 20
34648_at	5.29e-07	1.71e-08	-6.5089657	9.276069	-1.07387433	SSR1	signal sequence receptor subunit 1
39550_at	5.29e-07	1.71e-08	6.5084541	9.274135	1.17623023	COLGALT2	collagen beta(1-O)galactosyltransferase 2
34921_at	5.38e-07	1.75e-08	6.5034725	9.255301	1.89046458	SEC14L5	SEC14 like lipid binding 5
714_at	5.40e-07	1.76e-08	6.5020574	9.249951	2.46393361	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
34793_s_at	5.42e-07	1.77e-08	-6.5001754	9.242836	-1.47840722	PLS3	plastin 3
40367_at	5.48e-07	1.79e-08	-6.4969727	9.230729	-1.85727611	BMP2	bone morphogenetic protein 2
39945_at	5.68e-07	1.86e-08	-6.4868131	9.192331	-2.10666496	FAP	fibroblast activation protein alpha
38014_at	5.74e-07	1.89e-08	-6.4839079	9.181352	-0.95037062	ADAR	adenosine deaminase, RNA specific
40202_at	5.84e-07	1.93e-08	6.4785673	9.161172	1.46220074	KLF9	Kruppel like factor 9
1248_at	5.85e-07	1.93e-08	-6.4777911	9.158239	-0.79361506	POLR2H	RNA polymerase II subunit H
574_s_at	5.90e-07	1.95e-08	-6.47493	9.147429	-1.84414966	CASP1	caspase 1
37014_at	5.99e-07	1.99e-08	-6.4702488	9.129745	-1.90232966	MX1	MX dynamin like GTPase 1
34472_at	6.01e-07	2.00e-08	-6.4688309	9.124389	-1.4148186	FZD6	frizzled class receptor 6
39534_at	6.07e-07	2.03e-08	6.4655334	9.111933	0.86505902	TSSK2	testis specific serine kinase 2
31521_f_at	6.20e-07	2.07e-08	-6.4597695	9.090164	-1.63495348	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
38125_at	6.34e-07	2.12e-08	-6.4533107	9.065773	-2.47983689	SERPINE1	serpin family E member 1
36271_at	6.34e-07	2.13e-08	6.4527596	9.063692	2.41961243	KIAA1024	KIAA1024
38085_at	6.46e-07	2.17e-08	-6.4472559	9.042912	-1.16723948	CBX3	chromobox 3
41766_at	6.57e-07	2.22e-08	6.4422092	9.023859	1.43905094	MAN2A2	mannosidase alpha class 2A member 2
32215_i_at	6.82e-07	2.31e-08	6.4320707	8.985592	1.27882198	RHOBTB3	Rho related BTB domain containing 3
37734_at	6.88e-07	2.34e-08	-6.4286885	8.972828	-0.96606021	MOB1A	MOB kinase activator 1A
33494_at	6.88e-07	2.34e-08	6.4286631	8.972732	1.33070331	ETFDH	electron transfer flavoprotein dehydrogenase
925_at	6.96e-07	2.37e-08	-6.4246939	8.957754	-1.65054046	IFI30///PIK3R2	IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2
38721_at	6.96e-07	2.38e-08	6.4245799	8.957324	0.86854408	CALCOCO1	calcium binding and coiled-coil domain 1
35759_at	7.08e-07	2.42e-08	-6.4195579	8.938376	-0.84078784	CCT2	chaperonin containing TCP1 subunit 2
40816_at	7.14e-07	2.45e-08	-6.4168494	8.928158	-1.1185273	PWP1	PWP1 homolog, endonuclein
35742_at	7.14e-07	2.46e-08	6.4160124	8.925	1.33778556	C16orf45	chromosome 16 open reading frame 45
37133_at	7.16e-07	2.47e-08	6.4147617	8.920282	1.36203235	SRPK3	SRSF protein kinase 3
37446_at	7.26e-07	2.51e-08	6.4108787	8.905635	1.7930112	GPRASP1	G protein-coupled receptor associated sorting protein 1
39747_at	7.36e-07	2.55e-08	-6.4067767	8.890163	-0.80221315	POLR2G	RNA polymerase II subunit G
32134_at	7.38e-07	2.56e-08	-6.4054129	8.885019	-1.69105769	TES	testin LIM domain protein
33337_at	7.48e-07	2.60e-08	-6.4012087	8.869164	-0.91230486	DEGS1	delta 4-desaturase, sphingolipid 1
41338_at	7.52e-07	2.62e-08	6.3992391	8.861737	1.20944985	AES	amino-terminal enhancer of split
685_f_at	7.56e-07	2.64e-08	-6.3972686	8.854307	-1.3950276	LOC101930571///TUBA3D///TUBA3E///TUBA3C	tubulin alpha-3E chain-like///tubulin alpha 3d///tubulin alpha 3e///tubulin alpha 3c
36131_at	7.57e-07	2.65e-08	-6.3964001	8.851033	-1.41624693	CLIC1	chloride intracellular channel 1
35345_at	7.57e-07	2.66e-08	6.3958453	8.848941	1.42230873	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
676_g_at	7.57e-07	2.66e-08	-6.3952546	8.846714	-1.09354907	IFITM2///IFITM3///IFITM1	interferon induced transmembrane protein 2///interferon induced transmembrane protein 3///interferon induced transmembrane protein 1
31845_at	7.61e-07	2.68e-08	-6.3934535	8.839923	-1.85202391	ELF4	E74 like ETS transcription factor 4
38233_at	7.88e-07	2.79e-08	-6.3836877	8.803108	-1.42677162	HOMER3	homer scaffolding protein 3
1761_at	7.97e-07	2.82e-08	6.380397	8.790706	2.33478233	PDGFRL	platelet derived growth factor receptor like
1577_at	8.03e-07	2.85e-08	6.3777774	8.780833	1.95597657	AR	androgen receptor
35216_at	8.13e-07	2.89e-08	6.3741708	8.767241	1.97964089	ME3	malic enzyme 3
32150_at	8.21e-07	2.93e-08	6.3710188	8.755364	0.85496276	GOLGA4	golgin A4
32718_at	8.32e-07	2.97e-08	-6.3669038	8.73986	-1.52795442	TPST1	tyrosylprotein sulfotransferase 1
