ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1475_s_at	3.92e-04	6.10e-05	4.3128051	1.397124	0.66052162	MYB	MYB proto-oncogene, transcription factor
1402_at	3.93e-04	6.11e-05	-4.3122961	1.395454	-1.2892045	LYN	LYN proto-oncogene, Src family tyrosine kinase
34162_at	3.94e-04	6.13e-05	4.3114622	1.392717	0.82676448	RBPMS	RNA binding protein with multiple splicing
34765_at	3.95e-04	6.16e-05	-4.3102888	1.388867	-0.90160125	PUM3	pumilio RNA binding family member 3
39854_r_at	3.96e-04	6.18e-05	4.3092112	1.385331	0.78598675	PNPLA2	patatin like phospholipase domain containing 2
40439_at	3.97e-04	6.19e-05	-4.3085079	1.383024	-1.37321954	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
719_g_at	3.98e-04	6.20e-05	-4.3080853	1.381638	-0.96019089	HTRA1	HtrA serine peptidase 1
41384_at	3.98e-04	6.22e-05	-4.3073479	1.379219	-1.25712344	RIPK2	receptor interacting serine/threonine kinase 2
34909_at	3.98e-04	6.22e-05	4.3072663	1.378952	1.50759438	PHTF2	putative homeodomain transcription factor 2
40454_at	3.98e-04	6.23e-05	-4.3069639	1.37796	-1.300076	FAT1	FAT atypical cadherin 1
35670_at	3.98e-04	6.23e-05	4.3068222	1.377495	1.00771884	LOC101927137///ATP1A3	uncharacterized LOC101927137///ATPase Na+/K+ transporting subunit alpha 3
39010_at	4.00e-04	6.26e-05	-4.3055884	1.373449	-0.83575549	ENSA	endosulfine alpha
37285_at	4.02e-04	6.29e-05	4.3039078	1.367939	0.62836644	ALAS2	5'-aminolevulinate synthase 2
35226_at	4.03e-04	6.31e-05	4.3032196	1.365682	1.55420908	EYA2	EYA transcriptional coactivator and phosphatase 2
41686_s_at	4.03e-04	6.32e-05	4.3028979	1.364628	0.94431769	LOC102725213///LOC102724062///LOC101930363///LOC101928349///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC102724062///uncharacterized LOC101930363///uncharacterized LOC101928349///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B
2012_s_at	4.04e-04	6.33e-05	-4.3023971	1.362986	-0.78199249	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
36347_f_at	4.05e-04	6.35e-05	-4.3013212	1.35946	-0.95189078	HIST1H2BN	histone cluster 1, H2bn
41247_at	4.05e-04	6.36e-05	4.3007496	1.357586	0.6933083	KCNB1	potassium voltage-gated channel subfamily B member 1
39502_at	4.07e-04	6.39e-05	4.2993347	1.35295	0.64161995	DPYSL4	dihydropyrimidinase like 4
742_at	4.07e-04	6.40e-05	4.2992059	1.352528	0.90263718	HABP2	hyaluronan binding protein 2
32678_at	4.10e-04	6.44e-05	4.2973909	1.346581	1.49417762	MYO5A	myosin VA
799_at	4.11e-04	6.46e-05	4.2961701	1.342582	0.56270912	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
41253_s_at	4.11e-04	6.47e-05	-4.2959272	1.341787	-0.59372733	PLEKHB2	pleckstrin homology domain containing B2
34824_at	4.12e-04	6.48e-05	-4.2954671	1.34028	-0.74570225	UBQLN2	ubiquilin 2
37961_at	4.12e-04	6.49e-05	4.2949397	1.338552	0.70252172	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
35686_s_at	4.13e-04	6.50e-05	4.2943187	1.336519	0.48436094	CMC4///MTCP1	C-X9-C motif containing 4///mature T-cell proliferation 1
1420_s_at	4.13e-04	6.51e-05	4.2939989	1.335472	0.62831902	MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2	microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2
34299_at	4.15e-04	6.55e-05	4.2923641	1.330119	0.83620685	PATZ1	POZ/BTB and AT hook containing zinc finger 1
38942_r_at	4.15e-04	6.55e-05	4.2921484	1.329413	0.76894591	SPC25	SPC25, NDC80 kinetochore complex component
34851_at	4.15e-04	6.56e-05	-4.2919722	1.328836	-0.70907552	AURKA	aurora kinase A
33279_s_at	4.15e-04	6.56e-05	4.2919652	1.328813	0.82539603	ACSM3	acyl-CoA synthetase medium-chain family member 3
40710_at	4.15e-04	6.56e-05	4.2917567	1.32813	1.66414566	CLGN	calmegin
34910_s_at	4.18e-04	6.61e-05	4.2895318	1.320848	1.47614019	PHTF2	putative homeodomain transcription factor 2
37784_at	4.19e-04	6.62e-05	4.2891895	1.319727	0.68095827	CDH6	cadherin 6
32243_g_at	4.19e-04	6.64e-05	4.2885006	1.317473	2.03862409	CRYAB	crystallin alpha B
32668_at	4.21e-04	6.67e-05	4.2869951	1.312547	1.27911833	SSBP2	single stranded DNA binding protein 2
34177_at	4.21e-04	6.67e-05	-4.2868959	1.312222	-0.53764113	B4GALT2	beta-1,4-galactosyltransferase 2
31798_at	4.22e-04	6.68e-05	4.2865435	1.311069	1.69657193	TFF1	trefoil factor 1
35783_at	4.22e-04	6.69e-05	-4.2859978	1.309284	-0.62640212	VAMP3	vesicle associated membrane protein 3
754_s_at	4.23e-04	6.71e-05	-4.2851596	1.306542	-0.89404467	BCR	BCR, RhoGEF and GTPase activating protein
34124_at	4.23e-04	6.72e-05	4.2848886	1.305656	0.8210957		
38540_at	4.24e-04	6.74e-05	4.2840764	1.302999	1.44165642	MRAS	muscle RAS oncogene homolog
32567_at	4.25e-04	6.75e-05	4.2836187	1.301502	1.09500615	CHKA	choline kinase alpha
38574_at	4.25e-04	6.76e-05	4.2831996	1.300132	1.19800795	ABCA5	ATP binding cassette subfamily A member 5
34303_at	4.26e-04	6.78e-05	4.2821206	1.296603	1.27556479	ZCCHC24	zinc finger CCHC-type containing 24
34644_at	4.27e-04	6.79e-05	-4.2816374	1.295023	-0.67683825	B2M	beta-2-microglobulin
33601_at	4.29e-04	6.83e-05	4.280334	1.290762	0.67556407	ZNF804A	zinc finger protein 804A
39473_r_at	4.31e-04	6.86e-05	4.2787478	1.285577	0.67253506		
34571_at	4.31e-04	6.86e-05	4.278657	1.28528	1.37233071	GNAT2	G protein subunit alpha transducin 2
41087_at	4.32e-04	6.89e-05	-4.2775848	1.281776	-1.23633425	DLX5	distal-less homeobox 5
37875_at	4.33e-04	6.92e-05	4.2764707	1.278135	0.85536322	GPA33	glycoprotein A33
40856_at	4.33e-04	6.92e-05	4.2764174	1.277961	0.96380846	SERPINF1	serpin family F member 1
36102_at	4.34e-04	6.93e-05	4.2759612	1.27647	1.05608026	VDAC3	voltage dependent anion channel 3
32211_at	4.36e-04	6.97e-05	-4.2744094	1.2714	-0.75211799	PSMD13	proteasome 26S subunit, non-ATPase 13
113_i_at	4.36e-04	6.98e-05	4.2740112	1.2701	1.42956216	MAPT	microtubule associated protein tau
32969_r_at	4.36e-04	6.98e-05	4.27379	1.269377	0.68548758	VGF	VGF nerve growth factor inducible
590_at	4.38e-04	7.01e-05	4.272485	1.265115	0.70130232	ICAM2	intercellular adhesion molecule 2
1750_at	4.40e-04	7.04e-05	-4.2714305	1.261671	-0.84410124	FARSA	phenylalanyl-tRNA synthetase alpha subunit
37066_at	4.41e-04	7.07e-05	4.2702412	1.257787	0.79447183	PRTN3	proteinase 3
34333_at	4.41e-04	7.07e-05	-4.2701775	1.257579	-0.76314573	JOSD1	Josephin domain containing 1
41461_at	4.42e-04	7.09e-05	4.2693809	1.254978	0.66196838	PMS1	PMS1 homolog 1, mismatch repair system component
33256_at	4.42e-04	7.09e-05	4.2691756	1.254308	1.02973984	SLC25A12	solute carrier family 25 member 12
40746_at	4.45e-04	7.14e-05	4.267313	1.248228	1.70881357	GRIA2	glutamate ionotropic receptor AMPA type subunit 2
34685_at	4.46e-04	7.16e-05	4.2664636	1.245456	0.53668337	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
37161_at	4.47e-04	7.19e-05	4.2652728	1.24157	0.77404212	RSL1D1	ribosomal L1 domain containing 1
211_at	4.48e-04	7.19e-05	-4.2650013	1.240684	-0.64432451	DR1	down-regulator of transcription 1
31794_at	4.48e-04	7.20e-05	4.2647292	1.239796	0.51115485	NT5C2	5'-nucleotidase, cytosolic II
33953_at	4.48e-04	7.21e-05	4.2642696	1.238296	0.73994075		
1214_s_at	4.49e-04	7.22e-05	4.2639756	1.237337	1.40794667	IFNB1	interferon beta 1
959_at	4.49e-04	7.24e-05	4.2632308	1.234907	1.04681568	CDC42	cell division cycle 42
40466_at	4.49e-04	7.24e-05	4.2631687	1.234705	0.40998405	NFYC	nuclear transcription factor Y subunit gamma
2024_s_at	4.51e-04	7.26e-05	-4.2622447	1.231691	-1.3827562	LYN	LYN proto-oncogene, Src family tyrosine kinase
39978_at	4.54e-04	7.32e-05	4.2598443	1.223862	1.24063687	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
33720_at	4.56e-04	7.36e-05	-4.258411	1.219189	-0.95344311	PNO1	partner of NOB1 homolog
1142_at	4.56e-04	7.36e-05	4.2583946	1.219135	0.57899313		
38954_at	4.56e-04	7.36e-05	4.2582732	1.218739	0.85651686	VIPR2	vasoactive intestinal peptide receptor 2
31506_s_at	4.56e-04	7.36e-05	4.2581838	1.218448	0.92677727	DEFA1B///DEFA3///DEFA1	defensin alpha 1B///defensin alpha 3///defensin alpha 1
32526_at	4.57e-04	7.38e-05	4.2574231	1.215968	1.34883077	JAM3	junctional adhesion molecule 3
35523_at	4.57e-04	7.40e-05	4.2569063	1.214283	0.89005632	HPGDS	hematopoietic prostaglandin D synthase
1929_at	4.57e-04	7.40e-05	4.2568681	1.214159	1.30963242	ANGPT1	angiopoietin 1
38770_at	4.58e-04	7.41e-05	-4.2563398	1.212437	-1.59293373	ADAM12	ADAM metallopeptidase domain 12
34367_at	4.58e-04	7.42e-05	4.2558383	1.210802	0.63915293	PHGDH	phosphoglycerate dehydrogenase
38009_at	4.59e-04	7.43e-05	4.2554377	1.209497	0.73992953	SPDEF	SAM pointed domain containing ETS transcription factor
40087_at	4.59e-04	7.44e-05	4.2550292	1.208165	0.73786297	UNC13B	unc-13 homolog B
2041_i_at	4.61e-04	7.48e-05	4.2537496	1.203995	0.82068772	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
38756_at	4.66e-04	7.56e-05	4.250504	1.193422	0.73021329	RAP1A	RAP1A, member of RAS oncogene family
38461_at	4.69e-04	7.61e-05	4.2485345	1.187008	3.33434768	NEB	nebulin
36640_at	4.69e-04	7.62e-05	4.2480767	1.185517	2.79059407	MYL2	myosin light chain 2
33776_at	4.69e-04	7.63e-05	4.2477644	1.1845	0.58952587	RWDD3	RWD domain containing 3
37712_g_at	4.69e-04	7.63e-05	4.2477326	1.184397	2.04615068	MEF2C	myocyte enhancer factor 2C
40291_r_at	4.69e-04	7.64e-05	4.2475412	1.183773	0.57576743	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
36780_at	4.70e-04	7.65e-05	4.2472632	1.182868	1.72836562	CLU	clusterin
39967_at	4.71e-04	7.67e-05	4.2465149	1.180432	1.0604249	LDOC1	leucine zipper down-regulated in cancer 1
39327_at	4.71e-04	7.68e-05	-4.246089	1.179045	-0.98135353	PXDN	peroxidasin
39763_at	4.72e-04	7.70e-05	4.2452756	1.176397	0.85698192	HPX	hemopexin
559_s_at	4.76e-04	7.76e-05	4.2429899	1.168959	0.82737067	TLX1	T-cell leukemia homeobox 1
34537_at	4.77e-04	7.78e-05	4.2422748	1.166632	0.91270868	LOC100996843///KCNJ18///KCNJ12	ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
38074_at	4.78e-04	7.80e-05	-4.2413868	1.163743	-0.56760374	AP3S1	adaptor related protein complex 3 sigma 1 subunit
33110_at	4.78e-04	7.81e-05	4.241129	1.162904	0.56240986	SOX2	SRY-box 2
39402_at	4.78e-04	7.82e-05	-4.2406405	1.161315	-1.03239399	IL1B	interleukin 1 beta
38969_at	4.78e-04	7.82e-05	-4.2405923	1.161158	-0.74146279	MYDGF	myeloid derived growth factor
319_g_at	4.79e-04	7.83e-05	-4.240209	1.159911	-0.51566269	H1FX	H1 histone family member X
33912_at	4.79e-04	7.84e-05	-4.2399497	1.159067	-0.61504603	ZMPSTE24	zinc metallopeptidase STE24
553_g_at	4.79e-04	7.84e-05	-4.2399026	1.158914	-0.77223665	ARHGAP1	Rho GTPase activating protein 1
37107_at	4.80e-04	7.86e-05	4.239353	1.157126	0.67778795	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D
36088_at	4.80e-04	7.87e-05	-4.2387598	1.155197	-0.87194881	PSMG1	proteasome assembly chaperone 1
40372_at	4.82e-04	7.90e-05	4.2375383	1.151225	1.19553136	PNLIPRP1	pancreatic lipase related protein 1
31670_s_at	4.82e-04	7.91e-05	-4.2372517	1.150293	-0.50444679	SRP72	signal recognition particle 72
38973_at	4.83e-04	7.93e-05	4.2367694	1.148724	0.60466482	HIC2	hypermethylated in cancer 2
40078_at	4.83e-04	7.94e-05	-4.2363345	1.14731	-1.33105995	PRSS23	protease, serine 23
36098_at	4.84e-04	7.96e-05	-4.2355079	1.144623	-0.50858508	SRSF1	serine and arginine rich splicing factor 1
33111_at	4.84e-04	7.96e-05	4.2353809	1.14421	1.20776582	RNF115	ring finger protein 115
36723_at	4.85e-04	7.97e-05	4.2350692	1.143197	0.73099556	HNF4A	hepatocyte nuclear factor 4 alpha
41586_at	4.86e-04	8.00e-05	4.2340786	1.139976	1.03850842	FGF18	fibroblast growth factor 18
41115_s_at	4.87e-04	8.02e-05	4.2334076	1.137795	0.63923814	BAIAP3	BAI1 associated protein 3
32996_g_at	4.87e-04	8.02e-05	4.2333432	1.137586	0.95958478	ASB4	ankyrin repeat and SOCS box containing 4
41321_s_at	4.88e-04	8.05e-05	4.2323573	1.134382	0.77154516	RMND5B	required for meiotic nuclear division 5 homolog B
32710_at	4.89e-04	8.06e-05	4.2317139	1.132291	0.85478936		
32909_at	4.91e-04	8.10e-05	4.2303916	1.127995	0.93961369	AQP5	aquaporin 5
41498_at	4.94e-04	8.14e-05	-4.2288364	1.122942	-0.80574112	CLSTN1	calsyntenin 1
37829_at	4.94e-04	8.15e-05	4.2284423	1.121662	1.34066126	GAS2	growth arrest specific 2
1524_at	4.95e-04	8.18e-05	4.2274929	1.118579	0.59153543	MOK	MOK protein kinase
34631_at	4.95e-04	8.18e-05	4.2273465	1.118103	1.54288908	EYA4	EYA transcriptional coactivator and phosphatase 4
38123_at	4.96e-04	8.20e-05	-4.2269437	1.116795	-0.72330593	CDC123	cell division cycle 123
36859_at	4.96e-04	8.20e-05	4.2266256	1.115762	1.17879678	NME5	NME/NM23 family member 5
31432_g_at	4.97e-04	8.22e-05	4.2260636	1.113937	0.74016044	FCGRT	Fc fragment of IgG receptor and transporter
38549_at	4.97e-04	8.22e-05	-4.2259419	1.113542	-2.07130449	RSAD2	radical S-adenosyl methionine domain containing 2
32010_at	4.98e-04	8.25e-05	4.2251961	1.11112	0.95078334		
32715_at	5.00e-04	8.29e-05	-4.2235223	1.105686	-1.13506733	VAMP8	vesicle associated membrane protein 8
38444_at	5.01e-04	8.30e-05	4.2231348	1.104428	2.55598296	CSRP3	cysteine and glycine rich protein 3
41456_at	5.02e-04	8.33e-05	4.2223554	1.101898	1.01126072	GATB	glutamyl-tRNA amidotransferase subunit B
36301_at	5.02e-04	8.34e-05	4.2219945	1.100727	0.53101445	INSL3	insulin like 3
39175_at	5.04e-04	8.36e-05	-4.2210921	1.097799	-1.50482968	PFKP	phosphofructokinase, platelet
38737_at	5.04e-04	8.37e-05	4.2207485	1.096683	1.90833178	IGF1	insulin like growth factor 1
38965_at	5.04e-04	8.37e-05	4.2206474	1.096356	0.78681508	ACAN	aggrecan
32598_at	5.04e-04	8.38e-05	-4.2205556	1.096058	-1.41406869	NELL2	neural EGFL like 2
38742_s_at	5.06e-04	8.42e-05	4.2191234	1.091411	1.11471454	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
721_g_at	5.06e-04	8.42e-05	4.2189186	1.090746	0.64260293	HSF4	heat shock transcription factor 4
39563_at	5.06e-04	8.43e-05	4.2187869	1.090319	0.70732495	MIA3	MIA family member 3, ER export factor
35955_at	5.09e-04	8.48e-05	4.2170182	1.084582	0.71892402	CECR7	cat eye syndrome chromosome region, candidate 7 (non-protein coding)
31988_at	5.10e-04	8.50e-05	4.2162968	1.082242	1.0900888	NXPH3	neurexophilin 3
38858_at	5.12e-04	8.54e-05	4.2148904	1.077681	0.56919037	KCNH2	potassium voltage-gated channel subfamily H member 2
37681_i_at	5.14e-04	8.57e-05	4.2137627	1.074024	1.22594752	SNHG4///MATR3	small nucleolar RNA host gene 4///matrin 3
35888_at	5.15e-04	8.59e-05	4.2131213	1.071945	0.88810548	RLBP1	retinaldehyde binding protein 1
38773_at	5.15e-04	8.60e-05	-4.2128498	1.071065	-1.03984731	CBR1	carbonyl reductase 1
41637_at	5.17e-04	8.63e-05	4.211897	1.067976	0.63494584	DEXI	Dexi homolog
31662_at	5.17e-04	8.64e-05	4.2115893	1.066979	0.69360103	VPS45	vacuolar protein sorting 45 homolog
36030_at	5.20e-04	8.69e-05	4.209661	1.060729	0.75338419	IFFO1	intermediate filament family orphan 1
37253_at	5.24e-04	8.76e-05	4.2074643	1.053612	1.55272206	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
37967_at	5.25e-04	8.79e-05	-4.2065966	1.050801	-1.2565694	LST1	leukocyte specific transcript 1
36939_at	5.25e-04	8.79e-05	4.2064155	1.050215	1.46059479	GPM6A	glycoprotein M6A
1351_at	5.25e-04	8.79e-05	-4.2063522	1.05001	-0.74098458	EPHB4	EPH receptor B4
41701_at	5.26e-04	8.82e-05	4.2055041	1.047263	1.1530343	C6	complement component 6
33095_i_at	5.26e-04	8.82e-05	4.2053547	1.046779	0.61871736	BFSP2	beaded filament structural protein 2
38281_at	5.27e-04	8.84e-05	-4.2049513	1.045472	-0.59596673	CASP7	caspase 7
37317_at	5.28e-04	8.86e-05	4.2042777	1.043291	0.85481248	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1
37298_at	5.32e-04	8.93e-05	4.2017779	1.035198	0.46715853	GABARAP	GABA type A receptor-associated protein
32482_at	5.33e-04	8.95e-05	4.2011748	1.033245	1.33119885	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit
1787_at	5.34e-04	8.98e-05	4.2000843	1.029715	1.63393605	CDKN1C	cyclin dependent kinase inhibitor 1C
35647_at	5.35e-04	8.99e-05	4.1997017	1.028477	1.28059618	XPC	XPC complex subunit, DNA damage recognition and repair factor
1073_at	5.36e-04	9.02e-05	-4.1987847	1.02551	-0.67637059	TCEA1	transcription elongation factor A1
37780_at	5.36e-04	9.03e-05	4.1985577	1.024775	1.22481801	PCLO	piccolo presynaptic cytomatrix protein
1751_g_at	5.36e-04	9.03e-05	-4.198468	1.024485	-0.60956459	FARSA	phenylalanyl-tRNA synthetase alpha subunit
41641_at	5.37e-04	9.05e-05	-4.1978726	1.022558	-1.66917111	LYPD3	LY6/PLAUR domain containing 3
39094_at	5.37e-04	9.05e-05	4.1978017	1.022329	0.61466229	BRD4	bromodomain containing 4
32151_at	5.37e-04	9.06e-05	-4.1976373	1.021797	-0.63057796	RANGAP1	Ran GTPase activating protein 1
38176_at	5.38e-04	9.08e-05	-4.196796	1.019075	-0.88236457	GNB5	G protein subunit beta 5
31523_f_at	5.42e-04	9.16e-05	-4.1944607	1.011521	-0.88811601	HIST1H2BE	histone cluster 1, H2be
37377_i_at	5.43e-04	9.16e-05	-4.1942365	1.010796	-0.74904278	LMNA	lamin A/C
31825_at	5.46e-04	9.22e-05	4.1923787	1.004788	0.72353192	SERPIND1	serpin family D member 1
40068_at	5.47e-04	9.25e-05	-4.1915654	1.002159	-0.98213424	STX5	syntaxin 5
34845_at	5.47e-04	9.26e-05	4.1911112	1.00069	0.65082616	SAMM50	SAMM50 sorting and assembly machinery component
38883_at	5.47e-04	9.26e-05	4.1910948	1.000638	0.90918812		
31962_at	5.47e-04	9.27e-05	4.1909604	1.000203	0.41563885	RPL37A	ribosomal protein L37a
35151_at	5.51e-04	9.33e-05	-4.1888846	0.993493	-0.8156931	CDK2AP2	cyclin dependent kinase 2 associated protein 2
160028_s_at	5.53e-04	9.37e-05	4.1877529	0.989836	0.8725827	RET	ret proto-oncogene
41824_at	5.53e-04	9.38e-05	-4.1874484	0.988852	-0.68480663	UTP18	UTP18, small subunit processome component
32752_at	5.54e-04	9.40e-05	4.1867376	0.986555	0.6826378	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
39688_at	5.56e-04	9.44e-05	4.1855219	0.982628	0.4414079	DPF2	double PHD fingers 2
37449_i_at	5.59e-04	9.48e-05	4.18423	0.978455	0.91094019	GNAS	GNAS complex locus
31446_s_at	5.60e-04	9.51e-05	4.1831957	0.975114	1.58731045	SMR3A///SMR3B	submaxillary gland androgen regulated protein 3A///submaxillary gland androgen regulated protein 3B
40330_at	5.62e-04	9.54e-05	4.1823717	0.972453	1.32338225	PLCE1	phospholipase C epsilon 1
1311_at	5.63e-04	9.57e-05	-4.1814666	0.969531	-0.50298684	PSMB4	proteasome subunit beta 4
37680_at	5.65e-04	9.62e-05	4.1801128	0.96516	0.94260509	AKAP12	A-kinase anchoring protein 12
41688_at	5.69e-04	9.69e-05	4.1778619	0.957895	1.25993507	PLLP	plasmolipin
38571_at	5.70e-04	9.69e-05	-4.1776914	0.957344	-0.98659747	FGFR1OP	FGFR1 oncogene partner
34214_at	5.70e-04	9.72e-05	4.177023	0.955188	1.23978097	TRIL	TLR4 interactor with leucine rich repeats
38093_at	5.70e-04	9.72e-05	-4.1769562	0.954972	-0.49917159	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
40819_at	5.71e-04	9.73e-05	4.1765883	0.953785	0.47788673	RBM8A	RNA binding motif protein 8A
37218_at	5.71e-04	9.73e-05	-4.1764812	0.953439	-0.71413212	BTG3	BTG anti-proliferation factor 3
36691_at	5.71e-04	9.74e-05	4.1761939	0.952512	0.92611376	KYAT1	kynurenine aminotransferase 1
41801_at	5.71e-04	9.75e-05	4.1761282	0.9523	1.11137195	FBXL5	F-box and leucine rich repeat protein 5
34889_at	5.74e-04	9.81e-05	-4.1743223	0.946474	-0.83414086	ATP6V1A	ATPase H+ transporting V1 subunit A
1898_at	5.75e-04	9.82e-05	-4.1739508	0.945276	-1.72580438	TRIM29	tripartite motif containing 29
38585_at	5.75e-04	9.82e-05	4.1738316	0.944891	1.70148892	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
40024_at	5.75e-04	9.84e-05	4.1734017	0.943505	0.89472699	STAC	SH3 and cysteine rich domain
2005_s_at	5.75e-04	9.84e-05	4.1733452	0.943322	0.62092307	JAK3	Janus kinase 3
36232_at	5.75e-04	9.85e-05	4.1730111	0.942245	1.2319935	FGF13	fibroblast growth factor 13
40003_at	5.76e-04	9.87e-05	4.1724592	0.940465	0.86457744	GP2	glycoprotein 2
33392_at	5.78e-04	9.90e-05	-4.1715735	0.937609	-0.44446998	WIPI2	WD repeat domain, phosphoinositide interacting 2
36576_at	5.79e-04	9.93e-05	-4.1706681	0.934689	-0.5451669	H2AFY	H2A histone family member Y
37487_at	5.79e-04	9.93e-05	4.1705734	0.934384	0.49557226	TNRC6B	trinucleotide repeat containing 6B
31788_at	5.80e-04	9.94e-05	-4.1702175	0.933236	-1.06883776	ZBED4	zinc finger BED-type containing 4
387_at	5.80e-04	9.96e-05	-4.169807	0.931913	-0.45708399	CDK9	cyclin dependent kinase 9
35093_at	5.80e-04	9.97e-05	4.1695351	0.931036	0.62921164	P2RX6	purinergic receptor P2X 6
35638_at	5.83e-04	1.00e-04	4.168115	0.926459	1.06009935	RUNX1T1	RUNX1 translocation partner 1
1303_at	5.87e-04	1.01e-04	-4.1659145	0.919367	-1.0193008	SH3BP2	SH3 domain binding protein 2
40333_at	5.87e-04	1.01e-04	4.1655891	0.918318	1.08417102	BMP4	bone morphogenetic protein 4
35723_at	5.89e-04	1.01e-04	-4.1646542	0.915306	-0.6177472	NUDT1	nudix hydrolase 1
34157_f_at	5.89e-04	1.01e-04	-4.1646097	0.915163	-0.84199827	HIST1H2AL	histone cluster 1, H2al
32610_at	5.90e-04	1.02e-04	-4.1641034	0.913532	-1.16719108	PDLIM4	PDZ and LIM domain 4
37941_at	5.90e-04	1.02e-04	4.1639234	0.912952	2.56692777	MYBPC2	myosin binding protein C, fast type
1023_at	5.91e-04	1.02e-04	4.1626164	0.908742	0.76979624	EPO	erythropoietin
39095_at	5.91e-04	1.02e-04	4.1625331	0.908474	4.09080257	MYH7	myosin, heavy chain 7, cardiac muscle, beta
39583_at	5.91e-04	1.02e-04	4.1624719	0.908277	0.78114798	LRRN2	leucine rich repeat neuronal 2
41284_at	5.91e-04	1.02e-04	4.1623815	0.907985	1.23731628	INPP5A	inositol polyphosphate-5-phosphatase A
37040_at	5.91e-04	1.02e-04	-4.1623453	0.907869	-0.73552532	GANAB	glucosidase II alpha subunit
36663_at	5.95e-04	1.03e-04	4.1604092	0.901634	0.56456065	NPPA	natriuretic peptide A
1958_at	5.99e-04	1.03e-04	4.1585755	0.89573	1.51457968	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
32585_at	5.99e-04	1.04e-04	4.1582696	0.894745	0.96290175	EPB41L2	erythrocyte membrane protein band 4.1 like 2
37044_at	6.02e-04	1.04e-04	-4.1566467	0.889521	-1.3094611	MIR7110///PDIA5	microRNA 7110///protein disulfide isomerase family A member 5
35474_s_at	6.06e-04	1.05e-04	-4.1546376	0.883056	-1.58069856	COL1A1	collagen type I alpha 1 chain
38381_at	6.06e-04	1.05e-04	-4.1545113	0.88265	-0.57035841	STX3	syntaxin 3
33891_at	6.06e-04	1.05e-04	-4.1542205	0.881714	-0.72654537	CLIC4	chloride intracellular channel 4
160040_at	6.06e-04	1.05e-04	4.1540368	0.881124	1.41459311	EDN3	endothelin 3
39751_at	6.06e-04	1.05e-04	4.1538956	0.880669	0.40470857	ZDHHC3	zinc finger DHHC-type containing 3
40029_at	6.06e-04	1.05e-04	4.1536185	0.879777	0.53987547	MEGF6	multiple EGF like domains 6
35988_i_at	6.06e-04	1.05e-04	4.1535049	0.879412	0.66780837	KAT8	lysine acetyltransferase 8
37329_at	6.07e-04	1.05e-04	4.1531249	0.87819	0.57634305	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
33996_at	6.07e-04	1.05e-04	4.1530641	0.877994	1.19909802	NMBR	neuromedin B receptor
36456_at	6.10e-04	1.06e-04	-4.1515697	0.873187	-0.48305459	ZZZ3	zinc finger ZZ-type containing 3
37617_at	6.10e-04	1.06e-04	4.1512874	0.87228	0.67954736	CCSER2	coiled-coil serine rich protein 2
40203_at	6.10e-04	1.06e-04	4.1509925	0.871331	0.7012688	EIF1	eukaryotic translation initiation factor 1
41854_at	6.10e-04	1.06e-04	4.1508253	0.870793	1.21774393	MYB	MYB proto-oncogene, transcription factor
40989_at	6.10e-04	1.06e-04	4.150665	0.870278	0.87442468		
34263_s_at	6.10e-04	1.06e-04	4.1505075	0.869771	1.55638497	DIAPH2	diaphanous related formin 2
38140_at	6.13e-04	1.07e-04	4.1491463	0.865394	1.41770873	EXTL1	exostosin like glycosyltransferase 1
39831_at	6.13e-04	1.07e-04	4.148862	0.86448	0.63353173	SRRT	serrate, RNA effector molecule
34604_at	6.17e-04	1.08e-04	4.1468558	0.858031	0.92591187	SLC6A4	solute carrier family 6 member 4
