Updated.gene.symbol	logFC	P.Value
MIR6787///SLC16A3	-1.03165739	0.00108
MIR6805///RPL28	-0.24572545	0.0227
MIR6831///APBB3	0.65523131	2.11e-05
MIR6834///PFDN6	-0.23106486	0.104
CPSF1	-0.49242536	0.12
MIR6872///SEMA3B	1.22292508	0.000484
MIR6875///TRIP6	-0.27289817	0.0551
PER1	0.74278689	1.11e-06
MIR6884///MED24	-0.06687513	0.808
MIR7109///PISD	-0.42192326	0.05
MIR7110///PDIA5	-1.3094611	0.000104
MIR7112///BOP1	-1.05984377	4.11e-08
MIR7113///MIR4691///NDUFS8	0.31156705	0.114
MIR7703///PSME2	-0.8104681	3.8e-06
MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG2///IGHG1	-2.20141406	0.00301
MIR8085///BCL3	0.46364573	0.0045
NELFA	0.18803517	0.108
MISP	0.13930722	0.553
MITF	1.8946485	9.19e-06
MKI67	-0.97203741	0.000495
MKL1	-0.56040661	0.00143
MKLN1	-0.07578199	0.65
MKNK1	-0.0890245	0.387
MKNK2	0.69496987	1.68e-05
MKRN1	0.06850119	0.467
MKRN3	0.28985115	0.251
MLANA	0.74688114	0.0249
MLC1	0.99149926	0.00142
MLEC	0.11548521	0.357
MLF1	0.45176511	0.321
MLF2	-0.14655712	0.203
MLH1	0.6421657	0.000861
MLH3	0.40492828	0.0751
MLLT1	0.9733576	0.00147
MLLT10	0.49977519	0.0799
MLLT11	-0.98176328	0.0386
MLLT3	0.73309653	0.045
MLN	0.15731449	0.401
MLX	-0.05125017	0.707
MLXIP	0.37900973	0.0654
MMACHC	0.33989262	0.0688
MMD	-0.34749085	0.313
MME	0.94684984	0.000287
MMP1	-5.49854482	1.78e-14
MMP10	-4.08296826	5.79e-08
MMP11	-0.94230736	0.00254
MMP12	-2.69403597	8.71e-09
MMP13	-4.03492421	7.06e-09
MMP14	-0.63986017	0.00147
MMP15	1.42205953	1.45e-06
MMP16	1.03002559	0.00171
MMP17	0.09696879	0.541
MMP19	0.43689038	0.0172
MMP2	0.14092259	0.515
MMP20	0.7845235	0.0101
MMP23A///MMP23B	0.32218042	0.106
MMP24	0.53954536	0.0051
MMP25	0.48716756	0.00134
MMP3	-3.55355503	4.49e-09
MMP7	-1.23833981	0.0741
MMP8	1.1239264	0.0062
MMP9	-2.87880871	1.02e-08
MMRN1	0.70762995	0.0299
MMS19	0.16951125	0.165
MN1	0.79148741	0.0455
MNAT1	0.19856077	0.363
MNDA	-0.42353256	0.121
MNT	-0.38875331	0.0246
MNX1	0.30013809	0.252
MOAP1	0.84293525	2.36e-07
MOB1A	-0.96606021	2.34e-08
MOBP	0.19482482	0.389
MOCS1	0.86636254	2.23e-05
MOCS3	0.60330586	0.0328
MOG	0.8197907	0.000645
MOGS	-0.33176357	0.0781
MOK	0.59153543	8.18e-05
MON2	0.64384119	0.000964
MORC2	-0.42583215	0.0154
MORC3	-0.28722261	0.0143
MORF4L2	-0.65876531	0.00016
MOS	0.57144783	0.0465
MOXD1	-0.08079422	0.817
MPC2	0.47004144	0.0127
MPDU1	-1.11690091	0.000491
MPDZ	1.1635226	0.0013
MPG	-0.16156121	0.255
MPHOSPH10	-0.06930709	0.53
MPHOSPH6	-0.69758003	1.2e-05
MPHOSPH8	0.40714644	0.1
MPHOSPH9	-0.5684169	0.0742
MPI	0.40336685	0.089
MPL	0.51730266	0.0457
MPO	0.98456291	0.000746
MPP1	0.52577272	0.00805
MPP2	0.48806065	0.109
MPP3	0.39123644	0.03
MPP6	-0.34193022	0.325
MPPE1	0.21902722	0.0739
MPPED1	0.77689487	0.00108
MPPED2	1.81194655	2.79e-05
MPRIP	0.73294442	0.00193
MPST	0.25448757	0.0259
MPV17	-0.54190412	0.000235
MPZ	0.97465875	4.33e-05
MPZL1	-0.38937718	0.0208
MPZL2	-0.86337017	0.00106
MR1	-0.43584412	0.0743
MRAS	1.44165642	6.74e-05
MRC1	-0.03948266	0.855
MRC2	0.15315282	0.399
MRE11A	-0.79844225	0.00865
MRFAP1L1	-0.37320742	0.0803
MROH7	0.98553378	2e-04
MRPL12///SLC25A10	-0.02137748	0.862
MRPL19	-0.3826436	0.113
MRPL23	0.17669696	0.0614
MRPL28	-0.74383975	0.00173
MRPL3	-0.48886071	0.000503
MRPL33	0.82926651	5.39e-05
MRPL40	0.42046185	0.0234
MRPL49	-0.59451924	0.0011
MRPL58	-0.0900541	0.583
MRPL9	-0.17884925	0.166
MRPS11	0.1210879	0.336
MRPS12	-1.16504022	2.67e-06
MRPS14	0.93707237	0.0131
MRPS18B	0.51303635	0.00226
MRPS27	0.4618657	0.000342
MRPS31	0.36030523	0.013
MRS2	0.02261681	0.914
MS4A1	0.94825898	0.0303
MS4A2	0.55316848	0.0917
MS4A3	0.43143169	0.0976
MSANTD3-TMEFF1///TMEFF1	0.36674825	0.394
MSC	0.01645685	0.93
MSH2	-0.39737976	0.00653
MSH3	0.35211992	0.00884
MSH4	0.72333824	0.0467
MSH5-SAPCD1///SAPCD1///MSH5	-0.02048301	0.899
MSH6	-0.06781555	0.625
MSI1	0.61394071	0.0096
MSL1	0.16736169	0.213
MSL3	-0.08873693	0.532
MSLN	0.26360469	0.442
MSMB	0.81648556	0.0536
MSMO1	-1.3997481	1.17e-05
MSN	-1.64863742	1.48e-14
MSR1	0.37370782	0.283
MST1L	1.28973309	3.28e-06
MST1R	-0.13152485	0.556
MSTN	2.17968381	3.82e-05
MSX1	1.24104435	1.65e-06
MSX2	1.41067528	0.0012
MSX2P1	0.16830185	0.403
MT1A	-0.1978934	0.436
MT1B	-0.09199718	0.597
MT1E	-0.33320366	0.113
MT1F	-0.01711105	0.935
MT1G	0.40607825	0.125
MT1H	0.04112187	0.804
MT1P3///MT1M///MT1G///MT1F	0.10537236	0.585
MT1X	0.72834717	0.0243
MT2A	-0.1161373	0.746
MT3	0.85277226	0.000136
MT4	0.87919839	0.00852
MTA1	0.5057926	0.00162
MTAP	-0.56750588	0.15
MTCL1	-0.36092256	0.0734
MTDH	-1.03825142	0.000142
MTERF1	0.18314283	0.551
MTERF4	0.72377526	0.00487
MTF1	-0.20031559	0.127
MTF2	-0.34923578	0.0418
MTFR1	-0.31784722	0.0137
MTG1	0.06118213	0.655
MTHFD1	0.1701237	0.261
MTHFD2	-0.40482553	0.0339
MTHFR	1.02633519	2.57e-05
MTIF2	0.16543535	0.249
MTM1	-0.35105227	0.107
MTMR1	-0.18980656	0.335
MTMR11	0.10561187	0.669
MTMR2	0.0355757	0.858
MTMR3	-0.00327006	0.984
MTMR4	0.1643413	0.304
MTMR6	0.20568028	0.141
MTMR7	0.90083988	0.011
MTMR9	0.54862339	5.19e-05
MTNR1B	0.60238751	0.000428
MTOR	0.19267202	0.205
MTR	0.4306619	0.0097
MTRF1L	0.61834532	0.133
MTRR	-0.56848453	0.00672
MTSS1	-1.12865054	4.26e-09
MTSS1L	0.46527949	0.077
MTTP	0.58140582	0.0248
MTUS1	1.34002966	3.19e-08
MTUS2	0.85304169	0.0157
MTX1	0.71121153	0.00351
MTX2	-0.30613392	0.0795
MUC1	0.53933701	0.0697
MUC2	1.35213104	0.000262
MUC3A	1.01285527	1.24e-05
MUC3B///MUC3A	0.77578135	1.05e-05
MUC4	0.81578562	0.000418
MUC5AC	0.70072447	0.00126
MUC5B	2.02065679	0.00092
MUC6	0.76517223	5.72e-06
MUC7	2.9760464	0.000503
MUC8	0.56182154	0.0246
MUSK	1.2501893	4.84e-05
MUT	0.30034759	0.0109
MUTYH	0.14018045	0.258
MVD	-0.78707974	0.00965
MVK	0.47297316	0.000236
MVP	-0.53192105	0.000123
MX1	-1.90232966	1.99e-08
MX2	-0.65254555	0.00653
MXD1	-0.69372964	0.143
MXI1	0.33427872	0.0287
MXRA5	-0.94185387	0.00416
MXRA7	0.46732588	0.000667
MXRA8	0.34735406	0.0422
MYB	1.21774393	0.000106
MYBL1	0.79917082	0.0752
MYBL2	-1.63741424	3.68e-06
MYBPC1	4.0930516	4.84e-07
MYBPC2	2.56692777	0.000102
MYBPC3	0.30418896	0.253
MYBPH	0.06048578	0.883
MYC	-0.7518438	0.013
MYCBP	-0.46960764	0.000658
MYCBP2	-0.21439566	0.183
MYCL	-0.93583517	0.000325
MYCLP1	0.67397925	0.000844
MYCN	0.4032368	0.0771
MYCNOS	0.69740827	0.00758
MYD88	-1.05562744	1.74e-06
MYDGF	-0.74146279	7.82e-05
MYEF2	0.60813093	0.00409
MYF5	1.29761129	0.000598
MYF6	2.30081306	4.38e-06
MYH10	-0.98892717	0.0225
MYH11	3.67295893	9.83e-12
MYH15	0.77247763	0.000343
MYH2	3.14294215	0.000435
MYH3	0.45937602	0.217
MYH6	1.66207645	9.8e-06
MYH7	4.09080257	0.000102
MYH8	1.1313431	0.0237
MYH9	-1.05215278	3.95e-08
MYL1	3.18106588	0.00462
MYL12A	0.24079356	0.309
MYL12B	-0.81263047	2.99e-06
MYL2	2.79059407	7.62e-05
MYL3	3.86507529	4.17e-06
MYL4	0.43582862	0.148
MYL5	1.1412634	0.000288
MYL6	-0.4268653	0.00122
MYL6B	1.76529977	7.06e-06
MYL7	0.42172416	0.103
MYL9	1.43144584	0.00104
MYLK	-0.47190078	0.106
MYLPF	3.85286696	0.000237
MYO10	-2.06265935	3.88e-11
MYO16	0.61547936	0.0484
MYO18A///TIAF1	0.76291516	0.00146
MYO1A	0.82457877	0.00291
MYO1B	-2.56621324	5.18e-16
MYO1C	0.06303352	0.658
MYO1D	-0.70971861	0.0132
MYO1E	-0.70885801	1.61e-06
MYO1F	-0.47892292	0.074
MYO5A	-2.52325753	5.9e-12
MYO6	-0.32911676	0.165
MYO7A	0.54026534	0.00322
MYO9B	0.47215309	0.000815
MYOC	4.06899166	8.63e-13
MYOD1	0.90247477	0.00312
MYOF	-1.67757187	3.54e-08
MYOG	0.80199535	0.00182
MYOM1	3.17658769	5.71e-08
MYOM2	2.50469414	2.64e-05
MYOZ2	3.04251077	1.63e-05
MYOZ3	2.30031446	6.35e-09
MYRF	0.62085968	0.0192
MYRIP	1.62724012	1.3e-06
MYT1	0.68709368	0.0347
MYT1L	0.51527745	0.162
MZF1	0.55035467	2.22e-05
N4BP1	-1.24248659	7.74e-09
N4BP2L1	1.13775619	0.000962
N4BP2L2	0.84772937	0.000362
N4BP2L2-IT2	0.17636407	0.363
N4BP3	1.1099221	0.000191
NAA10	-0.27167689	0.0511
NAAA	0.61968232	0.0668
NAALAD2	0.54952921	0.153
NAALADL1	0.223951	0.137
NAB1	-0.79155098	8.06e-07
NAB2	-0.21929987	0.259
NACA	-0.22839527	0.0731
NACAD	0.5366729	0.0517
NACC2	-0.05607467	0.791
NADK	-0.60417151	0.0142
NAE1	-0.33555739	0.0059
NAGA	-0.28394124	0.0586
NAGLU	0.06177088	0.669
NAGPA	-0.60419858	0.0133
NAIP	0.504254	0.149
NALCN-AS1	0.51121787	0.031
NAMPT	-0.02815476	0.901
NAP1L1	0.40953853	0.0377
NAP1L3	1.18470867	0.00212
NAP1L4	-0.12726188	0.161
NAPA	-0.52629139	0.0106
NAPG	0.04283232	0.814
NARS	0.02308558	0.862
NASP	-0.52369477	0.00363
NAT1	-0.80960743	0.00782
NAT2	1.08371259	0.000956
NAT6	0.95157402	0.000311
NAT8B///NAT8	0.38814477	0.115
NAT9	-0.05314021	0.719
NAV3	-0.08565696	0.681
NBAS	0.36942674	0.00016
NBEAL2	-0.53266874	0.11
NBN	-0.32153882	0.0172
NBR1	0.28953416	0.0562
NBR2	-0.19658254	0.386
NCALD	0.84154707	0.00632
NCAM1	1.2847771	4.01e-05
NCAM2	1.0723196	0.00628
NCAN	0.60149207	0.0617
NCAPD2	-0.72273632	0.00893
NCAPD3	-0.56847886	0.00589
NCAPH	-0.36387637	0.244
NCAPH2	0.12008892	0.317
NCBP1	-0.41681744	0.0178
NCBP2	-0.98154957	4.33e-05
NCDN	0.27200007	0.191
NCF1C///NCF1B///NCF1	0.27139268	0.207
NCF2	-0.9427061	0.000385
NCF4	0.66499801	0.00421
NCK1	-0.46878625	0.0198
NCK2	0.23972697	0.315
NCKAP1	-0.40251094	0.0114
NCKAP1L	-0.17508119	0.598
NCKIPSD	0.67028281	3.27e-05
NCL	-0.40132082	0.00103
NCLN	-1.23304109	1.16e-07
NCOA1	0.92780807	4.89e-06
NCOA2	0.22462142	0.426
NCOA3	-0.44803864	0.00369
NCOA4	-0.03358983	0.849
NCOA6	-0.31495477	0.0299
NCOR2	0.69681568	1.11e-05
NCR1	0.35424968	0.189
NCR2	0.66269965	0.000355
NCR3	0.85486816	0.00019
NCSTN	-0.05581067	0.598
NDC80	-2.01463328	1.26e-06
NDEL1	-1.396082	2.82e-06
NDN	1.19532733	0.00353
NDP	1.09268234	0.00198
NDRG1	-1.66323795	4.17e-08
NDRG2	1.07375557	1.93e-05
NDRG4	-0.25487823	0.313
NDST1	-0.15222683	0.33
NDST2	0.08811433	0.739
NDUFA1	0.72222317	0.000159
NDUFA2	0.70268861	3.07e-05
NDUFA5	0.92925271	5.66e-05
NDUFA6	0.49379089	0.000952
NDUFA7	0.6826378	9.4e-05
NDUFA9	0.51987617	0.00287
NDUFAB1	0.43761101	0.0262
NDUFAF1	1.02737094	0.00207
NDUFAF3	0.62098407	4.36e-05
NDUFB1	0.6199903	0.000233
NDUFB3	0.46271921	0.0374
NDUFB5	0.37246038	0.0448
NDUFB6	0.39319199	0.187
NDUFB7	0.55414345	0.000648
NDUFB8	0.41480092	0.00184
NDUFC1	0.50560334	0.0031
NDUFS1	0.81703033	0.000197
NDUFS2	0.76060292	6.86e-07
NDUFS3	0.60788265	0.000371
NDUFS4	0.82701941	1.18e-06
NDUFS5	0.16085559	0.27
NDUFS6	0.0815609	0.605
NDUFS7	1.01609714	0.000467
NDUFV1	0.57634305	0.000105
NDUFV2	0.4553385	0.141
NEB	3.33434768	7.61e-05
NEBL	0.67561247	0.048
NECAB2	0.70485753	0.00296
NECAB3	0.82828244	4.34e-09
NECAP1	-0.53297424	0.0273
NECTIN1	0.3408764	0.0432
NECTIN2	-0.25636548	0.0575
NECTIN3	1.0435303	0.000316
NEDD4	-0.2349939	0.484
NEDD4L	0.84609074	4.48e-07
NEDD8	-0.60055794	3.33e-05
NEDD9	0.18482546	0.47
NEFH	0.94462426	0.00244
NEFL	-2.3986692	6.7e-07
NEFM	-0.54893765	0.206
NEK1	0.54280341	0.0027
NEK2	0.2682607	0.382
NEK3	0.59576675	0.0452
NEK4	0.38389829	0.0384
NEK7	-0.11814096	0.45
NEK9	0.45031586	0.000545
NELFB	0.0636813	0.543
NELL1	1.45877108	0.00229
NELL2	-1.41406869	8.38e-05
NEMF	0.51173611	0.0026
NEMP1	-0.5652635	0.0298
NENF	0.69841069	0.000848
NEO1	0.32658714	0.0704
NET1	0.46831703	0.172
NEU1	-0.76360198	0.00273
NEU3	0.68245139	0.0019
NEURL1	1.29373473	3.95e-10
NEUROD1	1.25117866	0.000508
NEUROD2	0.55184792	0.00689
NEUROG3	0.23679851	0.371
NF1	0.04641009	0.907
NF1P9///NF1	0.78993772	0.0683
NF2	1.56272428	3.37e-05
NFASC	1.44701859	6.18e-06
NFAT5	0.62670166	0.00117
NFATC1	0.89422711	0.00612
NFATC2IP	-0.50401319	0.054
NFATC3	0.33356229	0.0129
NFATC4	0.58911018	0.00317
NFE2	0.68422377	0.0291
NFE2L1	0.72653216	0.00177
NFE2L2	-0.53731652	0.0263
NFE2L3	-0.79868274	0.0301
NFIA	0.8175256	0.000285
NFIB	1.92736625	1.43e-11
NFIC	0.5787802	0.000176
NFIL3	-0.19569254	0.479
NFIX	1.34327137	5.21e-05
NFKB1	-0.45243571	0.00209
NFKB2	-0.78003273	0.00482
NFKBIA	-0.57260436	0.000505
NFKBIB	0.0589402	0.736
NFKBIE	-0.78811323	0.000952
NFKBIL1	-0.04524079	0.846
NFRKB	0.67123658	0.00876
NFX1	0.14667303	0.279
NFYA	-0.84661308	3.99e-05
NFYB	0.3454893	0.00403
NFYC	0.40998405	7.24e-05
NGDN	0.97092936	0.000951
NGF	-0.90193704	0.00907
NGFR	0.34161348	0.0266
NHLH1	0.62895344	0.0114
NHLH2	0.61570992	0.0486
NHP2	-0.63819543	0.00375
NID1	-0.68120319	0.0271
NID2	0.08914046	0.746
NINJ1	-0.07939714	0.776
NINL	0.0859378	0.719
NIPA2	0.03981637	0.849
NIPAL3	0.24396066	0.421
NIPBL	-0.3384545	0.0966
NIPSNAP1	-0.62142486	0.000658
NISCH	0.40583332	0.0695
NIT1	-0.47227126	0.0404
NKG7	-0.10695045	0.742
NKRF	-0.7540731	0.000155
NKTR	1.18368471	0.00425
NKX2-1	0.54454725	0.00126
NKX2-2	-0.19894815	0.501
NKX2-5	0.68429816	0.00223
NKX2-8	0.48027913	0.0201
NKX3-1	1.04352487	0.000333
NKX3-2	0.19761551	0.416
NLE1	0.36642361	0.0511
NLGN1	0.42266914	0.186
NLGN4Y	0.8796964	0.0117
NLRP1	-0.76499012	0.017
NLRP3	0.35961341	0.366
NMB	-0.75338901	0.000312
NMBR	1.19909802	0.000105
NME1	-1.32702803	4.2e-09
NME1-NME2///NME2	-0.74936073	5.59e-06
NME3	-0.1724377	0.198
NME4	0.41968903	0.0135
NME5	1.17879678	8.2e-05
NME6	0.28435794	0.0641
NMI	-1.39674687	1.28e-12
NMNAT2	0.80919129	0.0118
NMT1	-0.6272085	0.000129
NMT2	0.4533905	0.000698
NMU	-0.21797819	0.623
NNAT	0.69474809	0.000747
NNT	1.71907954	9.28e-12
NOC2L	-0.89450636	0.00075
NOL3	0.43689647	0.103
NOL4	1.43451682	1.89e-05
NOL7	0.71078872	0.000115
NOLC1	-0.53479386	0.000787
NONO	-0.54981448	0.000195
NOP14	0.45265524	0.0373
NOP14-AS1	0.72664395	0.0257
NOP16	-1.16773977	1.64e-05
NOP2	-0.96664437	3.42e-05
NORAD	0.0855765	0.74
NOS1	0.31807188	0.229
NOS1AP	0.0247449	0.921
NOS2	0.5146189	0.000171
NOS3	0.50285894	0.128
NOTCH2	-0.19446813	0.575
NOTCH3	-0.20614615	0.503
NOTCH4	0.39935101	0.104
NOV	1.24571484	0.000741
NOVA1	1.29729081	1.8e-07
NOVA2	1.46740779	3.69e-07
NOX1	0.4476861	0.199
NPAS1	0.15866676	0.438
NPAS2	0.44784076	0.00573
NPAS3	0.60071825	0.0459
NPAT	0.16700275	0.202
NPAT///ATM	0.60890918	0.00109
NPC1	-0.63322041	2.52e-05
NPC2	-0.92141858	6.08e-06
NPEPPS	0.1404826	0.227
NPFF	0.68062288	0.000361
NPHP1	0.38424871	0.155
NPHP4	0.28319893	0.0187
NPHS1	0.88690115	0.00378
NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3	-0.16572916	0.349
NPIPB15	0.50143042	0.0184
NPM1	-0.36371284	0.0105
NPM3	-1.02997004	8.04e-07
NPPA	0.56456065	0.000103
NPPB	0.39418827	0.0455
NPR1	1.25366217	5.47e-06
NPR2	0.55244835	0.0106
NPR3	0.29036676	0.181
NPRL2	0.72534741	0.000465
NPRL3	0.48308098	0.00743
NPTN	-0.64589909	0.000228
NPTX1	0.30314553	0.215
NPTX2	0.84025362	0.00479
NPTXR	0.69058728	0.0137
NPY	1.31689198	5.1e-05
NPY1R	1.08628032	0.00056
NPY2R	1.31281727	0.000121
NPY5R	1.29599714	1.61e-05
NPY6R	1.25923487	0.000897
NQO1	-0.19830227	0.477
NQO2	0.43587031	0.00876
NR0B1	0.44944671	0.0607
NR0B2	0.78169815	0.00226
NR1D1///THRA	0.60092607	0.00298
NR1D2	0.96712787	0.00864
NR1H2	-0.06340337	0.7
NR1H3	0.23751041	0.377
NR1H4	0.7694777	0.0112
NR1I2	0.50669179	0.145
NR1I3	0.64913825	0.0577
NR2C1	0.94412061	0.000459
NR2C2	-0.1898238	0.55
NR2E1	0.77439142	0.0201
NR2E3	0.55379944	0.0234
NR2F1	0.77576842	0.0022
NR2F2	1.12670379	4.2e-06
NR2F6	0.81203894	0.00979
NR3C1	0.62515072	9.1e-06
NR3C2	1.46011709	1.25e-09
NR4A1	1.93764275	0.000322
NR4A2	1.59240893	0.00309
NR4A3	1.32260639	0.00535
NR5A1	0.82971721	2.78e-05
NR5A2	0.87289124	0.0627
NR6A1	0.69088743	0.00123
NRAS	-0.88533212	0.00341
NRCAM	0.99433753	0.00118
NRDC	-0.01104964	0.963
NREP	-0.23133546	0.254
NRF1	0.54815083	0.0354
NRG1	-0.66953739	0.0355
NRG2	1.72841513	3.21e-10
NRGN	0.51014499	0.0127
NRIP1	-0.7179012	0.00475
NRL	0.79470786	9.62e-07
NRP1	0.37023642	0.223
NRP2	0.30121317	0.292
NRTN	0.33481169	0.0886
NRXN1	1.25109142	0.000108
NRXN2	0.48733052	0.0296
NRXN3	0.64872164	0.00747
NSA2	0.21958506	0.12
NSDHL	-0.53027285	0.00107
NSFL1C	0.3699624	0.0221
NSG1	-1.55515503	9.13e-06
NSL1	0.77377519	0.0211
NSMAF	-0.4801636	5.2e-05
NSUN5P2///NSUN5P1	0.36670339	0.0565
NT5C2	0.51115485	7.2e-05
NT5E	-1.35878628	0.00364
NTF3	0.68881979	0.0177
NTHL1	-0.59177356	0.0017
NTN3	0.39881892	0.00295
NTNG1	0.95674839	0.000871
NTRK1	0.49574938	0.01
NTRK2	1.20451927	0.00115
NTRK3	2.02429677	3.24e-08
NTS	1.53595964	0.000536
NTSR1	0.25464072	0.207
NTSR2	0.54068605	0.00158
NUAK1	0.39375423	0.0378
NUBP1	0.16562203	0.275
NUCB1	-0.12356223	0.613
NUCB2	0.89195115	0.0012
NUDC	-0.2899987	0.0589
NUDCD3	0.30657875	0.153
NUDT1	-0.6177472	0.000101
NUDT13	1.29088092	0.000139
NUDT21	-0.70972463	0.000787
NUDT3	0.77759619	3.52e-09
NUDT4	0.95132961	0.00279
NUFIP1	0.54424525	0.00262
NUMA1	0.41728704	0.00609
NUP133	-0.61085625	0.00168
NUP153	-0.64201899	0.0116
NUP155	-2.27685683	1.86e-10
NUP160	-0.79086674	2.51e-05
NUP188	-0.30562964	0.0155
NUP205	-0.45870694	0.00142
NUP210	0.42038816	0.0903
NUP214	0.32944501	0.137
NUP50	-0.20019978	0.134
NUP58	-0.15184514	0.4
NUP62	-0.32710142	0.00194
NUP88	0.80330621	0.00609
NUP93	-0.24945938	0.023
NUP98	0.27050383	0.0437
NUPL2	-0.23413384	0.202
NUPR1	0.66228833	0.0036
NUS1P3	-0.14480396	0.616
NUTF2P4///NUTF2	-1.10056641	2.65e-07
NVL	-0.75054848	0.00434
NXF1	0.01551197	0.914
NXPH2	0.66540718	0.0124
NXPH3	1.0900888	8.5e-05
NXPH4	0.29304247	0.279
NXT2	-1.05915181	0.000234
OARD1	0.44764521	0.000457
OAS1	-1.49683933	2.48e-06
OAS2	-1.03074917	1.82e-05
OASL	-2.12470874	3.87e-07
OAT	0.12040199	0.42
OAZ1	-0.15243862	0.239
OAZ2	0.80883322	1.04e-05
OAZ3	0.61587435	2.94e-05
OBSCN///DKFZP434C153	0.52040467	0.0664
OBSL1	0.81812878	1.33e-05
OCA2	1.11438074	4.57e-05
OCEL1	0.61923586	0.000431
OCLN	0.41910314	0.13
OCM2	0.37529439	0.232
OCRL	0.39798119	0.00204
ODC1	-1.19537994	0.000209
ODF1	0.27482551	0.113
ODF2	-0.18607745	0.469
OFD1	0.04691542	0.764
OGDH	0.63977777	0.00225
OGFR	-0.11201071	0.554
OGG1	0.96690273	0.00201
OGT	0.38007867	0.00673
OIP5	-0.21352713	0.402
OLFM1	1.28041238	0.000415
OLFM4	1.2247535	0.012
OLFML1	1.61754297	1.18e-07
OLFML2A	-0.27448477	0.137
OLFML2B	-0.1271706	0.598
OLIG2	0.60932907	0.11
OLR1	-0.04551918	0.909
OMD	1.08339942	0.00183
ONECUT1	0.68257261	0.0278
ONECUT2	0.43302579	0.106
OPA1	-0.04888888	0.728
OPCML	0.58467006	0.0057
OPHN1	0.78528688	0.0269
OPLAH	0.47880351	0.000557
OPN1SW	0.63716352	0.000259
OPRD1	0.86754221	0.000652
OPRK1	0.8026936	9e-04
OPRL1	0.44156893	0.0585
OPRM1	0.97228094	0.0459
OPRPN	0.6198539	0.00611
OPTN	1.06162592	0.000164
OR10H3	0.54716935	0.0108
OR1E1	0.80020967	0.00561
OR2B6	0.4281805	0.045
OR2F1	0.09619529	0.472
OR2F2	0.38332523	0.0141
OR2F2///OR2F1	0.67935035	0.0469
OR2H1	0.75518955	0.00784
OR2H1///OR2H2	0.78583893	0.000173
OR2H2	0.90193086	0.0125
OR2J2	1.23873883	0.00044
OR5I1	0.8063871	0.00191
OR7A5	-0.14263083	0.692
OR7E12P	0.20221189	0.212
OR7E24	1.18925565	0.000329
ORAI2	0.41578645	0.233
ORC1	0.41290474	0.0477
ORC2	-0.19084652	0.36
ORC3	-0.47000716	0.0957
ORC4	0.584777	0.0449
ORC5	-0.50388588	0.00574
ORM2///ORM1	0.21317894	0.423
OS9	-0.07976277	0.628
OSBP	0.36627637	0.0728
OSBPL1A	0.98377804	0.000147
OSBPL2	-0.12419262	0.475
OSBPL3	-0.39071231	0.0417
OSBPL8	-0.34588524	0.0649
OSER1	0.29426555	0.212
OSGEP	0.11759255	0.566
OSGIN2	0.61289458	0.0083
OSM	0.45912611	0.0598
OSMR	-1.3547414	1.97e-06
OSR2	-0.31157011	0.336
OSTF1	-1.25808853	3.46e-07
OTC	0.99920443	0.00695
OTUD3	0.04842958	0.785
OTUD4	0.09786157	0.52
OVCA2///DPH1	-0.38234952	0.0858
OVGP1	0.81396598	0.0159
OVOL1	-0.60909639	0.0491
OVOL2	-0.54649035	0.0332
OVOL3	0.8599896	6.24e-07
OXA1L	0.51827816	1.19e-06
OXCT1	0.14406988	0.375
OXSR1	0.01789041	0.869
OXT	0.71119214	0.0109
P2RX1	0.37391119	0.0241
P2RX3	0.943339	0.00303
P2RX4	-0.60169299	0.047
P2RX5	0.97442763	0.00306
P2RX5-TAX1BP3///TAX1BP3	-1.34460116	2.41e-09
P2RX6	0.62921164	9.97e-05
P2RX7	0.45965395	0.00861
P2RY1	-0.63892093	0.0756
P2RY10	0.75105692	0.00516
P2RY14	1.17486541	0.00125
P2RY2	0.37279313	0.2
P2RY6	-1.08817722	0.000255
P3H3	0.40321302	0.118
P3H4	0.19486177	0.524
P4HA1	-0.18845429	0.406
P4HB	-0.53856479	0.00599
PA2G4	-0.25000483	0.138
PABPC1	-1.07261546	0.000198
PACRG	0.34340733	0.278
PACS2	0.3987822	0.00394
PACSIN2	0.23121152	0.363
PADI2	3.26328752	3.47e-07
PAEP	0.23459764	0.254
PAF1	0.07840066	0.536
PAFAH1B1	0.85481248	8.86e-05
PAFAH1B2	-0.19085287	0.317
PAFAH1B3	-0.58301172	0.000154
PAFAH2	-0.43996741	0.0241
PAGE1	1.13131231	3.59e-05
PAGE4	0.78115202	0.026
PAICS	-1.05549062	1.24e-07
PAIP1	-1.17929007	0.000131
PAIP2B	1.46087147	6.1e-06
PAK1	-0.67453183	0.00155
PAK2	-1.81152611	7.16e-08
PAK3	1.22489505	3.36e-05
PAK4	-0.02863911	0.873
PAK5	0.57832949	0.208
PALLD	-0.45637544	0.00143
PALM	0.99624797	0.002
PALM2-AKAP2///AKAP2	0.1683732	0.462
PAM	0.35771614	0.0612
PAMR1	1.10157617	0.00222
PAN2	0.65923586	0.0532
PANK3	0.07558827	0.747
PANX1	-0.51561502	0.1
PAPD7	-0.74898913	1.13e-05
PAPOLA	-0.30098142	0.0627
PAPPA	0.01149148	0.961
PAPPA2	0.97386693	0.00491
PAPSS1	-0.32074063	0.0425
PAPSS2	-0.0692668	0.824
PAQR3	-0.59964633	0.0435
