Updated.gene.symbol	logFC	P.Value
MAGEA1	-1.05844979	3.95e-06
BCL2L11	-1.05758517	4.82e-17
CEP15	-1.05756477	7.28e-14
SAC3D1	-1.05740219	1.26e-15
DDIAS	-1.05661987	2.38e-12
CDH2	-1.05599701	5.64e-07
COA6	-1.05542231	2.13e-23
CA9	-1.05480206	4.21e-12
AOC1	-1.05437951	6.45e-06
SOX11	-1.05365935	5.48e-06
PLAU	-1.05232626	4e-06
RANBP1	-1.05129953	2.99e-17
MCM3AP-AS1	-1.05070491	7.58e-18
CHEK2	-1.05003988	2.6e-17
SEC61A1	-1.04922453	7.58e-12
BOLA2	-1.04918101	3e-26
SLAMF7	-1.04776098	1.97e-05
LAGE3	-1.04748508	8.57e-22
KIF2A	-1.04563996	8.06e-19
GAGE3	-1.04558023	7.68e-05
GRTP1	-1.04510734	3.39e-09
MARCKS	-1.04475109	1.06e-14
ABCC5	-1.04390056	7.4e-09
CKAP4	-1.04380732	9.83e-18
SMC4	-1.04161887	1.94e-13
ELOVL4	-1.04146293	1.84e-10
UBE2QL1	-1.04071756	9.36e-06
GRHL1	-1.04051586	6.37e-07
KHDC4	-1.03899541	7.85e-19
FUT2	-1.03859064	9.8e-12
TPI1	-1.03812167	5.75e-26
LRATD1	-1.03803756	2.56e-05
FHOD3	-1.03799214	6.13e-08
STRBP	-1.03628152	7.35e-23
PAK1	-1.03556528	1.83e-16
MIB1	-1.03516496	1.32e-20
TICRR	-1.03434595	2.37e-22
ENC1	-1.03424261	5.06e-11
TIMM50	-1.03342041	2.07e-18
XPO5	-1.03189656	9.32e-20
FAM169A	-1.03147845	5.97e-10
UGGT1	-1.03109742	2.48e-25
BHLHA15	-1.03056508	2.28e-09
SNRPD1	-1.03042386	2.13e-26
DENR	-1.03001987	2.25e-22
H2AZ2	-1.02920529	7.14e-25
COL17A1	-1.02917532	5.41e-09
DCUN1D5	-1.02736145	1.18e-20
CENPH	-1.02714305	5.72e-17
CCT3	-1.02692082	2.75e-28
KICS2	-1.02559719	1.61e-22
MRPL12	-1.02535336	6.31e-24
AP1S1	-1.02519943	7.35e-14
RFC3	-1.02476771	1.18e-15
GPR37	-1.0233488	3.64e-08
NTAQ1	-1.02253492	3.19e-21
UBXN7	-1.02236294	4.66e-18
HLTF	-1.02192694	3.19e-14
TBC1D7	-1.02147226	4.59e-20
TET1	-1.0208596	3.23e-12
KIF1A	-1.02083403	5.83e-09
SLC16A14	-1.02059511	3.23e-05
UTP25	-1.0201848	2.66e-16
RMI1	-1.01965742	6.02e-17
DANCR	-1.019583	1.15e-11
IL4I1	-1.01948676	1.82e-10
FAM83F	-1.01845162	2.36e-13
HOXC9	-1.01736367	2.4e-10
RNF183	-1.01679517	1.25e-07
TUFT1	-1.01597372	4.33e-12
POPDC3	-1.01577512	2.27e-07
LINC01133	-1.01476499	5.76e-05
CDC7	-1.01440951	1.01e-09
CDK16	-1.01319088	1.03e-23
H1-2	-1.01300001	2.87e-10
GCLM	-1.01181834	5.41e-10
PKM	-1.01142164	7.71e-19
UBE2H	-1.01137749	5.15e-18
RHPN2	-1.01117573	4.12e-09
TSPAN6	-1.01110189	4.1e-11
TMEM117	-1.01087337	5.56e-12
ARTN	-1.01074808	1.48e-14
HS3ST3A1	-1.00940714	1.71e-10
ARG2	-1.00894296	1.38e-07
XPR1	-1.00881487	4.57e-14
SLC6A15	-1.00875624	4.74e-07
MRPL13	-1.0082345	1.04e-22
CCNF	-1.00802898	7.77e-22
FLAD1	-1.00794884	9.21e-27
STIP1	-1.00693057	7.49e-08
ERCC6L	-1.00665406	2.59e-21
VTCN1	-1.00619079	5.92e-07
LSM12	-1.00605445	1.11e-22
IGFBP5	-1.00556758	2.98e-14
KDELR3	-1.00511714	9.48e-10
ADAM23	-1.00476099	2.24e-07
SEMA4B	-1.00420875	2.18e-10
TF	-1.00344556	9.68e-05
PGF	-1.00317889	1.09e-10
SLC39A6	-1.00305418	3.11e-14
MYO19	-1.00250854	9.37e-25
XPOT	-1.00237593	7.33e-21
CBX3	-1.0020404	1.06e-21
TACC3	-1.00142308	9.84e-16
GJB5	-1.00103692	1.14e-10
SLC39A4	-1.00068453	2.28e-13
NUDT11	-0.99915177	1.21e-07
MRPL30	-0.9989587	1.53e-20
CALU	-0.9985187	2.05e-12
DSC2	-0.9982112	3.53e-08
SNRNP25	-0.99806659	1.85e-22
CEP41	-0.9980011	3.26e-11
EXOSC5	-0.99652199	2.07e-21
ACVR1C	-0.99560204	2.15e-08
HOOK1	-0.99468708	2.29e-13
MAGEA9	-0.99465372	8.47e-07
SOX9	-0.9930622	7.49e-05
MZB1	-0.99281687	0.000404
NAXE	-0.99235635	1.13e-24
FBXO22	-0.99092848	3.89e-24
ADAM28	-0.99090045	3.63e-07
SPC24	-0.99020434	3e-21
GINS3	-0.98965034	2.51e-18
BICDL1	-0.98862754	4.75e-15
SALL4	-0.9881978	2.48e-16
SLCO5A1	-0.9866761	1.4e-07
ENO2	-0.98622262	2.57e-11
TMEM106B	-0.98602014	8.77e-22
CENPO	-0.98351958	5.34e-18
UBE2V1	-0.98318616	5.75e-23
CEP43	-0.98265111	6.89e-18
OVOS2	-0.9825381	1.47e-05
TMF1	-0.98034127	3.19e-17
RAB10	-0.98012593	4.96e-23
APOOL	-0.97987783	1.26e-15
PTS	-0.97972018	2.04e-19
OVOL1	-0.97740381	5.52e-12
ELOVL6	-0.97729732	3.7e-08
DUS4L	-0.97675821	3.31e-19
MSH6	-0.97673785	1.62e-10
TNFRSF21	-0.97667643	5.73e-10
EPHA7	-0.97657096	8.28e-06
TUBB	-0.97565943	7.53e-19
MIX23	-0.97555385	2.06e-09
NRIP3	-0.97502581	2.67e-11
SRPK1	-0.9740903	2.21e-23
PRKAB2	-0.97393265	3.73e-14
ZNF322	-0.97332667	1.93e-15
FAM171B	-0.97331574	1.75e-07
MRPL15	-0.97300807	1.49e-21
PABPC1L	-0.97217408	7.37e-13
NGEF	-0.97152071	2.04e-14
TTLL12	-0.97140486	3.26e-19
DLG1	-0.97112605	5.09e-10
EEF1A2	-0.96748171	1.21e-07
RUNX2	-0.96745805	2.8e-07
RRM1	-0.96609002	5.87e-12
YKT6	-0.96450576	1.05e-14
CSNK2A1	-0.96376111	5.72e-28
SENP5	-0.9637126	5.04e-13
LOC440934	-0.96317214	8.84e-09
MZT2A	-0.96316731	6.85e-25
MRPL3	-0.96310886	1.18e-28
EME1	-0.96301842	7.35e-11
RHNO1	-0.9629972	4.58e-18
BMP1	-0.96237825	1.22e-14
RECQL4	-0.96225644	1.1e-25
CEP20	-0.96164416	2.45e-12
SSR1	-0.96162101	7.97e-16
LYPD1	-0.96152189	1.77e-10
IP6K2	-0.96123091	8.72e-17
MGME1	-0.96111889	6.03e-16
SNRPE	-0.96104435	1.37e-14
POF1B	-0.9609382	4.19e-08
TMPRSS11D	-0.96015941	9.04e-07
CACYBP	-0.9598306	1.15e-20
MATR3	-0.95950061	2.67e-11
PPIF	-0.95873605	2.24e-09
CD79A	-0.95873357	3.3e-07
CRIPT	-0.95867818	3.53e-25
LYPD6B	-0.95823665	3.61e-09
NUDT21	-0.95814246	6.62e-19
INTS13	-0.95810287	1.74e-18
ZNF711	-0.95796959	1.1e-05
SMC6	-0.95715516	2.13e-16
LPGAT1	-0.95685986	2.74e-12
BUB3	-0.95566913	9.24e-25
RPL22L1	-0.95520185	3.2e-13
ORC1	-0.95515903	5.66e-23
RASEF	-0.95441539	3.39e-09
LAD1	-0.9543926	6.48e-12
PMS2P5	-0.95421347	2.79e-16
PPIL1	-0.95374839	2.41e-22
CEP72	-0.95292705	1.5e-19
KRT80	-0.95272074	5.01e-10
TCF3	-0.95252921	4.92e-20
IGH	-0.9522271	7.9e-06
METTL2B	-0.95089101	3.24e-27
H2BC6	-0.94990557	2.91e-17
TXNDC17	-0.94967827	8.83e-22
RUVBL1	-0.94960886	1.9e-18
C4orf46	-0.94893928	4.64e-17
HSP90B1	-0.94856764	6.21e-09
NR0B1	-0.94848562	5.73e-06
WDR5	-0.94815018	4.48e-22
MALAT1	-0.9474577	3.84e-05
ATP13A3	-0.94548104	1.78e-12
HSPE1	-0.94440996	2.79e-21
HPRT1	-0.9438825	1.66e-17
DARS2	-0.94372624	2.43e-20
VEGFA	-0.94329018	3.95e-08
DLEU1	-0.94286148	1.27e-18
BOLA3	-0.94241468	1.81e-20
DDX39A	-0.94209447	3.57e-19
SKA2	-0.9397077	1.95e-18
FLNB	-0.93970328	7.81e-19
DERL3	-0.93846393	2.2e-06
LYPLA1	-0.9376031	1.28e-15
DCTN5	-0.9375217	8.93e-19
MTCL1	-0.93726581	3.09e-08
CXCL9	-0.93724223	0.00249
GEMIN6	-0.9365504	2.26e-21
MFN1	-0.93623205	1.48e-16
TDP1	-0.93612749	4.91e-20
ILF2	-0.93611388	3.04e-20
MRGBP	-0.93557724	2.27e-21
SNRPB	-0.93550206	1.77e-20
OLA1	-0.93526715	6.54e-28
ITGB4	-0.9351278	1.19e-07
KLRK1-AS1	-0.93505744	2.05e-08
TMEM79	-0.93486021	2.41e-18
HYLS1	-0.93436855	2.57e-14
PROX1	-0.93404717	1.58e-05
CCT6A	-0.93371498	6.85e-22
NUP62CL	-0.93276108	3.88e-11
PSMG3	-0.93227063	1.3e-20
BZW2	-0.93148441	7.16e-17
FOXG1	-0.93112844	0.000121
DNAJC9	-0.93075443	4.81e-27
CSTF2	-0.93000072	2.08e-28
EIF5A	-0.92966424	0.000613
FAM162A	-0.92929338	6.78e-17
CMSS1	-0.92916918	3.85e-13
MEST	-0.92842852	1.95e-07
MMP14	-0.92825855	7.52e-10
FARP1	-0.92809811	7.4e-11
ALDOA	-0.92776936	2.24e-16
CBFA2T2	-0.92742526	7.35e-12
ABCA12	-0.92682825	6.93e-11
PUS7	-0.92593162	1.86e-13
NUP50	-0.92476277	1.48e-14
RGS20	-0.92392596	2.06e-09
NAPG	-0.92386512	1.5e-19
RPA3	-0.92312186	1.01e-20
MAGOHB	-0.92308362	5.02e-18
LINC00942	-0.92211508	0.000147
PDIA4	-0.92185779	4.29e-13
PKP3	-0.92111737	2.73e-14
HEATR1	-0.92098105	1.42e-18
THNSL1	-0.92015911	2.01e-17
FOXO6	-0.91981718	4.15e-15
RAE1	-0.91953923	5.24e-19
TMEM106C	-0.91932194	1.62e-17
PABIR2	-0.91923922	3.86e-17
CDK4	-0.91896181	3.03e-24
CBX1	-0.91894685	8.28e-23
PTPRF	-0.91758985	5.54e-11
GALNT2	-0.91701402	6.64e-16
MKKS	-0.91675304	2.1e-15
ATL3	-0.9156598	1.24e-12
ATF5	-0.91544032	5.8e-08
SLC39A14	-0.91521725	5.28e-10
MRPL36	-0.91434222	2.91e-26
CYP4F11	-0.91409092	2e-05
DLX5	-0.91353045	9.5e-09
CHAF1A	-0.91325854	1.28e-21
TRAP1	-0.91299326	2.52e-24
MAPKAP1	-0.91269105	1.34e-16
GEMIN2	-0.91241987	2.67e-11
ADH7	-0.91240725	0.000205
FAM210A	-0.91151703	3.07e-13
CBX5	-0.91093444	5.21e-10
COL9A3	-0.91055201	3.86e-07
SEZ6L2	-0.90987648	7.77e-09
PRSS2	-0.9087204	1.5e-07
XAGE1B	-0.90803725	0.000838
KLHL24	-0.90716284	2.14e-12
RHCG	-0.90709349	8.98e-06
KPNA1	-0.90637632	1.05e-11
CILP2	-0.90514735	9.85e-12
KLK12	-0.90493858	0.000123
MCM3	-0.90475046	4.67e-16
DPY19L1	-0.9044128	9.6e-11
MCTS1	-0.90435588	2.96e-21
MIAT	-0.9038651	2.78e-05
SLX4IP	-0.90342743	1.05e-13
PSME3	-0.90326252	2.55e-25
MANEAL	-0.90324622	1.7e-07
ANKRD36BP2	-0.90215218	5.63e-06
TBL1X	-0.90212441	2.54e-09
CHRNA5	-0.90208301	4.99e-09
ALG3	-0.90190601	1.98e-21
PRMT3	-0.90171976	3.56e-13
CHML	-0.90106669	2.02e-09
PARP1	-0.90084133	5.92e-22
PCSK1N	-0.90075903	6.5e-07
PAIP1	-0.90071352	3.62e-13
PTGES	-0.90065138	3.08e-07
FBXL20	-0.90035954	2.53e-15
SFXN4	-0.89924848	2.51e-17
VCAN	-0.89838807	2.71e-05
ITGA11	-0.89808225	5.72e-16
IGFL2	-0.89807848	8.57e-16
HACD3	-0.89742617	1.83e-09
SBF2-AS1	-0.89702758	1.93e-16
LGALS8	-0.89554825	7.94e-07
EPHB3	-0.89497426	1.02e-14
KIF3C	-0.89471389	1.71e-15
NPM1	-0.89468005	6e-18
ASCL2	-0.89434427	2.51e-07
U2SURP	-0.89417679	4.61e-09
UCHL5	-0.8939173	8.17e-20
NUP37	-0.89303441	3.48e-21
ETV4	-0.89286401	7.99e-18
PGK1	-0.89237167	1.5e-13
SYNCRIP	-0.89188251	2.89e-16
JUP	-0.89088178	8.45e-12
HMGB2	-0.890863	2.8e-14
H2BC12L	-0.89081184	5.68e-11
PRPF4	-0.88948324	1.25e-16
PPFIA1	-0.88923643	8.1e-13
SDC1	-0.88893408	6.61e-10
AK2	-0.88858338	1.4e-24
R3HDM1	-0.88828875	3.39e-24
STAT1	-0.88758586	2.81e-06
LNX1	-0.88628577	3.38e-06
PHGDH	-0.88628295	1.12e-08
PCBD2	-0.88590285	5.1e-20
DUSP4	-0.88578033	1.46e-05
TDRKH	-0.88537715	4.19e-09
MRPS10	-0.88430054	2.8e-16
UHMK1	-0.88423614	1.49e-11
GFPT1	-0.88346702	1.68e-15
CHTF18	-0.88256831	1.41e-18
IL17RD	-0.88253507	4.88e-07
TGFA	-0.8822126	2.19e-06
GAS5	-0.88211521	4.73e-11
DRAIC	-0.88112794	0.000209
B4GALT4	-0.88097367	3.96e-12
YDJC	-0.88028078	2.12e-22
FBL	-0.88007852	1.07e-15
MARCHF6	-0.87902371	2.42e-21
RAB5IF	-0.87823298	1.25e-18
NEFM	-0.87818381	0.00063
COX20	-0.87785125	7.25e-26
PCCB	-0.87778037	6.49e-17
ELOVL2	-0.8777421	2.96e-09
TLCD1	-0.87769535	2.86e-12
CKAP5	-0.87724095	2.15e-11
PDIA6	-0.87657545	2.68e-21
CXADR	-0.8763503	1.47e-07
TNFSF4	-0.87625771	9.59e-12
NHS	-0.8759447	2.1e-09
RAB6B	-0.87544593	1.01e-10
H4C8	-0.87508325	7.42e-12
MRPS30	-0.87373573	3.11e-16
CGA	-0.8731004	0.000435
ZNF146	-0.87274873	2.46e-07
DNM1L	-0.8718562	5.91e-15
GART	-0.87067179	3.81e-17
UPK1B	-0.87055126	0.00041
UQCC3	-0.87042736	8.07e-18
DCTPP1	-0.87008546	1.62e-21
GMCL2	-0.86913537	2.2e-16
DHFR	-0.86912765	5.96e-16
MYL6B	-0.86891967	3.83e-17
PRTFDC1	-0.86818084	4.94e-10
FANCL	-0.8670441	3.92e-13
PLEKHA8	-0.86700734	1.05e-12
NEIL3	-0.86526097	1.17e-19
CERCAM	-0.86500794	4.2e-12
ALDH3B2	-0.86489864	3.31e-10
IER5L	-0.86364015	4.08e-13
KLHL13	-0.8635962	0.000187
SLC7A1	-0.86347872	2.18e-12
BARX1	-0.86334093	1.63e-08
COQ4	-0.86292118	2.24e-15
PATL1	-0.8628075	3.07e-11
CHAF1B	-0.86172644	9.52e-24
LARGE2	-0.86059821	4.04e-19
CCDC86	-0.85987416	5.2e-16
NECTIN4	-0.85923781	4.12e-12
GTF2IRD1	-0.85921548	1.36e-22
CCT2	-0.85842739	5.12e-10
SKA1	-0.85758084	1.9e-18
CD109	-0.85755064	2.02e-08
DNAJC10	-0.85716423	2.02e-12
LSM5	-0.85683021	5.31e-22
TBRG4	-0.85675361	1.36e-20
H1-0	-0.85627598	1.71e-14
INTS8	-0.85606075	2.47e-18
SLC35F2	-0.8558818	2.32e-09
NEB	-0.85569946	5.82e-07
GRHL3	-0.85521689	2.39e-08
CELSR3	-0.85517975	2.09e-13
HSPA13	-0.85468079	1.77e-11
MIR205HG	-0.85430815	6.11e-06
CYC1	-0.85420043	2.37e-16
TIA1	-0.85407947	1.38e-19
AIMP2	-0.85388977	5.23e-20
LSR	-0.85379655	6.64e-09
TSR1	-0.85350654	5.13e-15
MRE11	-0.85319765	5.88e-13
RNF24	-0.85317934	9.35e-19
PFDN6	-0.85272746	7.53e-21
SRM	-0.85239548	6.57e-14
SRD5A3	-0.85228349	1.21e-07
PPME1	-0.85146232	6.51e-23
SLC5A6	-0.85106537	3.06e-17
RTKN	-0.85050521	6.5e-15
MSTO1	-0.85040334	5.42e-26
PRMT5	-0.85016401	5.17e-16
LSG1	-0.84961767	1.95e-11
PACC1	-0.84885196	4.74e-14
NREP	-0.84859145	7.48e-07
MCM5	-0.84853474	1.19e-14
POLD2	-0.8485102	5.17e-17
C17orf75	-0.84753481	2.85e-16
SLC16A9	-0.84691449	1.07e-05
LYPD6	-0.84601244	6.53e-09
GTPBP10	-0.84582048	3.81e-17
BYSL	-0.845656	1.23e-15
NABP2	-0.84561157	2e-19
SRPRB	-0.844952	5.08e-12
IGFBPL1	-0.84492195	1.85e-07
ZNF595	-0.84476582	0.00027
DNM1	-0.84432073	1.13e-08
SFRP2	-0.844298	0.00205
POP7	-0.84422349	1.19e-22
UNK	-0.84421217	2.44e-13
DLG5	-0.84406014	1.18e-17
DHX9	-0.84338637	1.86e-12
SKA3	-0.8427614	1.03e-20
PHB1	-0.8427466	1.67e-21
NANOS1	-0.84253276	5.24e-08
SMIM31	-0.84244452	0.000562
NME2	-0.8422179	7.33e-22
PSMD2	-0.84188136	1.71e-17
NARF	-0.841799	1.56e-22
BOLA2-SMG1P6	-0.84103622	9.18e-16
CASK	-0.84086296	1.25e-13
ORC5	-0.8405917	2.78e-15
DLAT	-0.84049764	1.52e-12
RLIG1	-0.8396691	5.99e-13
ERO1B	-0.83886374	5.81e-08
FKBP14	-0.83828078	3e-12
NCAPD3	-0.83799	3.89e-18
MRPL47	-0.83783004	2.11e-16
VWDE	-0.83750549	3.81e-10
MTX2	-0.83688077	3.3e-20
SCG3	-0.83655622	0.00134
EXOSC3	-0.83638615	1.38e-14
TBC1D31	-0.83593295	2.64e-10
LAMA1	-0.83592054	5.43e-05
PGBD5	-0.83590028	1.02e-07
C9orf40	-0.83521991	2.46e-17
EPHB2	-0.83466667	7.77e-15
C1orf131	-0.83425778	3.08e-20
ASPHD1	-0.83386885	6.88e-11
POLR1B	-0.83362661	1.34e-12
OVOL2	-0.83328799	9.59e-09
UQCRH	-0.83316646	1.02e-24
AZIN1	-0.83314308	1.91e-15
TRIM9	-0.83273628	5.11e-07
MORC2	-0.8326488	6.97e-22
YWHAZ	-0.83155778	6.24e-07
MRPS33	-0.83154291	1.66e-19
TEDC2	-0.83138215	1.64e-27
SERPINI1	-0.8305201	1.14e-06
CDK6	-0.83041676	2.94e-09
OAZ1	-0.83030853	1.06e-18
DMRTA2	-0.83022003	3.23e-12
LEF1	-0.83021932	3.19e-07
PDCD6	-0.82985891	5.04e-12
C2orf49	-0.8296802	6.95e-20
CEP152	-0.82927528	7.4e-11
ST8SIA6-AS1	-0.82889401	2.47e-05
ABI2	-0.82851106	2.26e-20
KLHL42	-0.8284394	3.5e-15
SMUG1	-0.82793853	7.05e-18
EPHB1	-0.82788463	6.2e-06
MYCL	-0.82754467	5.91e-07
NHERF1	-0.82694409	1.62e-08
SLC52A2	-0.82666223	3.82e-12
ADAMTS2	-0.82565597	6.91e-07
GOLT1B	-0.82539139	1.32e-14
H2BC21	-0.82520477	1.54e-06
CYP27B1	-0.823983	3.56e-10
LAMP5	-0.82284692	5.41e-08
HEPACAM2	-0.82259987	0.000416
SMC3	-0.82234541	7.6e-10
NRAS	-0.82222986	1.56e-12
IPO4	-0.8221477	5.7e-14
GPC1	-0.82157714	9.47e-07
TARS1	-0.82137323	1.54e-16
SLC25A39	-0.82132586	2.65e-20
RNF43	-0.8207975	7.11e-10
EGLN1	-0.8202034	6.49e-18
VPS72	-0.81906252	3.22e-19
CIAO1	-0.81851536	6.25e-21
MRPS23	-0.81828873	8.45e-18
INTS7	-0.81828381	8.64e-20
MRPL17	-0.81806665	2.17e-25
SOX2-OT	-0.81738417	0.000174
LRR1	-0.81711172	6.51e-14
AMACR	-0.81658563	1.12e-09
LSM2	-0.81357942	6.9e-14
COMP	-0.81201202	0.000486
SPATC1L	-0.81168296	1.49e-12
CCDC150	-0.81074917	4.6e-15
PRELID3B	-0.81068318	2.41e-16
GCSH	-0.8104222	3.58e-15
CISD2	-0.80994965	7.89e-18
REXO5	-0.80975397	3.53e-14
C16orf87	-0.80938451	4.2e-15
KRT10-AS1	-0.80922628	2.6e-12
AVL9	-0.80871435	6.15e-19
EMC9	-0.80836179	2.71e-19
DPYSL3	-0.80828738	4.93e-06
POLA2	-0.80824089	6.74e-17
TIMM8A	-0.80794683	3.32e-16
C1orf43	-0.80750347	1.07e-09
FRMD5	-0.80672626	1.88e-09
LOC107985971	-0.80661879	1.38e-07
RFC2	-0.80655667	6.46e-19
NCBP1	-0.80643089	1.51e-11
CEP295	-0.80620624	1.78e-16
POLR2D	-0.80558409	3.29e-16
THUMPD3	-0.80531434	2e-15
CIB2	-0.80465551	7.05e-17
CRACD	-0.8046262	4.68e-06
TRMT5	-0.80454997	1.5e-14
CEP76	-0.80443878	2.28e-13
IVL	-0.80389927	3.97e-06
TTC39C	-0.8034987	1.13e-09
C17orf58	-0.80240014	5.32e-15
DHRS2	-0.80213448	0.00012
NUP210	-0.80160989	1.39e-12
LRP12	-0.80057353	1.28e-09
PREP	-0.79975123	7.4e-16
STK39	-0.79947265	4.66e-12
FUT3	-0.7992401	5.12e-07
NECTIN1	-0.79922705	1.58e-16
TDO2	-0.79922655	0.00242
ZIC1	-0.7992139	0.000295
SEM1	-0.79857087	5.44e-28
KIF21A	-0.79726557	8.97e-09
FAM83H	-0.79684033	1.58e-08
ALDOC	-0.79547453	3.71e-08
H2AC7	-0.79547343	4.48e-21
FAM220A	-0.79527284	1.77e-20
FAM83C	-0.79523808	2.22e-05
POC1A	-0.79509555	3.01e-21
ILF3	-0.7943357	1.75e-16
STRA6	-0.7943355	2.61e-15
ETNK1	-0.79409224	1.86e-11
SOX12	-0.79397631	6.53e-17
SNHG33	-0.79390913	6.44e-09
RIMS2	-0.79387829	1.71e-07
RAN	-0.79378481	7.66e-19
CMAS	-0.79330598	2.45e-12
METTL26	-0.79294959	4.95e-16
PSMB5	-0.79274205	1.64e-22
VARS1	-0.79260965	4.93e-13
PKMYT1	-0.79172785	1.49e-28
FAT1	-0.79165055	9.88e-10
VRK1	-0.79121574	2.59e-14
TIGD1	-0.7912113	1.62e-11
RCC2	-0.79076066	1.7e-15
MAP2K6	-0.79054023	8.93e-10
SOX15	-0.78981427	1.41e-08
SLCO1B3	-0.78905648	1.24e-05
TMEFF1	-0.7880719	7.09e-06
BTF3L4	-0.78796599	7.38e-22
PSD3	-0.78784905	4.3e-07
PSENEN	-0.78766531	2.01e-09
RAB26	-0.78766471	3.56e-12
ZNF93	-0.78748526	1.18e-11
CPSF6	-0.7873445	3.65e-29
ZNF750	-0.78725648	0.000452
DYNLT2B	-0.78686493	1.6e-07
SET	-0.78679154	3.31e-09
RAD21	-0.78665145	6.34e-13
ZDHHC13	-0.7862597	2.28e-09
TENM2	-0.78541181	0.00125
GDAP1	-0.78491134	1.7e-07
DHRS13	-0.78438771	1.99e-13
H2AC14	-0.78397468	1.27e-24
MAGED1	-0.78394002	5.14e-19
FKBP3	-0.78379185	2.06e-23
CHODL	-0.78372791	6.98e-07
SGO1	-0.78366108	1.26e-14
SSR4	-0.78364795	3.16e-12
MTBP	-0.78328616	5.79e-16
UBA6	-0.78325129	5.5e-13
PMS2	-0.78316649	2.76e-23
PAX5	-0.78316596	3.37e-06
USP28	-0.78314368	5.15e-17
SSR3	-0.78304492	1.45e-16
QSER1	-0.78290805	1.07e-15
CREB3L4	-0.78276778	2.33e-09
NELFCD	-0.7824479	1.32e-16
TMTC3	-0.78173271	2.69e-11
LRPPRC	-0.78103902	2.12e-20
TMEM200C	-0.78103554	2.01e-07
E2F2	-0.78064058	1.22e-16
SEC61G	-0.78001062	1.67e-16
POLB	-0.77982314	2.73e-16
RFWD3	-0.77955502	2e-17
MRPL19	-0.77927269	4.34e-17
EFNA3	-0.7792288	2.44e-25
PNO1	-0.7790153	2.59e-12
DLX6	-0.77846029	4.64e-07
FAM117B	-0.77839715	2.79e-08
MCCC2	-0.77786845	5.83e-17
TOMM5	-0.77764678	2.66e-19
PTTG3P	-0.77742313	4.56e-20
MTFP1	-0.77697587	1.03e-17
GUF1	-0.77684231	4.9e-13
TIPRL	-0.77677625	2.56e-16
RIT1	-0.77644776	5.53e-11
TUBB2A	-0.77641662	3.09e-09
CTPS1	-0.77628368	3.74e-10
STX1A	-0.77619348	5.22e-17
MASTL	-0.7761708	7.67e-13
RHBDL2	-0.77613204	4.93e-13
E2F3	-0.77554058	6.42e-09
GPR19	-0.7752078	8.48e-11
CPXM1	-0.77508587	9.55e-06
GPR89B	-0.77462586	8.1e-26
TMEM40	-0.7739663	2.03e-07
RUSC1	-0.77380456	7.89e-24
MOSPD1	-0.7732472	8.05e-16
NEMP1	-0.77319583	3.27e-16
METTL21A	-0.77290374	3.61e-12
SLC16A3	-0.77277042	2.1e-05
ATP10B	-0.77245134	3.13e-08
MUC20	-0.77227569	0.000882
GNPNAT1	-0.77193952	1.48e-14
MED20	-0.77185365	7.01e-24
CPSF3	-0.77144655	3.81e-18
SMARCC1	-0.77138257	1.15e-12
HDAC2	-0.77119137	4.29e-17
SLC25A15	-0.77094666	8.94e-15
DLG3	-0.77090665	6.14e-21
SERPINH1	-0.77075199	3.54e-08
TPRKB	-0.7706862	1.87e-16
ISYNA1	-0.77043993	6.6e-10
EXOSC4	-0.77040684	5.35e-16
STMP1	-0.76988559	3.18e-25
LSM4	-0.769874	1.38e-12
GLRX3	-0.76978861	6.97e-16
CTAG1B	-0.76972198	3e-04
VANGL1	-0.76927664	3.18e-14
HAGLROS	-0.76886581	3.59e-13
APOO	-0.76816498	4.01e-13
SMOC1	-0.76799671	2.35e-07
GYG2	-0.76667138	2.02e-11
NCK1-DT	-0.76617283	2.09e-08
CNPY2	-0.76605849	1.23e-21
ANXA10	-0.76565707	0.000442
CBX4	-0.76528315	1.14e-17
COQ3	-0.76435867	3.93e-11
FAM133A	-0.76434807	4.57e-05
NME4	-0.76408001	1.06e-12
C18orf54	-0.76399075	3.41e-09
TNFSF11	-0.76381065	2.46e-09
SLC5A3	-0.76346866	9.08e-11
SLC9A3	-0.76311598	1.18e-13
TENM3	-0.76303718	4.59e-09
DNA2	-0.7623104	6.62e-15
AGT	-0.76226854	0.00142
NUDCD1	-0.76211976	2.03e-13
PIF1	-0.76179678	4.43e-18
CCT4	-0.76136333	8.15e-20
NELL1	-0.76099562	0.000113
KCNQ5	-0.76068224	5.37e-07
H3C4	-0.76064734	9.65e-12
DBN1	-0.7603061	8.38e-13
ANKH	-0.76002198	7.51e-10
TTF2	-0.76001562	9.99e-12
FANCA	-0.75967783	1.69e-19
ATP5MJ	-0.75960427	3.64e-17
FAM161A	-0.75911814	3.04e-12
RCN2	-0.75906193	4.85e-17
GPSM2	-0.75900907	4.12e-10
B3GNT3	-0.75809982	4.86e-14
MRPL37	-0.75806849	1.32e-17
TFB2M	-0.75804775	3.13e-18
CCL26	-0.75803531	2.93e-09
KCNE4	-0.75790241	5.12e-05
IL2RA	-0.75773216	1.33e-11
SLC38A1	-0.75762146	1.08e-09
ASPHD2	-0.75757487	8.78e-12
ELAVL2	-0.75732898	6.64e-05
TMTC4	-0.75721545	1.61e-09
RBM15	-0.75709285	3.64e-06
KRT8	-0.75662538	7.13e-06
CHGA	-0.75633992	0.00131
MLEC	-0.75581014	5.41e-17
