Updated.gene.symbol	logFC	P.Value
ANKRD16	-0.49428465	3.42e-10
RNF212	-0.49393408	1.48e-07
ATF7IP	-0.49371947	9.24e-10
ACOT13	-0.49361795	4.89e-08
PRPF6	-0.49333482	2.17e-08
PAXIP1	-0.49317278	4.43e-08
PIN4	-0.49290358	1.27e-10
ZNF680	-0.49280346	1.69e-07
PRR5	-0.49257015	3.14e-06
COX6A1	-0.49239816	2.46e-15
ETV6	-0.49205119	5.61e-08
C5orf22	-0.49188251	2.43e-05
RNF216	-0.49178077	4.48e-13
TMEM185A	-0.49167726	1.99e-09
POLR1H	-0.49135468	2.72e-12
ADCK5	-0.49130457	1.9e-11
ZFX	-0.49121793	2.14e-10
EML6	-0.49118863	4.49e-05
DGKA	-0.49110639	5.33e-05
FBXO28	-0.49102234	6.56e-09
LCOR	-0.49096625	2.07e-06
ROMO1	-0.49092502	7.97e-13
TMEM44-AS1	-0.49086302	9.02e-07
PREPL	-0.49055992	3.87e-06
WDFY1	-0.49045274	1.02e-09
XRCC2	-0.49039783	2.55e-09
TEX30	-0.49025689	3.22e-07
ACOT11	-0.49016161	8.89e-14
HUS1	-0.48985132	1.12e-08
IL36RN	-0.48961795	9.4e-07
DDA1	-0.48941627	1.24e-05
SLC25A17	-0.48935958	5.99e-14
SMIM13	-0.48927041	1.89e-06
POU6F2-AS2	-0.48921113	3.62e-08
AHSA1	-0.48915899	1.95e-10
SLC37A4	-0.48896388	1.6e-11
MYO7A	-0.48891559	2.51e-09
BTBD2	-0.48884185	4.13e-10
TLK1	-0.4887649	6.91e-07
RPL37	-0.48871681	2.02e-08
U2AF2	-0.48840807	1.59e-12
HTR3A	-0.48830278	1.41e-05
CNP	-0.48827772	6.84e-18
CHKB-DT	-0.48815755	2.78e-11
PIGF	-0.48811452	1.77e-08
SEMA4C	-0.48709682	3.57e-08
CDK2	-0.4870701	1.45e-05
TCP1	-0.48698568	5.83e-11
RABIF	-0.4867517	2.88e-13
RFLNA	-0.48662104	1.07e-10
SDCCAG8	-0.48650259	2.24e-14
CSNK1D	-0.48649832	6.29e-09
EBNA1BP2	-0.48645929	1.76e-10
AARS1	-0.48580764	1.95e-13
FADD	-0.48557332	4.32e-08
TMEM201	-0.48553909	9.97e-11
CHAC1	-0.48535819	1.19e-09
SCNM1	-0.48531658	4.8e-14
PRDM13	-0.48521176	1.09e-05
YARS2	-0.48510211	2.88e-11
SRSF12	-0.48506819	7.12e-08
UBE2O	-0.48496962	3.37e-13
HDHD3	-0.48496612	1.02e-08
ABCC2	-0.48447223	2.99e-05
FAM30A	-0.48445313	7.82e-06
SDHAF1	-0.48434478	3.74e-11
PPP1R16A	-0.48424791	2.34e-05
PFKFB4	-0.4841826	5.12e-08
CLCN3	-0.48377966	2.45e-07
GTF3C4	-0.48367388	8.91e-11
MBTPS2	-0.48346662	9.58e-09
ARMC1	-0.48338195	4.17e-09
CHD4	-0.48331198	6.85e-10
PSMA7	-0.48325037	2.93e-08
INO80B	-0.48316466	1.33e-08
SNORA72	-0.48311675	9.3e-09
NDUFB9	-0.48307035	7.93e-12
ITGB8-AS1	-0.48275998	2.97e-09
SERF1A	-0.48249446	1.81e-07
HSPA9	-0.48223359	3.14e-09
GTF2H4	-0.48185109	3.93e-09
USP46	-0.48178627	3.44e-05
ZNF710	-0.48154205	6.65e-07
PARL	-0.48146579	1.28e-07
LDAH	-0.48134099	2.23e-06
COL18A1	-0.4812651	5.2e-05
MARCHF5	-0.48104926	5.73e-09
CERS3	-0.48090125	2.13e-05
CSNK1G1	-0.48089422	3.1e-10
MRPL27	-0.48085811	1.63e-15
LONP1	-0.48052183	1.05e-10
RIOK3	-0.48051773	5.4e-05
IGLV6-57	-0.48044102	2.46e-05
NOP58	-0.48044064	2.68e-08
ZNF544	-0.48026299	1.79e-06
MTMR1	-0.48021897	1.07e-06
COL27A1	-0.47992753	1.77e-06
SDHAF4	-0.47990291	1.96e-08
RPS6KB1	-0.47978478	2.18e-07
ESCO2	-0.47967322	1.52e-17
ZNF518A	-0.4794725	4.84e-06
FH	-0.47945689	1.15e-14
C1GALT1	-0.4793859	4.78e-06
RBM19	-0.47928908	1.05e-06
CEP78	-0.47927603	1.35e-06
NSMCE2	-0.47922467	3.52e-11
TRERF1	-0.47904812	3.1e-13
KDM7A	-0.47891016	3.98e-05
NAP1L4	-0.47880338	4.18e-16
WDR53	-0.47879734	6.78e-07
CNOT9	-0.47873559	1.32e-13
OST4	-0.47850359	2.09e-12
MAFG	-0.4779646	4.22e-08
NR2F6	-0.47774013	3.62e-07
DUSP10	-0.47773019	3.38e-06
AKR7A3	-0.47772989	7.98e-06
GNL3L	-0.47770935	5.21e-05
RBM38	-0.4775257	9.75e-06
DNAJC2	-0.47752559	2.75e-09
ZNF593	-0.47750054	1.21e-07
MRPS15	-0.4773826	9.06e-13
HSPA5	-0.47731269	3e-13
CUL4B	-0.47730186	1.57e-06
WDR18	-0.47710535	4.95e-10
TYSND1	-0.47703075	1.3e-07
RTL10	-0.47701701	7.29e-10
DVL2	-0.47684809	1.82e-13
MTA1	-0.47651342	4.01e-11
CUL7	-0.47645959	5.59e-13
ENOPH1	-0.47634764	2.46e-11
TRA2A	-0.47605957	7.79e-06
CHTOP	-0.47592472	2.11e-20
ERI3	-0.47589419	1.77e-07
GORASP2	-0.47589105	1.54e-14
GADD45GIP1	-0.47582131	4.38e-09
FOXJ3	-0.47577645	7.21e-11
AP3B2	-0.47575416	1.5e-05
ZNF207	-0.47556507	1.37e-07
BUD23	-0.4753253	2.35e-12
TYMSOS	-0.47521407	8.74e-14
TMEM267	-0.47504811	5.38e-06
WDR62	-0.47472758	4.12e-16
SNRPD3	-0.47464901	1.42e-09
ZW10	-0.47407877	3.44e-09
NSL1	-0.47388572	2.26e-11
CUL5	-0.47385234	4.74e-08
AMPD3	-0.47380605	1.55e-05
PIGC	-0.4734412	7.57e-17
SMARCA4	-0.47341702	9e-09
POLE3	-0.47337327	5.67e-08
MBTD1	-0.47278837	3.81e-07
SMG8	-0.47277184	7.3e-10
TMEM216	-0.47209606	9.71e-12
NSF	-0.47208416	1.05e-08
SNHG21	-0.47188075	4.69e-06
TSEN54	-0.47128252	4.07e-15
P2RY6	-0.47124095	1.77e-08
USP39	-0.47118595	3.53e-13
XRCC4	-0.47108401	5.78e-06
LINC00491	-0.47107835	1.45e-09
FAM241B	-0.47072567	5.26e-09
ASPH	-0.47024901	9.12e-06
RINT1	-0.47017229	1.89e-10
FAM222B	-0.47015304	3.09e-09
APEX2	-0.46965486	4.79e-10
C1orf35	-0.4694172	5.59e-17
NKIRAS2	-0.4694089	9.22e-13
PSMA2	-0.4694056	1.61e-12
SLC25A12	-0.46920213	1.2e-07
RPUSD3	-0.46906895	2.32e-10
EIF4A3	-0.46869886	1.06e-10
GLRX5	-0.4685544	6.01e-14
NAA25	-0.46852479	8.02e-09
VAX2	-0.46839103	3.76e-10
TIAM1-AS1	-0.46816694	8.57e-12
DLGAP4	-0.46798069	6.29e-08
ELAPOR1	-0.46795194	6.15e-06
P3H3	-0.46781898	4.22e-08
CSTF1	-0.46754142	1.58e-08
SIRT5	-0.46739594	4.99e-07
CHRNB1	-0.46703608	5.38e-08
KIAA1143	-0.4668695	2.71e-13
SRRD	-0.46684835	4.55e-09
GSTCD	-0.46666671	1.41e-07
SPRYD4	-0.46616209	4.09e-10
KAT14	-0.46614524	1.71e-09
LOC105372255	-0.46607553	3.51e-09
NSUN3	-0.4659824	1.24e-08
HEXIM2	-0.46587093	4.61e-08
SLC7A8	-0.46585214	1.78e-08
PLAG1	-0.46577671	1.19e-05
OSBPL2	-0.4657142	1.22e-09
TNFRSF25	-0.46526379	1.12e-05
CASP2	-0.46526103	3.6e-08
SPINK2	-0.46526021	9.26e-06
PIAS2	-0.46524138	1.42e-07
RPS19	-0.4651701	2.89e-16
CDC123	-0.46502403	1.26e-10
GOLGA7B	-0.46489331	4.45e-09
AIFM1	-0.46487064	4.03e-08
ARK2N	-0.46476303	4.47e-10
UBE2E3	-0.46456492	2.93e-10
WRNIP1	-0.46449104	1.72e-06
MED10	-0.46427338	1.07e-08
IGFL1	-0.4641983	2.24e-05
CDC42SE1	-0.46392954	1.07e-08
KCMF1	-0.46362551	3.19e-11
CEP97	-0.46348843	4.23e-05
NDUFA11	-0.4634098	6.22e-09
PDCD11	-0.46329877	2.64e-11
LARS1	-0.46290573	2.11e-08
TRIM27	-0.46283935	2.19e-07
SETD6	-0.46268462	2.46e-07
DDX49	-0.46254796	1.82e-08
THEM4	-0.46218126	4.96e-09
SMYD5	-0.4620042	1.51e-11
PRUNE1	-0.46181167	3.73e-08
CLPTM1L	-0.46173782	5.08e-09
FNTA	-0.4617041	5.77e-07
LINC00592	-0.46150617	3.74e-08
CDC5L	-0.46142878	5.22e-16
LINC00944	-0.46131126	1.01e-12
NTPCR	-0.46107226	1.47e-07
HELZ	-0.46090635	1.26e-07
NOL4L	-0.46058912	1.26e-08
PSLNR	-0.46056706	9.95e-06
RABGEF1	-0.46050655	1.39e-05
UBE2N	-0.46026288	2.74e-05
TPGS2	-0.46022025	1.36e-06
HOXB9	-0.46016973	3.21e-10
IPP	-0.4601248	6.28e-08
KLHL11	-0.45974283	5.45e-09
HSPBP1	-0.45963953	1.85e-11
PWP1	-0.45960128	1.56e-12
AQP11	-0.45952768	9.25e-11
CLSPN	-0.45943352	4.12e-17
DLX4	-0.4593757	1.45e-07
FBXL6	-0.45882655	2.01e-08
TMEM14B	-0.45882124	5.74e-07
ALMS1-IT1	-0.45874874	1.07e-06
TCFL5	-0.45862553	2.01e-06
LINP1	-0.45852756	1.25e-08
PLEKHA6	-0.45851045	3.21e-09
AP2M1	-0.45836482	1.11e-07
GTF2IRD2	-0.4583314	2.45e-07
HTR2C	-0.45817541	1.56e-05
ZNF85	-0.45816668	1.11e-08
PHB2	-0.4580916	1.23e-10
API5	-0.45808585	4.78e-06
PRCC	-0.4575171	3.65e-07
ZNF785	-0.45735168	1.1e-08
DCUN1D4	-0.45734233	6.88e-06
USP32	-0.45727091	1.14e-09
RIDA	-0.45725051	2.63e-05
NAT10	-0.45699175	5.93e-08
ZNF607	-0.45698422	7.81e-08
MOB4	-0.45691664	7.85e-09
PRRC2A	-0.45684899	1.11e-08
PHC3	-0.45640387	6.83e-06
NAA15	-0.45633096	4.51e-06
EDC3	-0.45623633	2.77e-09
WDR46	-0.45609877	1.26e-08
VOPP1	-0.45604898	2.04e-06
ATG12	-0.45600678	8.65e-09
NR1D1	-0.45598499	1.61e-07
TRAF7	-0.45597473	4.51e-14
PRKCSH	-0.45569605	7.24e-07
GOPC	-0.45565679	1.84e-08
LRRC61	-0.45556025	5.27e-12
NDUFA9	-0.45525992	7.12e-11
WDCP	-0.45522415	6.16e-08
IGSF11	-0.45465653	3.19e-05
MACIR	-0.45432701	5.67e-06
FAM200A	-0.45431664	1.04e-07
CDC34	-0.45403867	1.68e-11
KDF1	-0.45377288	7.21e-08
BPNT1	-0.45368548	3.71e-12
XAGE-4	-0.45357196	1.12e-07
FAM76B	-0.45356912	3.46e-11
RAB3A	-0.45356295	1.01e-11
NF2	-0.45341236	3.75e-07
GRASLND	-0.45336891	2.18e-07
NSMF	-0.45299313	7.34e-07
RET	-0.45299234	7.19e-06
HCN3	-0.45294852	3.95e-11
RAD23B	-0.45293137	1.3e-05
NXPH4	-0.4523173	2.44e-12
DDX27	-0.45215365	9.94e-10
UBE3C	-0.45194821	3.91e-12
NBN	-0.45152846	4.51e-06
MAP6D1	-0.4512854	6.71e-08
UQCRC2	-0.45125408	3.52e-06
FTSJ3	-0.45121737	2.78e-10
SNF8	-0.45120621	1.78e-11
COG5	-0.45113792	1.66e-07
CYP27C1	-0.45105332	6.59e-06
RTN4IP1	-0.45101501	2.96e-06
SLX9	-0.45095921	5.69e-12
SLC1A5	-0.45064729	4.86e-06
TERF1	-0.45058558	7.82e-07
FBXL4	-0.45056553	9.44e-10
UBL4A	-0.44988672	7.15e-11
MIR9-1HG	-0.44965088	1.35e-05
PTOV1	-0.44954773	2.38e-07
MLST8	-0.44945873	7.52e-09
PSMD1	-0.44939031	2.78e-10
TRPA1	-0.44914916	4.69e-06
PRPF31	-0.44892367	2.39e-06
GSKIP	-0.44885366	5.51e-09
DQX1	-0.44866205	1.82e-09
ZNF687-AS1	-0.44859998	3.66e-13
BROX	-0.44825496	1.09e-13
LINC00520	-0.44800812	1.02e-08
UTP18	-0.44792204	1.98e-10
CCDC6	-0.44790495	5.74e-09
MTG2	-0.44789909	3.51e-08
FOXRED1	-0.44781621	8.71e-10
PSMA4	-0.44778551	8.06e-14
HAUS7	-0.44775989	1.98e-07
PTGES2	-0.44770188	3.81e-13
SUDS3	-0.44765172	9.02e-06
ZNF84	-0.44761552	7.05e-10
NETO1	-0.44750071	1.51e-05
KCTD13	-0.44741495	3.08e-08
CDC23	-0.44740544	4.7e-07
SLC25A1	-0.44739745	2.92e-05
EXOSC2	-0.44728795	1.54e-07
ATP5F1B	-0.44718578	3.07e-11
GLRX2	-0.44714939	1.68e-11
SMG1	-0.44706521	1.47e-05
UBALD2	-0.44691607	1.19e-07
ACP6	-0.44688401	3.02e-05
ZFP91	-0.44679733	1.17e-05
ARFGAP1	-0.44678015	6.02e-10
GRIN2D	-0.44655387	3.2e-07
ENTPD6	-0.44645279	5.38e-09
NUP88	-0.44627497	1.29e-09
VPS37D	-0.44620822	1.05e-16
SNU13	-0.44606736	7.32e-11
GPATCH1	-0.44593579	1.32e-06
AP2S1	-0.44592117	8.64e-09
KCTD5	-0.44588865	1.65e-08
DYNLT2	-0.44562744	4.98e-09
EFTUD2	-0.44547846	9.64e-12
DHX37	-0.44546976	6.51e-09
FAM239A	-0.44512294	5.38e-10
ZC3H15	-0.44507611	8.01e-12
PHF5A	-0.44507161	7.82e-07
ZGRF1	-0.44500866	1.58e-08
HOXB13	-0.44490973	5.78e-09
MTF2	-0.44485939	6.65e-08
ZNRD2	-0.44463954	1.97e-09
SSBP1	-0.44452697	1.34e-11
POM121	-0.44427497	1.86e-08
TRIAP1	-0.44406214	5.05e-11
MDH1	-0.44390653	2.23e-08
LRFN3	-0.44370493	7.46e-07
FBXO27	-0.44335574	2.28e-08
BCAN-AS1	-0.44320886	6.81e-11
ZBTB33	-0.44313184	2.18e-08
MRPS2	-0.44291704	2.25e-07
POP5	-0.44290866	3.79e-10
POLR3D	-0.44283201	1.96e-08
TBCB	-0.44265373	4.75e-08
NAE1	-0.4425318	1.15e-12
CLSTN1	-0.44233186	4.33e-09
PIGW	-0.44231782	5.33e-06
NDUFAB1	-0.44222496	2.77e-15
RBBP5	-0.44218412	2.11e-05
NOMO1	-0.44190054	1.88e-08
LPAR2	-0.44180411	2.35e-07
CEBPZOS	-0.44167637	7.02e-08
CPSF4	-0.44147071	5.34e-14
SCAMP3	-0.44129386	8.47e-14
IDH1-AS1	-0.44127087	1.26e-09
PDF	-0.44114301	1.43e-09
FAM20B	-0.44095435	1.59e-06
TMEM134	-0.44091243	7.06e-11
DCLRE1A	-0.44069987	1.93e-08
FAHD1	-0.44058779	3.21e-08
NOL3	-0.44011599	4.91e-06
ZZZ3	-0.44010155	3.29e-09
SYNGAP1	-0.44007075	6.76e-10
TAOK1	-0.4398019	1.88e-06
PXN-AS1	-0.43966773	5.64e-08
TIGD5	-0.43962056	5.25e-14
VARS2	-0.43943682	2.07e-09
NT5DC3	-0.43930668	4.04e-08
AATF	-0.43875243	6.58e-11
HYCC1	-0.43862441	1.03e-05
MOGS	-0.43861323	3.65e-11
NVL	-0.43838097	3.73e-11
SLAMF9	-0.43825362	1.17e-08
SUMO2	-0.43816745	3.77e-07
USP5	-0.43809124	8.22e-12
OCRL	-0.43749989	5.05e-06
TP53RK	-0.43739288	3.41e-06
ILRUN	-0.43716042	4.63e-08
ODR4	-0.43706191	6.43e-10
GTF2E2	-0.43698386	1.88e-09
CLEC2L	-0.43682111	1.77e-07
ACTR6	-0.43671522	4.08e-08
ZNF606	-0.43665384	5.53e-06
TRUB1	-0.43659242	1.52e-07
UPF1	-0.4363255	3.14e-09
PIP5K1A	-0.43617775	6.64e-06
ATXN7L3	-0.43610228	4.08e-14
THOC5	-0.43568072	3.18e-07
TBL2	-0.43563532	1.2e-10
JMY	-0.43523874	1.41e-05
FSD1	-0.43510539	7.82e-07
PPP2R3B	-0.43491278	8.39e-08
ZFPL1	-0.43466755	1.3e-11
PRR3	-0.43466666	1.78e-06
DBNDD1	-0.43457921	3.37e-12
LSM14B	-0.43434594	2.49e-10
RPL26L1	-0.43434451	1.11e-11
AP3D1	-0.4340442	9.19e-10
VRK2	-0.43403489	2.94e-06
SCLT1	-0.43387427	4.62e-09
NAA35	-0.43374117	2.66e-08
CARD14	-0.4337289	7.59e-09
ZNF215	-0.43363873	7.99e-06
RP9	-0.43356556	2.63e-06
RHEBL1	-0.43355823	7.1e-11
TRIM24	-0.43351482	2.76e-06
MFSD4B	-0.43343129	2.61e-07
RRP36	-0.43338911	1.47e-11
SLC30A9	-0.43318796	2.09e-05
DAZAP1	-0.43298538	1.79e-09
REEP2	-0.43274089	4.11e-12
ATE1	-0.43271569	5.78e-11
ZNF587	-0.4326753	5.46e-09
LINC01234	-0.43244323	1.15e-05
DNASE1	-0.43232832	1.44e-06
SYAP1	-0.43217568	3.38e-08
MAST1	-0.43207532	6.38e-12
RRP1	-0.43206697	8.03e-11
TXNL4B	-0.43195172	3.41e-07
ADGRF4	-0.43182388	3.06e-09
ZNF174	-0.43154446	1.35e-08
KCNH8	-0.4313254	1.85e-05
ATAD3A	-0.43128822	4.15e-13
MDC1	-0.43127163	4.93e-11
TEFM	-0.43126462	1.29e-09
CMIP	-0.43109425	2.09e-05
SLC4A3	-0.43099392	3.36e-07
ABCA17P	-0.43079071	5.43e-06
MIEN1	-0.43074548	2.26e-09
TXNL4A	-0.43071897	4.15e-08
MRPL45	-0.43066522	1.38e-09
FCRL2	-0.43046257	1.46e-05
MALSU1	-0.43046172	4.33e-06
RDM1	-0.4303252	3.04e-12
HOXA11	-0.43028187	8.55e-08
OPLAH	-0.43009712	2.9e-06
TMEM258	-0.42989342	6.99e-12
LINGO1	-0.42968324	4e-10
ZNF669	-0.42966511	3.8e-11
CENPJ	-0.42963777	1.91e-05
CCNP	-0.42932743	1.61e-12
DOLPP1	-0.42898205	6.22e-14
EIF2S2	-0.42892204	4.17e-10
YLPM1	-0.42884763	2.55e-10
BRF2	-0.42864827	2.47e-06
RNPS1	-0.42860579	4.42e-12
CCDC24	-0.42852753	6.52e-08
RBFA	-0.42848809	2.99e-08
RAB22A	-0.42809766	1.95e-07
SLC7A5P1	-0.42788316	7.19e-10
ZNF8	-0.42768308	8.98e-12
WDR86	-0.42743236	3.99e-08
DHX36	-0.42723571	2.91e-08
MRPS18B	-0.42716104	3.9e-09
TXNDC9	-0.42715836	8.43e-10
C17orf100	-0.42712305	2.87e-10
MAIP1	-0.42702916	4.54e-11
SP3	-0.42692519	1.98e-11
DUSP13B	-0.42692143	1.29e-05
FASTK	-0.42677102	3.46e-12
SPDYE2	-0.42667	5.02e-09
TRMT61B	-0.4266661	3.99e-09
MICAL3	-0.42662709	3.55e-14
PPAN	-0.42599718	6.75e-10
CCDC127	-0.42596774	7.99e-13
PRELID2	-0.42583272	1.08e-14
KCNQ1OT1	-0.42579236	8.14e-07
RNMT	-0.42577238	7.42e-07
MRPL2	-0.42574254	1.07e-07
BUD31	-0.42546244	1.53e-09
LYRM4-AS1	-0.42545558	1.05e-09
ASCC3	-0.42544762	6.62e-07
CARS1	-0.42532368	4.68e-06
POLR2F	-0.42530643	1.69e-10
WDR76	-0.42503156	1.35e-09
BEND3	-0.42498039	7.99e-08
RPS6KC1	-0.42480204	2.52e-06
UBE2A	-0.42435086	1.89e-08
AP1G1	-0.42419186	1.97e-09
TCEANC2	-0.42413533	6.95e-15
BMF	-0.42396727	1.38e-05
GON4L	-0.42393213	8.03e-06
LRWD1	-0.42369763	4.44e-13
KLC2	-0.4232165	6.52e-08
CASKIN1	-0.42320974	1.75e-12
YRDC	-0.42300162	8.73e-06
TRIM11	-0.42285534	3.32e-12
ARHGAP5-AS1	-0.42284315	8.3e-07
C11orf24	-0.42265986	2.47e-08
TARBP1	-0.42251171	5.12e-08
ANAPC7	-0.42239015	3.49e-11
HAUS5	-0.42236303	1.38e-11
YIPF2	-0.42226651	1.39e-14
PEDS1	-0.42222688	1.31e-06
COQ7	-0.42197784	2.98e-07
SZRD1	-0.42179559	1.32e-07
PNCK	-0.42177789	8.76e-07
ELOA-AS1	-0.42176565	1.45e-06
NGLY1	-0.42175853	7.38e-06
POLR3E	-0.42163331	3.94e-09
TLCD5	-0.42152357	3.49e-08
ULK1	-0.42132866	5.6e-11
B4GALNT1	-0.42104802	1.21e-10
FAM210B	-0.42101055	8.96e-07
IKBKE	-0.42099871	3.93e-12
WDR27	-0.4207935	7.38e-10
STX17-DT	-0.42021107	1.66e-09
H3C2	-0.42006578	3.48e-13
PPP2R5D	-0.41987413	3.86e-08
ODF2	-0.4197401	1.02e-08
PTCD2	-0.41969367	3.19e-07
NOA1	-0.41959211	3.84e-07
CCT8	-0.41958607	6.14e-14
KREMEN1	-0.4195604	1.88e-06
SPINDOC	-0.41955409	1.36e-10
L3MBTL1	-0.41945608	2.55e-09
HOXC11	-0.41943247	6.63e-11
EIF2B2	-0.41919768	1.21e-10
DESI1	-0.41882406	9.32e-06
ERH	-0.41877872	1.11e-11
CPSF1	-0.41877364	1.09e-06
NIP7	-0.41873441	1.36e-05
UROS	-0.41866683	3.18e-06
GLG1	-0.41856259	1.73e-09
PATZ1	-0.4184725	1.3e-07
PIK3CB	-0.41828459	2.01e-06
ATP9A	-0.41817605	1.22e-07
DUSP11	-0.41782381	1.54e-10
TBPL1	-0.41776975	3.84e-06
FAM120C	-0.41776862	2.25e-12
NUDT15	-0.41768481	1.13e-06
NENF	-0.41727158	1.88e-10
ATG13	-0.41722675	3.78e-10
PNKP	-0.41704003	2.07e-06
IQCB1	-0.41690167	1.14e-06
DUSP12	-0.41678567	9.84e-11
MRPL18	-0.41665889	1.17e-10
BMP8A	-0.41641465	9.74e-13
UFD1	-0.41627892	1.66e-08
YBX2	-0.41622142	8.5e-08
ZNF133	-0.41599504	1.83e-08
MRPL55	-0.41589278	4.9e-09
SNRPB2	-0.41589051	1.32e-08
TULP3	-0.41584202	2.92e-06
HGSNAT	-0.41578099	2.19e-07
MRPL10	-0.41552603	4.84e-10
PRELID3A	-0.4154579	2.52e-10
KHDRBS1	-0.41545662	3.66e-14
ZPR1	-0.41545485	1.26e-06
FSTL4	-0.41544225	2.15e-08
TMUB1	-0.41540254	3.76e-07
IGF2BP1	-0.41517914	7.68e-07
LDHC	-0.41503227	5.77e-09
NPAS2	-0.4150174	2.05e-08
SRP9	-0.41494153	3.16e-13
LOC105274304	-0.41463282	2.46e-14
LARP4	-0.41414728	4.8e-08
CHPF2	-0.41382618	2.77e-08
PANK3	-0.41374669	3.71e-06
NDUFA6	-0.41370601	6.61e-11
TRIM46	-0.41369743	2.97e-10
SERP1	-0.41360261	2.96e-07
EIF3J	-0.4135858	3.52e-09
URB1	-0.41339962	1.17e-05
SUV39H1	-0.41319612	1.61e-07
SIRPG	-0.41315652	1.16e-05
PRSS3P2	-0.41313068	1.9e-09
TOMM6	-0.41311078	1.56e-11
CCDC51	-0.41303243	1.68e-08
RXYLT1	-0.41281407	3.58e-06
CDC40	-0.41276921	2.37e-06
CFHR4	-0.41263347	1.46e-09
LOC349160	-0.41236476	3.49e-06
ELL3	-0.41217334	1.19e-05
ZNF212	-0.41170982	2.99e-13
DNAJC5	-0.41170652	3.19e-10
RAD23A	-0.41166975	3.03e-06
COX6C	-0.41156339	8.92e-13
TFAP2D	-0.41140858	1.36e-05
RNF181	-0.41099001	4.41e-10
TMEM145	-0.41084904	2.31e-07
CPT1A	-0.41074412	4.3e-06
YWHAQ	-0.41060544	3.17e-09
RPS5	-0.41053177	3.21e-10
XRCC5	-0.41047462	1.35e-11
TMEM59L	-0.4101981	1.18e-10
NAA20	-0.41011209	2.35e-08
MINCR	-0.4099939	1.6e-06
PIGT	-0.40995033	1.42e-07
PLXNA3	-0.40988874	2.9e-07
FTSJ1	-0.40957008	4.85e-09
ABCF3	-0.40945497	3.24e-09
ARK2C	-0.40896646	8.66e-06
ISL2	-0.40885551	8.13e-11
RALBP1	-0.40847333	6.5e-06
COA3	-0.40828563	3.47e-10
SMG5	-0.40816869	1.91e-08
CBFB	-0.4079728	2.35e-06
TFB1M	-0.40785827	5.62e-08
KCNK9	-0.40717526	9.63e-08
LOC100289361	-0.40708599	8.25e-07
HNRNPUL2	-0.40701583	2.07e-07
MARK2	-0.40696635	4.6e-08
PLXNB3	-0.4069555	2.79e-08
KCTD20	-0.40682927	1.44e-06
NACC1	-0.40674692	1.85e-07
C8orf82	-0.40669919	3.17e-06
FAF1	-0.40646041	2.62e-09
HCG18	-0.40644054	1.15e-09
NDUFB4	-0.40624266	3.55e-10
SMO	-0.40623402	1.33e-11
NDUFB3	-0.40617544	4.43e-13
SPANXC	-0.40597718	5.22e-06
PABPC1	-0.40594669	2.13e-09
BRWD3	-0.40594589	4.41e-07
PUM2	-0.40588356	5.59e-09
EXOSC1	-0.40553226	7.13e-10
RBM4	-0.4053311	8.59e-11
C1orf122	-0.4043617	8.42e-08
SDAD1	-0.40426765	5.09e-06
ZNF706	-0.40422184	3.27e-07
TMEM254	-0.40404543	9.37e-10
ACOT7	-0.40378362	5.37e-09
RSL1D1	-0.40377944	2.73e-06
HAUS8	-0.4035482	3.9e-08
PSMB7	-0.40346078	7.51e-13
RNF139-DT	-0.40335788	1.21e-08
CDV3	-0.40333959	3.41e-06
CRCP	-0.40333577	1.27e-08
JTB	-0.40320535	3.47e-13
FAM120A	-0.40315571	4.78e-12
ZNF473	-0.40312079	1.08e-06
HEATR6	-0.40292188	2.72e-09
ANO9	-0.40291577	7.77e-08
RNF40	-0.4028753	2.37e-12
CARHSP1	-0.40263644	2.42e-06
MYPOP	-0.40261311	3.87e-08
NRBP1	-0.40246375	2.2e-08
LOC100310756	-0.40225386	3.66e-06
CCDC43	-0.40200494	3.04e-07
SNX12	-0.40157164	2.16e-09
DCLRE1C	-0.40155766	1.4e-07
FASTKD3	-0.40155415	9.1e-08
DCBLD2	-0.40148597	7.33e-06
LINC02987	-0.40125735	4.75e-06
CAPN1	-0.40108686	1.42e-06
C19orf53	-0.40101068	1.18e-11
CIAPIN1	-0.40101039	3.71e-07
USP48	-0.40099762	3.22e-06
CEP131	-0.400873	5.9e-09
LOC100289094	-0.40072248	3.11e-06
AGK	-0.40059963	5.81e-10
ZNF786	-0.40052805	1.3e-09
SFSWAP	-0.4005206	1.69e-06
GTF2E1	-0.40018225	1.66e-07
NBPF1	-0.40011328	7.32e-06
CLPP	-0.40009238	2.76e-10
LDB1	-0.39999648	3.79e-11
DBT	-0.3999595	9.28e-07
B3GAT1-DT	-0.39975894	1.37e-07
NDUFS2	-0.39965961	3.66e-12
POMT2	-0.39935483	3.54e-17
KREMEN2	-0.39925913	1.38e-10
FAM181B	-0.39924296	8.24e-06
CLK2	-0.39916325	5.06e-10
KLHDC8A	-0.39899281	5.41e-06
PHB1P19	-0.39870232	5.42e-09
PTPN14	-0.39864545	1.21e-06
PDLIM7	-0.39835315	8.07e-06
TUFM	-0.39824775	1.04e-08
PABPN1	-0.39817206	1.18e-07
NELFA	-0.39802157	1.86e-12
GARIN5A	-0.3978609	1.44e-08
RPP25L	-0.39785433	1.09e-12
PSMD7	-0.39785216	1.2e-12
YWHAG	-0.39755368	3.22e-11
EBLN3P	-0.39752099	2.17e-07
EPHA10	-0.39747113	1.6e-09
HMCES	-0.3972371	1.53e-07
